bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5451926.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541206385,1541206386,1541206387,1541206388,1541206389,1541206390,1541206391,1541206392,1541206393,1541206394,1541206395,1541206396,1541206397,1541206398,1541206399,1541206400,1541206401,1541206402,1541206403,1541206404,1541206405,1541206385,1541206386,1541206387,1541206388,1541206389,1541206390,1541206391,1541206392,1541206393,1541206394,1541206395,1541206396,1541206397,1541206398,1541206399,1541206400,1541206401,1541206402,1541206403,1541206404,1541206405
audio_bitsReceivedPerSecond,0.0,1090209.6505823627,991712.4518613607,1049856.0,991864.0,1094856.0,1007840.0,1022920.0,914469.5304695305,970864.0,965368.0,951045.5005055611,932431.2561819981,992560.0,925944.0,972152.0,978160.0,988067.9320679321,943888.1118881119,915475.4754754754,1010306.1630218688,0.0,1119294.1176470588,1059785.3107344634,1005145.8551941238,1067008.0,1031784.0,1077776.0,789434.5654345654,1259224.0,978912.0,977849.8498498498,1022025.974025974,975232.0,964544.0,1018312.0,969944.0,1028480.0,1001294.7052947053,1017881.8818818819,967200.0,968326.0437375746
audio_bitsSentPerSecond,0.0,1736885.1913477536,1603029.5250320924,1532504.0,1603824.0,1609304.0,1640304.0,1563776.0,1540715.2847152848,1464536.0,1518328.0,1542867.5429726997,1489400.59347181,1440464.0,1544424.0,1517568.0,1578448.0,1608095.9040959042,1437442.5574425575,1464000.0,1496644.1351888669,0.0,1708247.3604826545,1546666.6666666667,1567840.5036726128,1587840.0,1700544.0,1495336.0,1622945.054945055,1490440.0,1417472.0,1581685.6856856856,1456351.6483516484,1418352.0,1498928.0,1485880.0,1590808.0,1383840.0,1568095.9040959042,1483035.035035035,1427640.0,1577749.5029821075
audio_packetsSentPerSecond,0.0,346.9217970049917,344.03080872913995,331.0,341.0,339.0,345.0,330.0,338.6613386613387,328.0,335.0,334.6814964610718,328.38773491592485,320.0,327.0,331.0,329.0,337.6623376623377,324.6753246753247,324.3243243243243,327.03777335984097,0.0,350.6787330316742,333.3333333333333,331.58447009443864,340.0,346.0,328.0,345.65434565434566,330.0,327.0,341.3413413413413,324.6753246753247,322.0,324.0,324.0,335.0,320.0,341.65834165834167,326.32632632632635,328.0,335.98409542743536
audio_googLocalAddress,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.125.129:45951,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
