bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,3935459.0,3935459.0,3935459.0,3935459.0,3935459.0,3935459.0,3345084.0,3345084.0,3345084.0,3345084.0,3345084.0,3345084.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541194780,1541194781,1541194782,1541194783,1541194784,1541194785,1541194780,1541194781,1541194782,1541194783,1541194784,1541194785
audio_bitsReceivedPerSecond,0.0,1210731.2013828869,1047289.3157262906,1128392.0,1062408.0,1087936.0,1036508.0988917307,1161104.8088779284,1076168.0,1012316.3163163164,1058213.786213786,1023088.9110889111
audio_bitsSentPerSecond,0.0,1822174.5894554884,1620945.9783913565,1566352.0,1637808.0,1596080.0,1568620.63086104,1839664.6115906287,1616456.0,1693941.9419419419,1620859.1408591408,1656463.5364635366
audio_packetsSentPerSecond,0.0,363.0077787381158,343.3373349339736,336.0,340.0,336.0,332.48081841432224,360.0493218249075,337.0,346.34634634634637,338.6613386613387,344.65534465534466
audio_googLocalAddress,35.204.125.129:46767,35.204.125.129:46767,35.204.125.129:46767,35.204.125.129:46767,35.204.125.129:46767,35.204.125.129:46767,35.204.137.161:56757,35.204.137.161:56757,35.204.137.161:56757,35.204.137.161:56757,35.204.137.161:56757,35.204.137.161:56757
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,24.0,21.0,21.0,21.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0
audio_send_bitsSentPerSecond,0.0,19263.61279170268,18496.998799519806,16304.0,17520.0,16288.0,40641.091219096335,40848.335388409374,40400.0,40440.44044044044,40359.64035964036,40359.64035964036
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.129645635263614,50.42016806722689,50.0,50.0,50.0,50.29838022165388,50.55487053020962,50.0,50.050050050050054,49.95004995004995,49.95004995004995
audio_send_googJitterReceived,104.0,104.0,104.0,104.0,104.0,104.0,3.0,3.0,3.0,3.0,3.0,3.0
audio_send_googRtt,22.0,22.0,22.0,22.0,22.0,22.0,38.0,38.0,38.0,38.0,38.0,38.0
video_send_bitsSentPerSecond,0.0,1778503.0250648228,1582338.5354141656,1526736.0,1600528.0,1555056.0,1508023.8704177323,1772577.065351418,1556104.0,1629845.8458458458,1560199.8001998002,1592159.8401598402
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,283.4917891097666,265.3061224489796,258.0,263.0,255.0,254.04944586530263,278.66831072749693,260.0,268.2682682682683,260.7392607392607,265.73426573426576
video_send_googEncodeUsagePercent,64.0,64.0,60.0,57.0,55.0,52.0,64.0,64.0,59.0,56.0,53.0,51.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_send_googRtt,30.0,29.0,24.0,21.0,19.0,17.0,28.0,28.0,27.0,26.0,25.0,22.0
audio_recv_bitsReceivedPerSecond,0.0,42834.91789109767,41344.53781512605,42000.0,42000.0,42000.0,8143.222506393862,14352.65104808878,10392.0,7935.935935935936,9574.425574425575,7920.07992007992
