bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,257204.0,222541.0,241344.0,241344.0,228616.0,247905.0,247905.0,247905.0,243113.0,243113.0,243113.0,243113.0,128678.0,128678.0,128678.0,106812.0,116357.0,126666.0,137799.0,84421.0,92175.0,100549.0,109593.0,119360.0,129909.0,104204.0,87336.0,87459.0,92931.0,92931.0,92931.0,101365.0,110474.0,120312.0,64070.0,64070.0,64070.0,64070.0,65994.0,69678.0,73862.0,77998.0,82062.0,86142.0,89942.0,93990.0,97998.0,106838.0,116385.0,59599.0,59599.0,59599.0,59851.0,63859.0,67459.0,71723.0,75471.0,79795.0,83779.0,49049.0,49049.0,49049.0,52297.0,56681.0,60669.0,64537.0,68485.0,72669.0,76609.0,80801.0,84741.0,88681.0,92737.0,96685.0,53271.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1546025413,1546025414,1546025415,1546025416,1546025417,1546025418,1546025419,1546025420,1546025421,1546025422,1546025423,1546025424,1546025425,1546025426,1546025427,1546025428,1546025429,1546025430,1546025431,1546025432,1546025433,1546025434,1546025435,1546025436,1546025437,1546025438,1546025439,1546025440,1546025441,1546025442,1546025443,1546025444,1546025445,1546025446,1546025447,1546025448,1546025449,1546025450,1546025451,1546025452,1546025453,1546025454,1546025455,1546025456,1546025457,1546025458,1546025459,1546025460,1546025461,1546025462,1546025463,1546025464,1546025465,1546025466,1546025467,1546025468,1546025469,1546025470,1546025471,1546025472,1546025473,1546025474,1546025475,1546025476,1546025477,1546025478,1546025479,1546025480,1546025481,1546025482,1546025483,1546025484,1546025485,1546025486,1546025487
audio_bitsReceivedPerSecond,332624.0,362568.0,369928.0,368472.47247247247,373634.36563436565,347091.0910910911,323956.04395604396,312944.94494494493,271576.42357642355,317181.18118118116,384447.55244755244,394194.1941941942,383432.0,359520.4795204795,347075.0750750751,339152.0,303944.0,335896.1038961039,301869.86986986984,342960.0,362432.0,360872.0,345664.0,334321.6783216783,354498.4984984985,352200.0,363516.4835164835,372420.4204204204,325938.06193806196,277021.021021021,329352.0,308971.028971029,297881.88188188185,313222.77722277725,351431.43143143144,347944.0,348488.0,359152.0,328575.4245754246,276164.16416416416,343336.66333666333,244128.0,302142.14214214217,306032.0,377696.0,364003.996003996,344712.7127127127,357338.66133866133,331499.4994994995,351472.0,379968.0,275712.0,308915.08491508494,305409.4094094094,350809.1908091908,304528.5285285285,372312.0,379056.0,366976.0,373864.0,328151.8481518481,311983.983983984,277640.0,293208.0,308712.0,353032.0,367336.0,392032.0,312024.0,301152.0,214329.67032967033,351071.0710710711,394464.0,341296.0,362600.0
audio_bitsSentPerSecond,195864.0,252984.0,163400.0,209489.4894894895,213690.3096903097,216480.48048048047,203740.25974025973,166022.02202202202,239560.43956043955,159615.61561561562,171036.96303696305,174558.55855855855,108928.0,175864.13586413587,192912.9129129129,194472.0,124568.0,149410.5894105894,142854.85485485484,169704.0,118328.0,111560.0,132272.0,142177.82217782218,157413.41341341342,167424.0,157234.76523476525,116644.64464464465,127752.24775224776,130426.42642642642,126560.0,116947.05294705294,130402.4024024024,142665.33466533467,150654.65465465465,95288.0,98184.0,71848.0,96815.18481518481,101021.02102102102,111240.75924075925,84664.0,109597.5975975976,108864.0,141696.0,123700.2997002997,146850.85085085084,133738.26173826173,134118.11811811812,136264.0,84960.0,71232.0,93042.95704295704,90442.44244244244,108771.22877122877,92196.1961961962,119256.0,105312.0,115880.0,91576.0,75788.21178821179,72448.44844844844,87360.0,76400.0,78864.0,107408.0,89408.0,97504.0,97256.0,119536.0,115668.33166833167,103991.99199199199,114632.0,124056.0,121416.0
audio_packetsSentPerSecond,142.0,148.0,142.0,150.15015015015015,146.85314685314685,144.14414414414415,143.85614385614386,147.14714714714714,151.84815184815184,137.13713713713713,149.85014985014985,146.14614614614615,137.0,134.86513486513488,135.13513513513513,121.0,102.0,121.87812187812187,129.12912912912913,127.0,96.0,119.0,130.0,128.87112887112886,129.12912912912913,129.0,130.86913086913086,105.10510510510511,124.87512487512487,94.09409409409409,99.0,122.87712287712287,126.12612612612612,126.87312687312688,121.12112112112112,102.0,76.0,74.0,85.91408591408592,76.07607607607608,90.9090909090909,97.0,123.12312312312312,124.0,122.0,121.87812187812187,115.11511511511512,119.88011988011988,129.12912912912913,107.0,76.0,77.0,99.9000999000999,111.11111111111111,89.91008991008991,96.09609609609609,90.0,97.0,110.0,86.0,73.92607392607393,77.07707707707708,87.0,76.0,78.0,94.0,76.0,84.0,96.0,91.0,90.9090909090909,110.11011011011011,128.0,129.0,98.0
audio_googLocalAddress,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179,35.204.32.26:59179
audio_googRemoteAddress,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000
audio_googRtt,3247.0,3247.0,3247.0,3247.0,3222.0,3222.0,3222.0,3221.0,3221.0,3221.0,3286.0,3286.0,3286.0,3493.0,3493.0,3483.0,3483.0,3366.0,3366.0,3207.0,3207.0,2942.0,2942.0,2553.0,2553.0,2136.0,2136.0,1869.0,1869.0,1487.0,1487.0,1119.0,1119.0,1119.0,986.0,986.0,744.0,744.0,744.0,561.0,561.0,424.0,424.0,424.0,322.0,322.0,245.0,245.0,245.0,317.0,317.0,241.0,241.0,241.0,184.0,184.0,141.0,141.0,141.0,232.0,232.0,178.0,178.0,178.0,137.0,137.0,106.0,106.0,106.0,83.0,83.0,66.0,66.0,66.0,191.0
