audio_send_bitsSentPerSecond,-1,0.0,0.0,0.0,0.0,23928.64222001982,24917.1974522293,24958.934517203106,24424.0,24248.0,24000.0,24048.0,24160.0,24096.0,24456.0,25392.0,24368.0,25000.0,25224.0,25304.0,25360.0,24880.0,24744.0,21120.0,16384.0,16368.0,16368.0,17112.0,31792.0,40400.0,40400.0,40480.0,40352.0,40528.0,40320.0,40016.0,37208.0,39000.0,40064.0,40752.0,40248.0,40560.0,40040.0,40720.0,40536.0,27496.0,26544.0,40328.0,40376.0,40352.0,40392.0,40408.0,40416.0,40408.0,40392.0,40176.470588235294,40511.45038167939,40448.0,40392.0,40400.0,40328.0,40488.0,40384.0,40464.0,40312.0,40416.0,40408.0,40400.0,40440.0,40408.0,40400.0,40376.0,40319.68031968032,40448.44844844845,40392.0,40424.0,40080.0,40720.0,40376.0,40464.0,40040.0,40736.0,40064.0,40736.0,40416.0,40200.0,40248.0,40760.0,35352.0,24864.0,25176.0,25152.0,25184.0,23992.0,24392.0,24512.0,24560.0,25136.0,24928.0,25144.0,24768.0,24960.0,24688.0
audio_send_packetsSentPerSecond,-1,0.0,0.0,0.0,0.0,48.56293359762141,50.04549590536852,49.944506104328525,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.36974789915966,50.57251908396947,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.050050050050054,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
video_send_bitsSentPerSecond,-1,0.0,0.0,0.0,0.0,1387972.24975223,2330569.608735214,2494099.8890122087,2563048.0,2567776.0,2644208.0,2635080.0,2567344.0,2538712.0,2577896.0,2546728.0,2575848.0,2522632.0,2565080.0,2559296.0,2582512.0,2572424.0,2554856.0,2561408.0,2525032.0,2578272.0,2555976.0,2511560.0,2587752.0,2546160.0,2589760.0,2549392.0,2601592.0,2540776.0,2575752.0,2549432.0,2549936.0,2521776.0,2591808.0,2570872.0,2562496.0,2517744.0,2468320.0,2573264.0,2592632.0,1946368.0,2057688.0,2054872.0,2104408.0,2055968.0,2103864.0,2071064.0,2055232.0,2013624.0,2056000.0,2061798.3193277312,2070923.6641221375,2012416.0,2096384.0,2052632.0,2029520.0,2074528.0,2087320.0,1970376.0,2051048.0,1989880.0,2530944.0,2488840.0,2621160.0,2542384.0,2581256.0,2599248.0,2583560.4395604394,2529689.68968969,2559240.0,2534760.0,2587104.0,2513408.0,2632032.0,2505520.0,2562848.0,2617384.0,2580896.0,2533600.0,2546568.0,2581552.0,2548168.0,2523272.0,2614008.0,2523264.0,2571208.0,2619800.0,2566896.0,2526472.0,2518096.0,2569568.0,2585440.0,2522376.0,2593752.0,2540712.0,2570888.0,2600528.0,2574256.0
video_send_packetsLost,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,-1,0.0,0.0,0.0,0.0,170.46580773042618,279.34485896269337,296.3374028856826,302.0,303.0,311.0,311.0,301.0,302.0,308.0,300.0,302.0,294.0,306.0,305.0,305.0,302.0,302.0,304.0,302.0,305.0,302.0,293.0,312.0,303.0,307.0,302.0,309.0,305.0,303.0,300.0,301.0,295.0,308.0,306.0,307.0,296.0,294.0,306.0,302.0,235.0,247.0,248.0,252.0,248.0,257.0,252.0,248.0,240.0,249.0,247.89915966386553,249.04580152671755,242.0,254.0,246.0,247.0,252.0,254.0,236.0,246.0,243.0,302.0,293.0,308.0,302.0,308.0,307.0,303.6963036963037,299.2992992992993,305.0,297.0,306.0,297.0,312.0,298.0,307.0,307.0,306.0,303.0,305.0,302.0,299.0,296.0,307.0,303.0,309.0,309.0,303.0,302.0,294.0,301.0,304.0,297.0,311.0,303.0,303.0,306.0,303.0
video_send_googEncodeUsagePercent,-1,0.0,0.0,0.0,0.0,0.0,64.0,64.0,68.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,68.0,70.0,70.0,70.0,71.0,72.0,73.0,77.0,79.0,81.0,83.0,83.0,82.0,82.0,82.0,81.0,82.0,82.0,82.0,82.0,84.0,85.0,86.0,85.0,85.0,89.0,91.0,94.0,96.0,97.0,64.0,64.0,56.0,54.0,51.0,49.0,47.0,45.0,44.0,43.0,43.0,42.0,41.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,64.0,64.0,67.0,67.0,67.0,67.0,66.0,67.0,67.0,67.0,68.0,69.0,70.0,70.0,70.0,71.0,71.0,73.0,73.0,74.0,76.0,80.0,81.0,81.0,81.0,82.0,82.0,82.0,83.0,85.0,86.0,87.0,88.0,91.0,90.0,90.0,90.0
video_send_googFrameHeightSent,-1,0.0,0.0,0.0,0.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
video_send_googFrameRateSent,-1,0.0,0.0,0.0,0.0,46.0,59.0,60.0,61.0,59.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,61.0,59.0,61.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,58.0,59.0,59.0,60.0,61.0,60.0,61.0,61.0,60.0,60.0,61.0,61.0,61.0,59.0,60.0,61.0,60.0,60.0,60.0,61.0,60.0,61.0,60.0,58.0,60.0,58.0,60.0,59.0,60.0,59.0,59.0,60.0,59.0,58.0,61.0,60.0,60.0,59.0,59.0,60.0,60.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,59.0,60.0,59.0,59.0,58.0,60.0,59.0,60.0,59.0,59.0,59.0,60.0,59.0
video_send_googFrameWidthSent,-1,0.0,0.0,0.0,0.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
video_send_googRtt,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
audio_recv_bitsReceivedPerSecond,-1,-1,-1,-1,-1,0.0,23956.323930846225,25358.490566037737,22680.0,16344.0,16344.0,16344.0,16328.0,16320.0,16280.0,14848.0,15472.0,15472.0,15472.0,15472.0,15472.0,10856.0,10808.0,12312.0,12808.0,11072.0,11768.0,13072.0,15472.0,15472.0,16096.0,15376.0,15472.0,16096.0,15472.0,14824.0,15472.0,15472.0,15848.0,16632.0,15472.0,15816.0,16720.0,16408.0,16096.0,14112.0,14224.0,16096.0,16096.0,16096.0,15456.0,15464.0,16720.0,16720.0,16096.0,16327.731092436974,16480.91603053435,16720.0,16096.0,16720.0,16096.0,16096.0,16096.0,16720.0,16096.0,16720.0,16720.0,16656.0,16720.0,16096.0,16096.0,16096.0,16079.92007992008,16032.032032032032,16720.0,16720.0,16720.0,16720.0,16096.0,16720.0,16696.0,16056.0,16704.0,16720.0,16720.0,16720.0,16664.0,15896.0,16096.0,15472.0,16720.0,16624.0,15472.0,16408.0,16696.0,16560.0,15704.0,15672.0,15088.0,15960.0,15384.0,16672.0,15744.0
audio_recv_packetsReceivedPerSecond,-1,-1,-1,-1,-1,0.0,49.13557779799818,51.054384017758046,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.36974789915966,50.57251908396947,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.050050050050054,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
audio_recv_googCurrentDelayMs,-1,-1,-1,-1,-1,45.0,48.0,47.0,46.0,57.0,46.0,46.0,46.0,57.0,57.0,57.0,46.0,56.0,46.0,46.0,46.0,46.0,46.0,46.0,57.0,46.0,57.0,57.0,46.0,46.0,57.0,46.0,57.0,57.0,56.0,46.0,46.0,57.0,46.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,46.0,57.0,46.0,46.0,57.0,57.0,46.0,46.0,46.0,57.0,71.0,49.0,57.0,57.0,57.0,46.0,57.0,46.0,57.0,46.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0,46.0,46.0,46.0,57.0,57.0,46.0,57.0,57.0,57.0,46.0,46.0,56.0,57.0,57.0,57.0,46.0,57.0,57.0,57.0,46.0,57.0,57.0,57.0,57.0,57.0,46.0,57.0
audio_recv_googJitterBufferMs,-1,-1,-1,-1,-1,41.0,29.0,49.0,49.0,39.0,49.0,49.0,49.0,39.0,39.0,39.0,49.0,39.0,49.0,49.0,49.0,49.0,49.0,49.0,39.0,49.0,39.0,39.0,49.0,49.0,39.0,49.0,39.0,39.0,39.0,49.0,49.0,39.0,49.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,49.0,39.0,49.0,49.0,39.0,39.0,49.0,49.0,49.0,39.0,46.0,49.0,39.0,39.0,39.0,49.0,39.0,49.0,39.0,49.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,49.0,49.0,49.0,39.0,39.0,49.0,39.0,39.0,39.0,49.0,49.0,39.0,39.0,39.0,39.0,49.0,39.0,39.0,39.0,49.0,39.0,39.0,39.0,39.0,39.0,49.0,39.0
audio_recv_googJitterReceived,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
audio_recv_googPreferredJitterBufferMs,-1,-1,-1,-1,-1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
