bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,1100396.0,1130703.0,1167788.0,1200238.0,1235594.0,1055905.0,1087054.0,1124854.0,1162205.0,878988.0,704197.0,735400.0,770659.0,807965.0,846489.0,908605.0,981958.0,1058052.0,1141150.0,1233442.0,1166740.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541188608,1541188609,1541188610,1541188611,1541188612,1541188613,1541188614,1541188615,1541188616,1541188617,1541188618,1541188619,1541188620,1541188621,1541188622,1541188623,1541188624,1541188625,1541188626,1541188627,1541188628
audio_bitsReceivedPerSecond,792267.3350041771,732005.0697084918,756248.0,481640.0,678649.3506493507,726656.0,670984.0,774640.0,737880.0,730392.0,785760.0,747920.0,724027.972027972,742584.0,763544.0,776792.0,454673.32667332666,724684.6846846847,708523.4765234765,714800.0,785880.0
audio_bitsSentPerSecond,1122131.9966583124,1136091.2547528518,1187944.0,1212352.0,1255640.3596403596,1352288.0,943592.0,1152456.0,1183208.0,1183320.0,935848.0,841200.0,769190.8091908091,867424.0,856048.0,917440.0,967384.6153846154,882426.4264264264,1083204.7952047952,1221624.0,1362912.0
audio_packetsSentPerSecond,338.34586466165416,338.40304182509504,345.0,342.0,355.64435564435564,327.0,255.0,359.0,354.0,334.0,240.0,236.0,227.77222777222778,240.0,230.0,243.0,238.76123876123876,236.23623623623624,314.68531468531467,350.0,312.0
audio_googLocalAddress,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180,35.204.137.161:60180
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,15.0,15.0,15.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,14763.57560568087,18626.108998732572,16720.0,16720.0,16703.296703296703,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16703.296703296703,16720.0,16720.0,16720.0,16703.296703296703,16736.736736736737,16703.296703296703,16720.0,16720.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,50.12531328320802,49.42965779467681,50.0,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.0,49.95004995004995,50.050050050050054,49.95004995004995,50.0,50.0
audio_send_googJitterReceived,98.0,102.0,102.0,102.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
audio_send_googRtt,15.0,22.0,22.0,22.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0
video_send_bitsSentPerSecond,1076538.0116959065,1096628.6438529785,1148848.0,1177144.0,1215784.2157842158,1315864.0,907200.0,1113128.0,1139608.0,1145808.0,900400.0,807896.0,733458.5414585414,832744.0,820616.0,883736.0,933442.5574425574,849057.057057057,1041614.3856143856,1183776.0,1323112.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,257.3099415204678,258.5551330798479,268.0,270.0,276.72327672327674,249.0,177.0,279.0,272.0,254.0,163.0,159.0,148.85114885114885,159.0,154.0,165.0,167.83216783216784,159.15915915915915,235.76423576423576,271.0,231.0
video_send_googEncodeUsagePercent,48.0,46.0,44.0,41.0,39.0,37.0,38.0,37.0,35.0,34.0,33.0,32.0,32.0,31.0,31.0,30.0,30.0,29.0,29.0,29.0,29.0
video_send_googFrameHeightSent,720.0,720.0,720.0,720.0,360.0,720.0,720.0,720.0,720.0,720.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,720.0
video_send_googFrameRateSent,60.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0
video_send_googFrameWidthSent,1280.0,1280.0,1280.0,1280.0,640.0,1280.0,1280.0,1280.0,1280.0,1280.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,1280.0
video_send_googRtt,20.0,19.0,18.0,17.0,17.0,17.0,19.0,21.0,20.0,19.0,18.0,18.0,18.0,17.0,16.0,15.0,15.0,15.0,16.0,16.0,19.0
audio_recv_bitsReceivedPerSecond,5807.852965747703,5850.443599493029,7456.0,5328.0,5330.6693306693305,5224.0,5488.0,6552.0,5400.0,5776.0,7840.0,6832.0,7592.407592407592,5080.0,6616.0,8352.0,5834.165834165834,4044.044044044044,3924.075924075924,3304.0,6712.0
audio_recv_packetsReceivedPerSecond,5.847953216374269,6.337135614702155,8.0,6.0,5.994005994005994,6.0,6.0,7.0,6.0,6.0,8.0,7.0,7.992007992007992,5.0,7.0,9.0,5.994005994005994,4.004004004004004,3.996003996003996,4.0,7.0
audio_recv_googCurrentDelayMs,13.0,18.0,24.0,10.0,19.0,23.0,26.0,24.0,30.0,13.0,21.0,21.0,26.0,23.0,32.0,28.0,25.0,25.0,26.0,30.0,32.0
