audio_recv_bitsReceivedPerSecond,0.0,0.0,11384.0,24592.0,25176.0,24352.0,24504.0,25128.0,25384.0,24752.0,24432.0,29704.0,32944.0,31072.0,28576.0,17344.0,16720.0,17968.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16736.736736736737,16703.296703296703,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16736.736736736737,16471.528471528472,28192.0,16320.0,16232.0,16248.0,16240.0,16208.0,16240.0,16248.0,16872.0,16216.0,16208.0,16264.0,16232.0,16232.0,16232.0,16248.0,16256.0,16208.0,16224.224224224225,16200.0,16191.808191808192,16232.0,16200.0,16200.0,16224.0,16216.0,16200.0,16256.0,16200.0,16200.0,16248.248248248248,16199.8001998002,16192.0,16208.208208208209,16199.8001998002,16192.0,16208.208208208209,16215.784215784215,16216.0,16224.0,16160.0,16176.0,16216.0,16168.0,16232.0,16208.0,16192.0,16192.0,16128.0,16168.0,16144.0,16208.0,16152.0,16104.0,16176.0,16160.0,16136.0
audio_recv_packetsReceivedPerSecond,0.0,0.0,23.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.050050050050054,49.95004995004995,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
audio_recv_googCurrentDelayMs,0.0,0.0,56.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,59.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,42.0,60.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0
audio_recv_googJitterBufferMs,0.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
audio_recv_googJitterReceived,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
audio_recv_googPreferredJitterBufferMs,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
audio_send_bitsSentPerSecond,0.0,0.0,10920.0,24584.0,24696.0,24680.0,24472.0,24808.0,24840.0,24144.0,24416.0,24232.0,24368.0,24240.0,23976.0,24192.0,24160.0,23888.0,24312.0,24128.0,23760.0,23840.0,23728.0,24088.0,24248.24824824825,24159.84015984016,23888.0,23872.0,24032.0,24200.0,23888.0,24032.0,24096.0,24096.0,24280.0,24280.0,24152.0,24008.0,24256.0,24224.0,24000.0,24080.0,24192.0,24256.0,24016.0,24136.0,24256.0,24080.0,24080.08008008008,24367.632367632366,24728.0,24352.0,24248.0,24328.0,24328.0,24464.0,24400.0,24200.0,24264.0,24328.0,24232.0,24000.0,23904.0,24104.0,24192.0,24024.0,24240.0,24032.0,24376.376376376378,24240.0,23976.023976023975,24232.0,24040.0,23992.0,24256.0,24384.0,24368.0,24088.0,24376.0,24232.0,24224.224224224225,23896.103896103898,24056.0,24000.0,24063.936063936064,24216.0,24472.472472472473,24255.744255744255,24160.0,24232.0,24032.0,24152.0,24056.0,24224.0,23864.0,24024.0,24032.0,23936.0,24048.0,23856.0,23992.0,23784.0,23600.0,23664.0,23632.0,23936.0,23824.0
audio_send_packetsSentPerSecond,0.0,0.0,23.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.050050050050054,49.95004995004995,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
video_recv_bitsReceivedPerSecond,0.0,0.0,315544.0,913616.0,1180064.0,1281344.0,1406848.0,1441600.0,1687008.0,1807936.0,1854968.0,1999296.0,2145952.0,2487608.0,2548896.0,2627280.0,2511744.0,2510712.0,2591072.0,2515264.0,2536856.0,2603544.0,2619936.0,2597224.0,2528664.664664665,2588451.5484515484,2519264.0,2222016.0,2055384.0,2117176.0,2045008.0,2031368.0,2068144.0,2111432.0,2065056.0,2052896.0,2084168.0,2020120.0,2077056.0,2049888.0,1998112.0,2066248.0,2037280.0,2097376.0,1996368.0,2090800.0,2070104.0,2011480.0,2093925.9259259258,2040767.2327672327,2000544.0,2083784.0,2008024.0,2114400.0,1997792.0,2075536.0,2076184.0,2014440.0,2086920.0,2046160.0,2002488.0,2095720.0,2006344.0,2119792.0,1953976.0,2102344.0,2072704.0,2005792.0,2101221.221221221,2047896.0,2008223.7762237762,2085624.0,2016072.0,2105408.0,2005392.0,2059464.0,2061440.0,2125272.0,2014728.0,2026336.0,2007543.5435435434,2066325.6743256743,2027760.0,2106466.4664664664,1969214.7852147853,2100776.0,2051587.5875875875,2011980.01998002,2089424.0,2063656.0,2019432.0,2064120.0,2037136.0,2100272.0,1972912.0,2106432.0,2039392.0,2035112.0,2080016.0,2047200.0,2024584.0,2058376.0,2048616.0,2095720.0,1974600.0,2110616.0,2025104.0
video_recv_packetsReceivedPerSecond,0.0,0.0,41.0,125.0,152.0,172.0,179.0,184.0,217.0,224.0,231.0,249.0,259.0,296.0,303.0,309.0,297.0,296.0,302.0,297.0,297.0,305.0,308.0,311.0,300.3003003003003,306.6933066933067,298.0,265.0,252.0,255.0,246.0,247.0,250.0,254.0,252.0,251.0,249.0,246.0,250.0,245.0,240.0,247.0,245.0,257.0,244.0,253.0,246.0,244.0,252.25225225225225,244.75524475524475,241.0,258.0,244.0,255.0,244.0,252.0,250.0,245.0,250.0,245.0,243.0,253.0,243.0,254.0,240.0,252.0,253.0,243.0,250.25025025025025,247.0,242.75724275724275,255.0,244.0,255.0,246.0,245.0,249.0,255.0,243.0,243.0,243.24324324324326,246.75324675324674,249.0,252.25225225225225,240.75924075924075,253.0,248.24824824824825,242.75724275724275,253.0,248.0,243.0,252.0,252.0,258.0,242.0,256.0,246.0,247.0,251.0,246.0,245.0,251.0,250.0,256.0,241.0,256.0,247.0
