bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,151123.0,118326.0,120326.0,130952.0,142428.0,154822.0,168208.0,182665.0,198278.0,215140.0,233351.0,115461.0,115461.0,119866.0,127980.0,136704.0,148640.0,161531.0,175453.0,189826.0,206012.0,113897.0,113897.0,114491.0,123630.0,131907.0,142143.0,140769.0,149923.0,101985.0,103562.0,79272.0,84777.0
bweforvideo-googBucketDelay,2.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
timestamp,1546010502,1546010503,1546010504,1546010505,1546010506,1546010507,1546010508,1546010509,1546010510,1546010511,1546010512,1546010513,1546010514,1546010515,1546010516,1546010517,1546010518,1546010519,1546010520,1546010521,1546010522,1546010523,1546010524,1546010525,1546010526,1546010527,1546010528,1546010529,1546010530,1546010531,1546010532,1546010533,1546010534
audio_bitsReceivedPerSecond,0.0,125283.1541218638,123710.67738231918,136672.0,149232.0,179200.0,183448.0,194584.0,209072.0,127664.0,214924.90118577075,130712.55060728746,117832.0,130621.37862137862,147864.0,163600.0,180648.0,180296.0,192272.0,130360.0,208216.0,118936.0,120416.0,123464.0,144400.0,166176.0,166952.0,192416.0,149394.6053946054,143583.5835835836,149008.0,110072.0,94400.0
audio_bitsSentPerSecond,0.0,208100.35842293905,158163.0309988519,147352.0,162464.0,178376.0,203256.0,206216.0,236584.0,232784.0,233051.38339920947,242971.65991902835,146968.0,142281.7182817183,150304.0,162360.0,184312.0,182520.0,218920.0,209504.0,221632.0,233536.0,163656.0,123840.0,142472.0,158712.0,175240.0,171992.0,191168.83116883118,187227.22722722724,135504.0,120928.0,108240.0
audio_packetsSentPerSecond,0.0,114.69534050179212,126.29161882893226,131.0,129.0,133.0,133.0,136.0,140.0,136.0,136.36363636363637,121.4574898785425,117.0,133.86613386613388,126.0,130.0,131.0,133.0,138.0,132.0,137.0,125.0,113.0,110.0,137.0,131.0,129.0,125.0,130.86913086913086,128.12812812812814,125.0,96.0,88.0
audio_googLocalAddress,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890
audio_googRemoteAddress,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000
audio_googRtt,393.0,393.0,307.0,307.0,307.0,234.0,234.0,179.0,179.0,179.0,138.0,138.0,119.0,119.0,119.0,93.0,93.0,73.0,73.0,73.0,59.0,59.0,84.0,84.0,84.0,66.0,66.0,53.0,53.0,53.0,43.0,43.0,36.0
audio_recv_bitsReceivedPerSecond,0.0,7075.268817204301,9037.88748564868,6632.0,7760.0,7352.0,7160.0,7848.0,7112.0,3832.0,8948.616600790514,7902.834008097166,7872.0,7720.27972027972,7840.0,7648.0,7696.0,6680.0,4944.0,4000.0,9200.0,7744.0,7696.0,7312.0,7992.0,7200.0,8000.0,7856.0,6577.422577422577,7687.687687687688,7336.0,7688.0,6664.0
audio_recv_packetsReceivedPerSecond,0.0,7.168458781362007,9.184845005740527,7.0,8.0,8.0,7.0,8.0,8.0,4.0,11.857707509881424,8.097165991902834,8.0,7.992007992007992,8.0,8.0,8.0,8.0,6.0,4.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.993006993006993,8.008008008008009,8.0,8.0,8.0
audio_recv_googCurrentDelayMs,48.0,38.0,39.0,42.0,41.0,35.0,42.0,38.0,35.0,29.0,35.0,37.0,34.0,33.0,39.0,27.0,45.0,31.0,31.0,44.0,39.0,34.0,34.0,30.0,32.0,35.0,30.0,29.0,31.0,33.0,22.0,32.0,20.0
audio_recv_googJitterBufferMs,9.0,4.0,6.0,2.0,3.0,2.0,9.0,9.0,8.0,7.0,10.0,11.0,6.0,4.0,6.0,1.0,10.0,2.0,1.0,9.0,7.0,3.0,1.0,1.0,6.0,9.0,10.0,10.0,12.0,10.0,2.0,11.0,2.0
audio_recv_googJitterReceived,94.0,104.0,104.0,104.0,104.0,104.0,104.0,102.0,102.0,102.0,102.0,102.0,102.0,95.0,95.0,95.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,104.0,104.0,104.0
audio_recv_googPreferredJitterBufferMs,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0
video_recv_bitsReceivedPerSecond,0.0,105025.08960573477,101474.16762342135,117592.0,127048.0,161128.0,160632.0,175360.0,184096.0,111640.0,190972.33201581027,114210.52631578948,95160.0,109842.15784215785,125888.0,144992.0,158304.0,162496.0,170072.0,112792.0,184392.0,103304.0,97536.0,106352.0,121424.0,146832.0,145728.0,173904.0,128983.01698301698,121761.76176176177,128368.0,91824.0,77736.0
video_recv_packetsReceivedPerSecond,0.0,42.11469534050179,59.701492537313435,61.0,59.0,61.0,60.0,60.0,60.0,40.0,62.25296442687747,44.534412955465584,57.0,58.94105894105894,61.0,59.0,61.0,61.0,60.0,41.0,59.0,38.0,58.0,60.0,59.0,60.0,60.0,63.0,60.93906093906094,60.06006006006006,45.0,32.0,38.0
video_recv_googCurrentDelayMs,36.0,35.0,34.0,32.0,31.0,30.0,30.0,30.0,29.0,33.0,32.0,32.0,31.0,30.0,37.0,36.0,34.0,33.0,31.0,36.0,35.0,34.0,32.0,31.0,29.0,28.0,27.0,32.0,30.0,29.0,30.0,31.0,38.0
video_recv_googDecodeMs,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
video_recv_googFrameHeightReceived,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_recv_googFrameRateOutput,52.0,42.0,61.0,61.0,59.0,60.0,59.0,60.0,60.0,40.0,60.0,44.0,57.0,60.0,50.0,61.0,60.0,60.0,61.0,42.0,56.0,38.0,57.0,60.0,60.0,61.0,60.0,59.0,60.0,60.0,45.0,31.0,41.0
video_recv_googFrameRateReceived,54.0,43.0,59.0,61.0,59.0,61.0,59.0,60.0,59.0,40.0,62.0,45.0,57.0,59.0,52.0,59.0,59.0,60.0,60.0,41.0,58.0,38.0,57.0,60.0,59.0,59.0,60.0,60.0,61.0,61.0,44.0,32.0,38.0
video_recv_googFrameWidthReceived,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_recv_googInterframeDelayMax,49.0,82.0,39.0,21.0,22.0,21.0,32.0,23.0,57.0,196.0,59.0,67.0,34.0,18.0,353.0,18.0,18.0,18.0,18.0,159.0,83.0,68.0,35.0,18.0,18.0,18.0,18.0,199.0,18.0,18.0,86.0,85.0,144.0
video_recv_googJitterBufferMs,25.0,24.0,23.0,21.0,20.0,19.0,19.0,19.0,18.0,22.0,21.0,21.0,20.0,19.0,26.0,25.0,23.0,22.0,20.0,25.0,24.0,23.0,21.0,20.0,18.0,17.0,16.0,21.0,19.0,18.0,19.0,20.0,27.0
video_recv_googPlisSent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_bitsSentPerSecond,0.0,18702.508960573476,12904.707233065443,16720.0,16704.0,15432.0,15864.0,15608.0,15784.0,16720.0,16703.557312252964,15927.125506072874,16064.0,16775.224775224775,16176.0,16224.0,16096.0,15248.0,16680.0,15888.0,16672.0,16336.0,16240.0,16096.0,14728.0,15880.0,16360.0,15328.0,16407.59240759241,15903.903903903903,15680.0,16464.0,16592.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.17921146953405,49.36854190585534,50.0,50.0,50.0,50.0,51.0,49.0,50.0,50.39525691699605,49.59514170040486,50.0,50.94905094905095,49.0,51.0,50.0,50.0,50.0,49.0,50.0,50.0,51.0,50.0,50.0,50.0,49.0,50.0,49.95004995004995,51.051051051051054,49.0,50.0,50.0
audio_send_googJitterReceived,84.0,84.0,84.0,98.0,98.0,98.0,98.0,98.0,115.0,115.0,115.0,115.0,115.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,107.0,107.0,107.0,112.0,112.0,112.0,112.0,112.0,112.0,105.0,105.0
audio_send_googRtt,375.0,375.0,375.0,338.0,338.0,338.0,338.0,338.0,338.0,338.0,338.0,338.0,338.0,15.0,15.0,15.0,15.0,15.0,15.0,124.0,124.0,124.0,358.0,358.0,358.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
video_send_bitsSentPerSecond,0.0,177462.36559139786,135127.43972445466,117536.0,135576.0,149304.0,175832.0,176072.0,203360.0,199608.0,204624.50592885376,214242.91497975707,121712.0,111560.43956043955,124296.0,133488.0,157368.0,153624.0,185968.0,178232.0,192568.0,204280.0,-7643488.0,95040.0,118120.0,130640.0,149080.0,145040.0,163284.7152847153,157277.2772772773,110320.0,95192.0,84856.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,45.69892473118279,58.553386911595865,60.0,60.0,60.0,60.0,60.0,61.0,60.0,60.276679841897234,52.63157894736842,50.0,59.94005994005994,60.0,60.0,60.0,60.0,63.0,60.0,60.0,53.0,-2513.0,43.0,71.0,65.0,63.0,60.0,61.938061938061935,60.06006006006006,60.0,34.0,27.0
video_send_googEncodeUsagePercent,16.0,15.0,15.0,14.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,64.0,64.0,64.0,47.0,42.0,39.0,35.0,32.0,29.0,27.0
video_send_googFrameHeightSent,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_send_googFrameRateSent,61.0,44.0,55.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,53.0,50.0,59.0,59.0,60.0,59.0,60.0,59.0,59.0,60.0,52.0,29.0,43.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,34.0,27.0
video_send_googFrameWidthSent,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_send_googRtt,248.0,151.0,151.0,183.0,212.0,188.0,158.0,135.0,119.0,107.0,99.0,73.0,55.0,98.0,141.0,123.0,91.0,68.0,59.0,53.0,41.0,40.0,40.0,66.0,122.0,146.0,107.0,133.0,165.0,136.0,102.0,99.0,117.0
video_recv_resolutionChangesReceived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video_send_resolutionChangesSent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_way_delay_audio_send,187.5,187.5,187.5,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,7.5,7.5,7.5,7.5,7.5,7.5,62.0,62.0,62.0,179.0,179.0,179.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
1_way_delay_video_send,124.0,75.5,75.5,91.5,106.0,94.0,79.0,67.5,59.5,53.5,49.5,36.5,27.5,49.0,70.5,61.5,45.5,34.0,29.5,26.5,20.5,20.0,20.0,33.0,61.0,73.0,53.5,66.5,82.5,68.0,51.0,49.5,58.5
ear_ear_delay_audio_send,187.5,198.5,219.5,185.0,181.0,182.0,188.0,190.0,199.0,190.0,180.0,181.0,184.0,18.5,17.5,20.5,25.5,26.5,28.5,62.0,64.0,83.0,200.0,195.0,192.0,24.5,13.5,23.5,11.5,17.5,10.5,22.5,26.5
audio_recv_kbitsReceivedPerSecond,0,6,8,6,7,7,6,7,6,3,8,7,7,7,7,7,7,6,4,3,8,7,7,7,7,7,7,7,6,7,7,7,6
video_recv_kbitsReceivedPerSecond,0,102,99,114,124,157,156,171,179,109,186,111,92,107,122,141,154,158,166,110,180,100,95,103,118,143,142,169,125,118,125,89,75
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,88.578,87.104,84.29,88.91300000000001,89.449,89.315,88.51100000000001,88.24300000000001,87.037,88.24300000000001,89.583,89.449,89.047,93.756,93.78,93.708,93.58800000000001,93.56400000000001,93.516,92.712,92.664,92.208,86.903,87.57300000000001,87.97500000000001,93.61200000000001,93.876,93.636,93.924,93.78,93.94800000000001,93.66
kpi_audio_synchronization,4.302624123144136,4.261760169213953,4.175303028877001,4.311467682428521,4.3252678982190575,4.321858446683875,4.300835425882184,4.293614439885651,4.259828478762429,4.293614439885651,4.328650113051991,4.3252678982190575,4.314958237732239,4.419788281943489,4.420229860936,4.418902190823617,4.4166698801656965,4.416220494188992,4.415318803035329,4.399641066863104,4.3986710471633925,4.389266694639616,4.255946047225711,4.275103017469382,4.286288145109376,4.417118292301504,4.421986386242368,4.417565730015808,4.422858766368832,4.420229860936,4.423293483768257,4.418012192728001
eye_eye_delay_video_send,174.0,123.5,120.5,134.5,147.0,133.0,116.0,102.5,93.5,85.5,82.5,69.5,58.5,78.0,106.5,95.5,77.5,64.0,58.5,53.5,47.5,48.0,52.0,64.0,91.0,101.0,82.5,93.5,110.5,95.0,78.0,75.5,82.5
kpi_video_synchronization,4.013333333333334,4.6866666666666665,4.726666666666667,4.54,4.373333333333333,4.56,4.786666666666667,4.966666666666667,5,5,5,5,5,5,4.913333333333333,5,5,5,5,5,5,5,5,5,5,4.986666666666666,5,5,4.86,5,5,5,5
av_delay_send,13.5,75.0,99.0,50.5,34.0,49.0,72.0,87.5,105.5,104.5,97.5,111.5,125.5,-59.5,-89.0,-75.0,-52.0,-37.5,-30.0,8.5,16.5,35.0,148.0,131.0,101.0,-76.5,-69.0,-70.0,-99.0,-77.5,-67.5,-53.0,-56.0
kpi_av_synchronization,5,2.6,1,4.56,5,4.68,2.84,1.6,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
