bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,5997221.0,5997221.0,5997221.0,5997221.0,5997221.0,5997221.0,5997221.0,5997221.0,5997221.0,5997221.0,5997221.0,5997221.0
bweforvideo-googBucketDelay,1.0,1.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541205397,1541205398,1541205399,1541205400,1541205401,1541205402,1541205403,1541205404,1541205405,1541205406,1541205407,1541205408,1541205397,1541205398,1541205399,1541205400,1541205401,1541205402,1541205403,1541205404,1541205405,1541205406,1541205407,1541205408
audio_bitsReceivedPerSecond,0.0,1068385.7868020304,1026794.7947947948,996227.7722277723,1038894.8948948949,1074352.0,952000.0,1041152.0,954725.2747252748,925952.0,1008648.0,935816.0,1567850.4672897197,1769730.5315203955,1429229.2292292293,1044707.2927072927,1002842.8428428428,1046425.5744255744,1062912.0,1103664.0,937712.0,969568.0,989136.0,997610.3896103896
audio_bitsSentPerSecond,0.0,1799155.3299492386,1590102.102102102,1688215.7842157842,1542422.4224224223,1592296.0,1591400.0,1547816.0,1604251.7482517483,1444520.0,1471832.0,1596416.0,1742762.9566694987,1629379.480840544,1536512.5125125125,1551032.9670329671,1588236.2362362363,1693986.013986014,1480424.0,1581448.0,1496888.0,1422552.0,1582976.0,1456527.4725274725
audio_packetsSentPerSecond,0.0,352.28426395939084,333.3333333333333,355.64435564435564,325.3253253253253,339.0,333.0,330.0,343.65634365634367,324.0,329.0,338.0,346.6440101954121,339.92583436341164,335.33533533533534,334.6653346653347,335.33533533533534,346.65334665334666,327.0,338.0,332.0,329.0,338.0,321.67832167832165
audio_googLocalAddress,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469,35.204.137.161:45469
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,0.0,25275.1269035533,25057.057057057056,24543.456543456545,24656.656656656658,31120.0,40400.0,40400.0,40359.64035964036,40400.0,40400.0,40400.0,15531.011045029736,18333.74536464771,16736.736736736737,16687.312687312686,16680.68068068068,16575.424575424575,16640.0,16624.0,16600.0,16576.0,16552.0,16543.456543456545
