bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,117166.0,117166.0,117166.0,117166.0,117166.0,88332.0,96399.0,105111.0,114520.0,84324.0,92070.0,100436.0,109471.0,119229.0,129767.0,141148.0,153440.0,166715.0,149186.0,161938.0,175893.0,190964.0,207241.0,203219.0,220477.0,239115.0,259244.0,245572.0,266218.0,266218.0,266218.0,224101.0,224101.0,224101.0,224101.0,224101.0
bweforvideo-googBucketDelay,2.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541181452,1541181453,1541181454,1541181455,1541181456,1541181457,1541181458,1541181459,1541181460,1541181461,1541181462,1541181463,1541181464,1541181465,1541181466,1541181467,1541181468,1541181469,1541181452,1541181453,1541181454,1541181455,1541181456,1541181457,1541181458,1541181459,1541181460,1541181461,1541181462,1541181463,1541181464,1541181465,1541181466,1541181467,1541181468,1541181469
audio_bitsReceivedPerSecond,0.0,132396.07493309546,150129.62962962964,204224.0,201896.0,201984.0,200664.0,208208.0,189784.0,147056.0,173168.0,147752.0,124208.0,165648.0,125416.0,69608.0,101280.0,120112.0,0.0,77957.44680851063,94590.5905905906,106856.0,178088.0,141112.0,149928.0,130245.75424575424,70440.0,73646.35364635364,76491.50849150849,96688.6886886887,178165.83416583415,197704.0,192064.0,156630.73852295408,123467.46746746746,171731.73173173174
audio_bitsSentPerSecond,0.0,72021.409455843,97870.37037037036,142616.0,210696.0,121480.0,140024.0,106424.0,162760.0,139440.0,122288.0,143648.0,135168.0,140280.0,145328.0,168648.0,190184.0,193336.0,0.0,187550.1519756839,163923.92392392393,198648.0,219576.0,227256.0,195904.0,205010.989010989,228312.0,138981.01898101898,183824.17582417582,154410.4104104104,102473.52647352648,192424.0,121864.0,104447.10578842316,100876.87687687688,204396.3963963964
audio_packetsSentPerSecond,0.0,133.80909901873326,116.89814814814815,137.0,153.0,115.0,106.0,112.0,120.0,114.0,116.0,108.0,101.0,126.0,122.0,124.0,122.0,129.0,0.0,122.59371833839919,120.12012012012012,125.0,131.0,131.0,129.0,128.87112887112886,130.0,126.87312687312688,135.86413586413587,161.16116116116117,180.81918081918081,163.0,143.0,135.72854291417167,128.12812812812814,148.14814814814815
audio_googLocalAddress,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,3628.0,3628.0,3628.0,3628.0,4704.0,4552.0,4552.0,4236.0,4236.0,4236.0,4257.0,4257.0,4257.0,4178.0,3934.0,3934.0,3934.0,3722.0,3088.0,3088.0,3172.0,3172.0,3172.0,3172.0,3172.0,3127.0,3127.0,3121.0,3121.0,3121.0,3121.0,3121.0,3121.0,3121.0,3537.0,3537.0
