bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,99375.0,108325.0,117991.0,128430.0,139704.0,151880.0,165030.0,179232.0,194571.0,102594.0,102594.0,102594.0,111802.0,120465.0,130615.0,140609.0,152858.0,166087.0,180374.0,97823.0,95646.0,100661.0,109714.0,119491.0,130050.0,141454.0,153770.0,108243.0,117902.0,128334.0,86113.0,87287.0,48409.0,151123.0,118326.0,120326.0,130952.0,142428.0,154822.0,168208.0,182665.0,198278.0,215140.0,233351.0,115461.0,115461.0,119866.0,127980.0,136704.0,148640.0,161531.0,175453.0,189826.0,206012.0,113897.0,113897.0,114491.0,123630.0,131907.0,142143.0,140769.0,149923.0,101985.0,103562.0,79272.0,84777.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
timestamp,1546010502,1546010503,1546010504,1546010505,1546010506,1546010507,1546010508,1546010509,1546010510,1546010511,1546010512,1546010513,1546010514,1546010515,1546010516,1546010517,1546010518,1546010519,1546010520,1546010521,1546010522,1546010523,1546010524,1546010525,1546010526,1546010527,1546010528,1546010529,1546010530,1546010531,1546010532,1546010533,1546010534,1546010502,1546010503,1546010504,1546010505,1546010506,1546010507,1546010508,1546010509,1546010510,1546010511,1546010512,1546010513,1546010514,1546010515,1546010516,1546010517,1546010518,1546010519,1546010520,1546010521,1546010522,1546010523,1546010524,1546010525,1546010526,1546010527,1546010528,1546010529,1546010530,1546010531,1546010532,1546010533,1546010534
audio_bitsReceivedPerSecond,149845.14721919302,218952.0,197088.0,140928.0,159008.0,174624.0,196971.02897102898,199064.0,234352.0,225376.0,181778.22177822178,176544.54454454454,234549.45054945056,135039.03903903905,146653.34665334664,160272.0,176400.4004004004,181336.0,211884.1158841159,194456.0,183769.61271102284,170008.03212851405,239616.38361638362,117282.4120603015,120559.44055944055,147571.57157157158,142833.16683316682,194698.6986986987,156096.0,192280.0,130077.92207792208,126302.3023023023,98933.06693306693,0.0,125283.1541218638,123710.67738231918,136672.0,149232.0,179200.0,183448.0,194584.0,209072.0,127664.0,214924.90118577075,130712.55060728746,117832.0,130621.37862137862,147864.0,163600.0,180648.0,180296.0,192272.0,130360.0,208216.0,118936.0,120416.0,123464.0,144400.0,166176.0,166952.0,192416.0,149394.6053946054,143583.5835835836,149008.0,110072.0,94400.0
audio_bitsSentPerSecond,149635.76881134132,133496.0,125424.0,144680.0,160112.0,180392.0,194701.2987012987,206560.0,212096.0,199712.0,146509.4905094905,131187.1871871872,124491.50849150849,137745.74574574575,152495.5044955045,172504.0,187435.43543543544,191376.0,196755.24475524476,199792.0,136127.1102284012,127485.9437751004,121110.88911088911,137543.7185929648,148939.06093906093,171267.26726726728,194973.02697302698,177449.44944944946,147776.0,151144.0,147804.1958041958,117341.34134134134,89862.13786213787,0.0,208100.35842293905,158163.0309988519,147352.0,162464.0,178376.0,203256.0,206216.0,236584.0,232784.0,233051.38339920947,242971.65991902835,146968.0,142281.7182817183,150304.0,162360.0,184312.0,182520.0,218920.0,209504.0,221632.0,233536.0,163656.0,123840.0,142472.0,158712.0,175240.0,171992.0,191168.83116883118,187227.22722722724,135504.0,120928.0,108240.0
audio_packetsSentPerSecond,116.68484187568157,107.0,127.0,128.0,129.0,131.0,131.86813186813185,136.0,134.0,132.0,105.89410589410589,107.10710710710711,127.87212787212788,129.12912912912913,126.87312687312688,128.0,131.13113113113113,133.0,133.86613386613388,131.0,100.29791459781529,103.4136546184739,124.87512487512487,126.63316582914572,124.87512487512487,126.12612612612612,126.87312687312688,126.12612612612612,127.0,127.0,105.89410589410589,94.09409409409409,93.9060939060939,0.0,114.69534050179212,126.29161882893226,131.0,129.0,133.0,133.0,136.0,140.0,136.0,136.36363636363637,121.4574898785425,117.0,133.86613386613388,126.0,130.0,131.0,133.0,138.0,132.0,137.0,125.0,113.0,110.0,137.0,131.0,129.0,125.0,130.86913086913086,128.12812812812814,125.0,96.0,88.0
audio_googLocalAddress,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.92.114:57497,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890,35.204.47.190:39890
audio_googRemoteAddress,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000
audio_googRtt,125.0,97.0,97.0,97.0,76.0,76.0,60.0,60.0,60.0,144.0,144.0,111.0,111.0,111.0,163.0,163.0,126.0,126.0,126.0,191.0,191.0,147.0,147.0,147.0,114.0,114.0,114.0,136.0,136.0,106.0,106.0,106.0,126.0,393.0,393.0,307.0,307.0,307.0,234.0,234.0,179.0,179.0,179.0,138.0,138.0,119.0,119.0,119.0,93.0,93.0,73.0,73.0,73.0,59.0,59.0,84.0,84.0,84.0,66.0,66.0,53.0,53.0,53.0,43.0,43.0,36.0
audio_send_bitsSentPerSecond,16750.272628135222,16720.0,16720.0,15768.0,16656.0,16096.0,15896.103896103896,16896.0,15992.0,15872.0,15128.87112887113,16728.72872872873,16047.952047952049,15935.935935935935,16687.312687312686,16496.0,16240.24024024024,15704.0,14241.758241758242,15192.0,15292.949354518372,16674.698795180724,16543.456543456545,16160.804020100502,16703.296703296703,15991.991991991992,16703.296703296703,16656.656656656658,15784.0,16528.0,16215.784215784215,16568.568568568568,15512.487512487513,0.0,18702.508960573476,12904.707233065443,16720.0,16704.0,15432.0,15864.0,15608.0,15784.0,16720.0,16703.557312252964,15927.125506072874,16064.0,16775.224775224775,16176.0,16224.0,16096.0,15248.0,16680.0,15888.0,16672.0,16336.0,16240.0,16096.0,14728.0,15880.0,16360.0,15328.0,16407.59240759241,15903.903903903903,15680.0,16464.0,16592.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,50.163576881134134,50.0,50.0,50.0,50.0,50.0,48.95104895104895,51.0,50.0,50.0,49.95004995004995,50.050050050050054,49.95004995004995,50.050050050050054,49.95004995004995,50.0,49.049049049049046,51.0,49.95004995004995,50.0,49.65243296921549,50.200803212851405,49.95004995004995,50.25125628140704,49.95004995004995,50.050050050050054,49.95004995004995,50.050050050050054,50.0,50.0,49.95004995004995,50.050050050050054,49.95004995004995,0.0,50.17921146953405,49.36854190585534,50.0,50.0,50.0,50.0,51.0,49.0,50.0,50.39525691699605,49.59514170040486,50.0,50.94905094905095,49.0,51.0,50.0,50.0,50.0,49.0,50.0,50.0,51.0,50.0,50.0,50.0,49.0,50.0,49.95004995004995,51.051051051051054,49.0,50.0,50.0
audio_send_googJitterReceived,94.0,104.0,104.0,104.0,104.0,104.0,104.0,102.0,102.0,102.0,102.0,102.0,102.0,95.0,95.0,95.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,104.0,104.0,104.0,84.0,84.0,84.0,98.0,98.0,98.0,98.0,98.0,115.0,115.0,115.0,115.0,115.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,107.0,107.0,107.0,112.0,112.0,112.0,112.0,112.0,112.0,105.0,105.0
