bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,300000.0,1777416.0,1854261.0,2005058.0,2165452.0,2330412.0,2517845.0,2720273.0,2937874.0,3173904.0,3428816.0,3681343.0,3781679.0,3960086.0,4019129.0,4036360.0,4085486.0,4085486.0,4085486.0,4085486.0,4085486.0,4085486.0,4085486.0,4085486.0,4133240.0,4133240.0,4133240.0,4133240.0,4133240.0,4133240.0,4133240.0,4133240.0,4133240.0,4133240.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4175453.0,4177450.0,4177450.0,4177450.0,4177450.0,4204553.0,4204553.0,4204553.0,4204553.0,4204553.0,4204553.0,4204553.0,4204553.0,4204553.0,4204553.0,4230449.0,4230449.0,4230449.0,4230449.0,4230449.0,4230449.0,4230449.0,4230449.0,4230449.0,4230449.0,4230449.0,4247086.0,4264387.0,4264387.0,4264387.0,4264387.0,4264387.0,4264387.0,4264387.0,4264387.0,4264387.0,300000.0,300000.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541192823,1541192824,1541192825,1541192826,1541192827,1541192828,1541192829,1541192830,1541192831,1541192832,1541192833,1541192834,1541192835,1541192836,1541192837,1541192838,1541192839,1541192840,1541192841,1541192842,1541192843,1541192844,1541192845,1541192846,1541192847,1541192848,1541192849,1541192850,1541192851,1541192852,1541192853,1541192854,1541192855,1541192856,1541192857,1541192858,1541192859,1541192860,1541192861,1541192862,1541192863,1541192864,1541192865,1541192866,1541192867,1541192868,1541192869,1541192870,1541192871,1541192872,1541192873,1541192874,1541192875,1541192876,1541192877,1541192878,1541192879,1541192880,1541192881,1541192882,1541192883,1541192884,1541192885,1541192886,1541192887,1541192888,1541192889,1541192890,1541192891,1541192892,1541192893,1541192894,1541192895,1541192896,1541192897,1541192898,1541192899,1541192900,1541192901,1541192902,1541192903,1541192904,1541192905,1541192906,1541192907,1541192908,1541192909,1541192910,1541192911,1541192912,1541192913,1541192914,1541192915,1541192916,1541192917,1541192918,1541192919,1541192920,1541192921,1541192825,1541192826,1541192827,1541192828,1541192829,1541192830,1541192831,1541192832,1541192833,1541192834,1541192835,1541192836,1541192837,1541192838,1541192839,1541192840,1541192841,1541192842,1541192843,1541192844,1541192845,1541192846,1541192847,1541192848,1541192849,1541192850,1541192851,1541192852,1541192853,1541192854,1541192855,1541192856,1541192857,1541192858,1541192859,1541192860,1541192861,1541192862,1541192863,1541192864,1541192865,1541192866,1541192867,1541192868,1541192869,1541192870,1541192871,1541192872,1541192873,1541192874,1541192875,1541192876,1541192877,1541192878,1541192879,1541192880,1541192881,1541192882,1541192883,1541192884,1541192885,1541192886,1541192887,1541192888,1541192889,1541192890,1541192891,1541192892,1541192893,1541192894,1541192895,1541192896,1541192897,1541192898,1541192899,1541192900,1541192901,1541192902,1541192903,1541192904,1541192905,1541192906,1541192907,1541192908,1541192909,1541192910,1541192911,1541192912,1541192913,1541192914,1541192915,1541192916,1541192917,1541192918,1541192919,1541192920,1541192921
audio_bitsReceivedPerSecond,-1,-1,-1,-1,0.0,2280176.1761761764,2489288.0,2510000.0,2694929.070929071,2757208.0,2588324.3243243243,2683796.2037962037,2587219.2192192194,2671744.2557442556,2573333.3333333335,2607928.071928072,2572840.0,2671448.0,2613800.0,2499443.4434434436,2532800.0,2691824.0,2677906.093906094,2630198.1981981983,2594384.0,2628472.0,2482005.994005994,2422632.0,2020300.3003003004,2179012.987012987,2097992.0,2147275.275275275,2123500.4995004996,2083328.0,1984888.0,2156184.0,2103095.095095095,2110641.3586413586,2093797.7977977977,2124179.82017982,1998488.0,2151960.0,2082872.0,2051760.0,2050274.2742742742,2166721.2787212785,2079200.0,2086840.0,2109309.3093093093,2070168.0,2084448.0,2082541.4585414585,2099403.4034034032,2093448.0,2021576.0,2166920.0,2077570.4295704295,2074842.842842843,2141040.0,2053720.0,2061320.0,2093554.4455544455,2079455.4554554555,2072688.0,2066552.0,2168648.0,2052144.0,2071728.0,2125440.0,2094310.3103103102,2081678.3216783216,2128064.0,2138616.0,2089262.7372627372,2067819.8198198199,2170256.0,2104784.0,2247824.0,2049624.0,2074384.0,2052088.0,2140704.0,2125144.0,2103928.071928072,2000808.0,2225073.0730730733,2092048.0,2117456.0,2168000.0,2077432.0,2097672.0,2129944.0,2109216.0,2105496.0,2062600.0,2167560.0,2102776.0,2118112.0,2157704.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_bitsSentPerSecond,-1,-1,-1,-1,0.0,1431815.8158158157,1828400.0,1896368.0,2256639.3606393607,2461832.0,2598822.8228228227,2563916.083916084,2546418.4184184186,2643124.875124875,2640096.096096096,2578877.122877123,2637496.0,2572176.0,2588840.0,2655199.199199199,2514664.0,2592608.0,2682957.042957043,2533661.6616616617,2635872.0,2557400.0,2645426.5734265735,2641376.0,2554058.058058058,2650357.6423576423,2585416.0,2637437.4374374375,2545942.057942058,2613616.0,2629608.0,2552416.0,2640104.104104104,2583272.727272727,2664808.8088088087,2433934.0659340657,1985328.0,2083880.0,2142456.0,2085224.0,2091923.9239239239,2006409.5904095904,2089144.0,2068792.0,2137233.2332332334,2113808.0,2112472.0,2038889.110889111,2106778.778778779,2071000.0,2078904.0,2040344.0,2093690.3096903097,2088720.7207207207,2108784.0,1996456.0,2152816.0,2510241.758241758,2626826.8268268267,2676928.0,2650008.0,2585912.0,2657304.0,2593840.0,2619400.0,2654038.038038038,2594493.5064935065,2614592.0,2523192.0,2571492.5074925073,2545433.4334334335,2615440.0,2725960.0,2628216.0,2572552.0,2640896.0,2659480.0,2599856.0,2606280.0,2595364.6353646354,2593328.0,2555051.051051051,2657424.0,2549576.0,2637304.0,2644448.0,2571472.0,2550912.0,2668496.0,2568240.0,2594464.0,2524016.0,2669712.0,2529136.0,2692080.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_packetsSentPerSecond,-1,-1,-1,-1,0.0,255.25525525525526,296.0,303.0,341.65834165834167,364.0,381.3813813813814,379.6203796203796,376.37637637637636,382.61738261738265,387.3873873873874,377.6223776223776,388.0,377.0,384.0,389.3893893893894,372.0,382.0,387.61238761238764,371.37137137137137,384.0,376.0,386.61338661338664,384.0,377.3773773773774,383.61638361638364,385.0,386.3863863863864,377.6223776223776,385.0,383.0,374.0,387.3873873873874,383.61638361638364,391.3913913913914,358.64135864135864,316.0,324.0,329.0,321.0,326.32632632632635,312.68731268731267,327.0,323.0,329.3293293293293,329.0,325.0,325.6743256743257,324.3243243243243,325.0,323.0,322.0,329.6703296703297,323.32332332332334,334.0,317.0,330.0,371.6283716283716,386.3863863863864,388.0,387.0,376.0,388.0,387.0,386.0,386.3863863863864,382.61738261738265,387.0,370.0,377.6223776223776,372.37237237237235,383.0,399.0,386.0,373.0,386.0,388.0,382.0,387.0,379.6203796203796,377.0,376.37637637637636,386.0,375.0,388.0,382.0,380.0,373.0,393.0,377.0,378.0,373.0,387.0,375.0,393.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_googLocalAddress,-1,-1,-1,-1,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,10.164.0.9:40986,-1,10.164.0.8:40115,10.164.0.8:40115,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:64864,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,10.164.0.8:40115,10.164.0.8:40115,18.195.93.116:64864,18.195.93.116:64864,18.195.93.116:64864,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160
audio_googRemoteAddress,-1,-1,-1,-1,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,-1,10.164.0.9:40986,10.164.0.9:48075,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,10.164.0.9:48075,10.164.0.9:48075,10.164.0.9:48075,10.164.0.9:48075,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,10.164.0.9:48075,10.164.0.9:48075,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935
audio_googRtt,-1,-1,-1,-1,12.0,9.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,-1,2.0,1.0,36.0,35.0,35.0,30.0,1.0,1.0,1.0,1.0,35.0,35.0,35.0,1.0,1.0,33.0,33.0,33.0,34.0,34.0,34.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,30.0,30.0,30.0,33.0,33.0,32.0,32.0,32.0,33.0,33.0,37.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,34.0,34.0
