bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,5886272.0,5886272.0,5886272.0,5886272.0,5886272.0,5886272.0,5886272.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,3.0,3.0,3.0,0.0
timestamp,1541204903,1541204904,1541204905,1541204906,1541204907,1541204908,1541204909
audio_bitsReceivedPerSecond,0.0,1120912.2807017544,977658.7677725118,1022569.4305694306,1021357.3573573574,1087920.0,981880.0
audio_bitsSentPerSecond,0.0,1770687.7192982456,1617402.8436018957,1515356.6433566434,1604492.4924924925,1588992.0,1667056.0
audio_packetsSentPerSecond,0.0,353.50877192982455,341.23222748815164,326.6733266733267,337.3373373373373,338.0,344.0
audio_googLocalAddress,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,17.0,16.0,16.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,0.0,24933.333333333332,25080.568720379146,24895.104895104894,24400.400400400402,24632.0,24216.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.0,49.76303317535545,49.95004995004995,50.050050050050054,50.0,50.0
audio_send_googJitterReceived,2.0,2.0,2.0,2.0,2.0,2.0,2.0
audio_send_googRtt,31.0,31.0,31.0,31.0,31.0,31.0,31.0
video_send_bitsSentPerSecond,0.0,1722287.7192982456,1571658.7677725118,1480671.3286713287,1546914.9149149149,1539744.0,1627696.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,274.56140350877195,263.0331753554502,252.74725274725276,256.2562562562563,255.0,270.0
video_send_googEncodeUsagePercent,103.0,64.0,64.0,57.0,54.0,52.0,50.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,57.0,60.0,60.0,60.0,60.0,61.0,60.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_send_googRtt,17.0,17.0,16.0,16.0,16.0,16.0,15.0
audio_recv_bitsReceivedPerSecond,0.0,6449.122807017544,9450.236966824645,7992.007992007992,8008.008008008008,8000.0,8000.0
audio_recv_packetsReceivedPerSecond,0.0,7.017543859649122,9.47867298578199,7.992007992007992,8.008008008008009,8.0,8.0
audio_recv_googCurrentDelayMs,25.0,30.0,35.0,26.0,34.0,39.0,33.0
audio_recv_googJitterBufferMs,3.0,9.0,12.0,2.0,6.0,9.0,2.0
audio_recv_googJitterReceived,110.0,110.0,110.0,110.0,98.0,98.0,98.0
audio_recv_googPreferredJitterBufferMs,440.0,440.0,440.0,440.0,440.0,440.0,440.0
video_recv_bitsReceivedPerSecond,0.0,1093670.1754385964,942644.5497630332,993534.4655344655,989573.5735735736,1058296.0,951120.0
video_recv_packetsReceivedPerSecond,0.0,142.98245614035088,123.22274881516587,130.86913086913086,132.13213213213214,140.0,121.0
video_recv_googCurrentDelayMs,57.0,57.0,57.0,57.0,56.0,56.0,55.0
video_recv_googDecodeMs,3.0,3.0,2.0,2.0,3.0,3.0,2.0
video_recv_googFrameHeightReceived,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_recv_googFrameRateOutput,60.0,60.0,60.0,60.0,61.0,60.0,60.0
video_recv_googFrameRateReceived,60.0,61.0,60.0,60.0,60.0,60.0,60.0
video_recv_googFrameWidthReceived,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_recv_googInterframeDelayMax,28.0,19.0,21.0,18.0,18.0,18.0,19.0
video_recv_googJitterBufferMs,36.0,37.0,37.0,37.0,37.0,37.0,37.0
video_recv_googPlisSent,1.0,1.0,1.0,1.0,1.0,1.0,1.0
video_send_resolutionChangesSent,0,0,0,0,0,0,0
video_recv_resolutionChangesReceived,0,0,0,0,0,0,0
1_way_delay_audio_send,15.5,15.5,15.5,15.5,15.5,15.5,15.5
1_way_delay_video_send,8.5,8.5,8.0,8.0,8.0,8.0,7.5
ear_ear_delay_audio_send,338.5,338.5,338.5,75.5,80.5,182.5,296.5
audio_recv_kbitsReceivedPerSecond,0,6,9,7,7,7,7
video_recv_kbitsReceivedPerSecond,0,1068,920,970,966,1033,928
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,68.344,68.344,68.344,92.388,92.268,89.248
kpi_audio_synchronization,3.518405571558912,3.518405571558912,3.518405571558912,4.393019717394496,4.390523592170177,4.320143538733056
eye_eye_delay_video_send,62.5,62.5,62.0,62.0,61.0,60.0,59.5
kpi_video_synchronization,5,5,5,5,5,5,5
av_delay_send,276.0,276.0,276.5,13.5,19.5,122.5,237.0
kpi_av_synchronization,1,1,1,5,5,1,1
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_fps_stability,5,5,5,5,5,5,5
kpi_q_audio,1,1,1,1,1,1,1
kpi_q_video,3.572857142857143,3.442857142857143,3.4892857142857143,3.48,3.545,3.4521428571428574
qoe_simple_normal,3.486410142871625,3.4647434762049585,3.4724815714430535,4.0125577463771664,4.0231137324633535
qoe_simple_smooth,3.748553000014482,3.705219666681149,3.7206958571573394,4.259224413043833,4.280613732463353
