bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,2448775.0,2467090.0,2476464.0,2476464.0,2476464.0,2476464.0,2489360.0,2489360.0,2489360.0,2489360.0,2489360.0,2489360.0,2489360.0,2489360.0,2489360.0,2489360.0,2495549.0,2495549.0,2495549.0,2495549.0,2495549.0,2495549.0,2495549.0,2495549.0,2495549.0,2133377.0,2159965.0,2183877.0,2210091.0,2238558.0,2253798.0,2269991.0,2269991.0,2269991.0,2278628.0,2292014.0,2292014.0,2292014.0,2306594.0,2311477.0,2323369.0,2335536.0,2335536.0,2335536.0,2346764.0,2351937.0,2351937.0,2351937.0,2356970.0,2356970.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,7.0,0.0,7.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,7.0,7.0,0.0,7.0
timestamp,1541190089,1541190090,1541190091,1541190092,1541190093,1541190094,1541190095,1541190096,1541190097,1541190098,1541190099,1541190100,1541190101,1541190102,1541190103,1541190104,1541190105,1541190106,1541190107,1541190108,1541190109,1541190110,1541190111,1541190112,1541190113,1541190089,1541190090,1541190091,1541190092,1541190093,1541190094,1541190095,1541190096,1541190097,1541190098,1541190099,1541190100,1541190101,1541190102,1541190103,1541190104,1541190105,1541190106,1541190107,1541190108,1541190109,1541190110,1541190111,1541190112,1541190113
audio_bitsReceivedPerSecond,0.0,1194696.4467005075,1074736.0,1091696.0,1072600.0,1107096.0,1023720.0,1040264.0,993088.0,975752.0,1004328.0,992888.0,942448.0,1020528.0,975976.0,1017456.0,993648.0,1014896.0,971152.0,941904.0,1014912.0,961112.0,928256.0,995976.0,963480.0,1106040.0,1122525.888324873,1013893.8938938939,1064032.0,1022185.8141858142,1076812.8128128129,988883.1168831169,997149.1491491492,949552.0,949856.0,1007848.1518481518,959648.0,943640.0,1017064.0,979152.0,1008744.7447447447,981186.8131868131,1004744.0,976768.7687687688,972888.0,1030016.0,987960.0,945408.0,1000343.6563436564,997717.7177177178
audio_bitsSentPerSecond,0.0,1799220.304568528,1652680.0,1555528.0,1660080.0,1611816.0,1559832.0,1601752.0,1441048.0,1443656.0,1547584.0,1497288.0,1473592.0,1444184.0,1585240.0,1511064.0,1518752.0,1595464.0,1442408.0,1450888.0,1543096.0,1526376.0,1493248.0,1452000.0,1572216.0,1784952.0,1720958.3756345178,1616648.6486486488,1669320.0,1679016.983016983,1532188.1881881882,1634493.5064935065,1476556.5565565566,1481168.0,1574320.0,1498093.9060939061,1471064.0,1474552.0,1541504.0,1534104.0,1479671.6716716716,1611996.003996004,1442560.0,1464280.2802802804,1563144.0,1510584.0,1443448.0,1481328.0,1532899.100899101,1538850.8508508508
audio_packetsSentPerSecond,0.0,357.3604060913706,342.0,335.0,345.0,342.0,336.0,341.0,321.0,322.0,333.0,328.0,324.0,323.0,331.0,332.0,324.0,338.0,327.0,325.0,333.0,335.0,328.0,321.0,330.0,354.0,349.23857868020303,335.33533533533534,344.0,343.65634365634367,332.3323323323323,341.65834165834167,322.32232232232235,336.0,332.0,330.6693306693307,329.0,327.0,326.0,326.0,326.32632632632635,338.6613386613387,326.0,331.33133133133134,330.0,332.0,326.0,324.0,328.6713286713287,330.33033033033036
audio_googLocalAddress,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.125.129:52717,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407,35.204.137.161:36407
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,25.0,24.0,24.0,24.0,22.0,22.0,20.0,20.0,20.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,23.0,23.0,22.0,22.0,22.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0
