bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,127497.0,128689.0,128689.0,130837.0,134693.0,138821.0,142821.0,147351.0,151351.0,155419.0,131101.0,134365.0,138441.0,142369.0,147330.0,151242.0,155254.0,159503.0,163498.0,136753.0,138908.0,143183.0,150045.0,157138.0,166365.0,178520.0,193802.0,135535.0,147378.0,132526.0,125373.0,136403.0,148315.0,161180.0,175074.0,190080.0,133931.0,145645.0,158297.0,171961.0,138405.0,143854.0,156362.0,169871.0,164239.0,178378.0,193648.0,146039.0,158722.0,152165.0,139297.0,143342.0,155809.0,169274.0,183816.0,135894.0,146869.0,159619.0,173389.0,141618.0,134772.0,146554.0,158335.0,172002.0,186762.0,144536.0,157099.0,170667.0,185320.0,144981.0,127942.0,136669.0,148603.0,161491.0,174165.0,189098.0,205226.0,151870.0,146775.0,141618.0,126482.0,127686.0,137257.0,148310.0,160505.0,172644.0,145111.0,155299.0,168723.0,142682.0,155097.0,168505.0,182985.0,144067.0,145617.0,150598.0,163646.0,177002.0,192162.0,135045.0,136345.0,137727.0,149745.0,162725.0,175915.0,190988.0,143197.0,155653.0,168254.0,137181.0,149155.0,162087.0,176054.0,140933.0,144296.0,151580.0,163783.0,177886.0,193117.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1546024720,1546024721,1546024722,1546024723,1546024724,1546024725,1546024726,1546024727,1546024728,1546024729,1546024730,1546024731,1546024732,1546024733,1546024734,1546024735,1546024736,1546024737,1546024738,1546024739,1546024740,1546024741,1546024742,1546024743,1546024744,1546024745,1546024746,1546024747,1546024748,1546024749,1546024750,1546024751,1546024752,1546024753,1546024754,1546024755,1546024756,1546024757,1546024758,1546024759,1546024760,1546024761,1546024762,1546024763,1546024764,1546024765,1546024766,1546024767,1546024768,1546024769,1546024770,1546024771,1546024772,1546024773,1546024774,1546024775,1546024776,1546024777,1546024778,1546024779,1546024780,1546024781,1546024782,1546024783,1546024784,1546024785,1546024786,1546024787,1546024788,1546024789,1546024790,1546024791,1546024792,1546024793,1546024794,1546024795,1546024796,1546024797,1546024798,1546024799,1546024800,1546024801,1546024802,1546024803,1546024804,1546024805,1546024806,1546024807,1546024808,1546024809,1546024810,1546024811,1546024812,1546024813,1546024814,1546024815,1546024816,1546024817,1546024818,1546024819,1546024820,1546024821,1546024822,1546024823,1546024824,1546024825,1546024826,1546024827,1546024828,1546024829,1546024830,1546024831,1546024832,1546024833,1546024834,1546024835,1546024836,1546024837,1546024838
audio_bitsReceivedPerSecond,0.0,191138.2405745063,185871.34502923978,174576.0,181400.0,163192.0,148248.0,98920.0,121504.0,78488.0,148944.0,188272.0,158922.15568862276,240216.43286573148,205192.0,255248.0,193544.0,198616.0,241536.0,349984.0,213400.0,196888.0,188568.0,209792.0,220504.0,229296.0,234528.0,264400.0,257240.0,311656.0,288912.0,265512.0,244576.0,299232.0,290216.0,287096.0,288744.0,313176.0,333224.0,317472.0,333040.0,318928.0,297632.0,267344.0,351328.0,294192.0,276016.0,284816.0,315040.0,296296.0,328328.0,325704.0,248328.0,352016.0,293264.0,295832.0,284600.0,304744.0,312864.0,310600.0,315488.0,301704.0,289800.0,355936.0,327832.0,319240.0,323880.0,358936.0,300904.0,350784.0,359376.0,299616.0,286760.0,309496.0,300456.0,314872.0,324240.0,336744.0,287048.0,338528.0,286304.0,263488.0,254944.0,294376.0,293928.0,300152.0,298680.0,310832.0,323256.0,300672.0,349256.0,315024.0,283752.0,359960.0,339096.0,294280.0,285688.0,332672.0,335816.0,332504.0,345688.0,334984.0,265592.0,353888.0,324232.0,301184.0,289184.0,303640.0,319624.0,320152.0,324776.0,331072.0,273840.0,374520.0,309208.0,290568.0,289952.0,328040.0,321344.0
audio_bitsSentPerSecond,0.0,173759.42549371635,159466.66666666666,186216.0,166952.0,164680.0,169976.0,182000.0,193792.0,185544.0,205176.0,178744.0,161908.18363273452,196096.19238476953,178488.0,177800.0,187592.0,195568.0,213168.0,191072.0,197416.0,179800.0,170776.0,207416.0,191024.0,200064.0,210024.0,191192.0,214056.0,183632.0,191720.0,171640.0,166576.0,204352.0,194304.0,212816.0,206408.0,179888.0,200344.0,192400.0,222328.0,188944.0,175800.0,215032.0,192944.0,199136.0,205696.0,199488.0,217056.0,192976.0,210864.0,188888.0,176568.0,214952.0,205384.0,204208.0,175696.0,190032.0,206648.0,189288.0,204568.0,180144.0,174920.0,213064.0,205288.0,207408.0,183496.0,200496.0,212584.0,198128.0,205560.0,168296.0,166712.0,198528.0,195928.0,206376.0,210112.0,213992.0,216800.0,197968.0,203048.0,165728.0,159640.0,184816.0,185264.0,192672.0,204496.0,187456.0,202600.0,196624.0,199008.0,192392.0,202168.0,231368.0,196168.0,176728.0,183760.0,212368.0,216960.0,209768.0,198840.0,172648.0,171888.0,202064.0,203168.0,207752.0,190480.0,204872.0,205632.0,200704.0,195384.0,184480.0,196704.0,226184.0,199368.0,177440.0,182928.0,214952.0,208672.0
audio_packetsSentPerSecond,0.0,122.9802513464991,125.14619883040936,124.0,124.0,131.0,123.0,124.0,125.0,129.0,130.0,128.0,123.75249500998004,131.2625250501002,131.0,131.0,128.0,131.0,133.0,145.0,132.0,130.0,127.0,132.0,129.0,134.0,134.0,130.0,130.0,136.0,130.0,128.0,132.0,131.0,132.0,132.0,138.0,130.0,128.0,139.0,134.0,131.0,129.0,136.0,130.0,134.0,127.0,134.0,130.0,140.0,131.0,131.0,131.0,134.0,132.0,130.0,128.0,131.0,133.0,136.0,133.0,132.0,127.0,133.0,132.0,131.0,130.0,134.0,132.0,138.0,130.0,130.0,130.0,130.0,133.0,134.0,132.0,134.0,128.0,136.0,134.0,127.0,128.0,129.0,130.0,134.0,133.0,130.0,130.0,138.0,131.0,131.0,133.0,135.0,129.0,129.0,131.0,135.0,132.0,136.0,128.0,128.0,127.0,136.0,132.0,135.0,129.0,134.0,129.0,138.0,131.0,130.0,132.0,134.0,127.0,132.0,129.0,135.0,131.0
audio_googLocalAddress,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995,35.204.92.114:38995
audio_googRemoteAddress,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000
audio_googRtt,1064.0,889.0,889.0,673.0,673.0,508.0,508.0,508.0,384.0,384.0,296.0,296.0,296.0,225.0,225.0,172.0,172.0,172.0,132.0,132.0,109.0,109.0,109.0,85.0,85.0,67.0,67.0,67.0,53.0,53.0,47.0,47.0,47.0,38.0,38.0,32.0,32.0,32.0,27.0,27.0,49.0,49.0,49.0,40.0,40.0,33.0,33.0,33.0,28.0,28.0,43.0,43.0,43.0,36.0,36.0,42.0,42.0,42.0,35.0,35.0,42.0,42.0,42.0,35.0,35.0,39.0,39.0,39.0,32.0,32.0,51.0,51.0,51.0,41.0,41.0,34.0,34.0,34.0,35.0,35.0,66.0,66.0,66.0,53.0,53.0,43.0,43.0,43.0,35.0,35.0,30.0,30.0,30.0,26.0,26.0,23.0,23.0,23.0,20.0,20.0,47.0,47.0,47.0,39.0,39.0,32.0,32.0,32.0,27.0,27.0,23.0,23.0,23.0,20.0,20.0,18.0,18.0,18.0,17.0
