bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,282348.0,78533.0,78533.0,78533.0,79533.0,80533.0,85533.0,93376.0,101846.0,109734.0,119513.0,130074.0,106630.0,107208.0,113446.0,122677.0,133491.0,145170.0,104500.0,113860.0,123969.0,134887.0,101142.0,92852.0,99396.0,63127.0,65097.0,71305.0,77881.0,85111.0,92506.0,99435.0,81363.0,88872.0,96982.0,61255.0,67155.0,73527.0,79843.0,87230.0,95208.0,103825.0,113131.0,123181.0,134035.0,76072.0,83158.0,90811.0,99076.0,108002.0,117642.0,128053.0,139297.0,151441.0,164556.0,84992.0,88901.0,97013.0,105774.0,114086.0,124213.0,135150.0,85870.0,93740.0,102239.0,110692.0,120547.0,131191.0,142686.0,155101.0
bweforvideo-googBucketDelay,0.0,0.0,52.0,2.0,0.0,90.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1544719125,1544719126,1544719127,1544719128,1544719129,1544719130,1544719131,1544719132,1544719133,1544719134,1544719135,1544719136,1544719137,1544719138,1544719139,1544719140,1544719141,1544719142,1544719143,1544719144,1544719145,1544719146,1544719147,1544719148,1544719149,1544719150,1544719151,1544719152,1544719153,1544719154,1544719155,1544719156,1544719157,1544719158,1544719159,1544719160,1544719161,1544719162,1544719163,1544719164,1544719165,1544719166,1544719167,1544719168,1544719169,1544719170,1544719171,1544719172,1544719173,1544719174,1544719175,1544719176,1544719177,1544719178,1544719179,1544719180,1544719181,1544719182,1544719183,1544719184,1544719185,1544719186,1544719187,1544719188,1544719189,1544719190,1544719191,1544719192,1544719193,1544719194,1544719195,1544719196,1544719197
audio_bitsReceivedPerSecond,-1,-1,0.0,267183.89752973465,262060.60606060605,249979.2960662526,243355.35535535536,294465.53446553444,294320.0,313816.0,215848.15184815184,294304.0,295039.03903903905,238313.6863136863,237317.31731731733,249897.8978978979,264967.032967033,266944.0,232720.0,246248.0,242544.0,268048.0,258589.4105894106,286022.02202202205,257894.1058941059,278773.5470941884,235232.0,252595.4045954046,172912.0,176176.0,151560.0,158096.0,156808.0,136016.0,151888.0,152712.0,171200.0,139544.0,143664.0,159664.0,170552.0,175176.82317682318,189256.0,167511.51151151152,226520.0,197080.0,195368.0,193728.0,218304.0,222344.0,222320.0,225064.0,260376.0,295368.0,278315.369261477,335783.3500501505,330997.002997003,285392.0,272016.0,280416.0,277792.0,216984.0,229312.0,251232.0,250504.0,264448.44844844844,275500.4995004995,205658.34165834167,218562.56256256255,223816.0,240791.2087912088,245893.8938938939,266994.994994995
audio_bitsSentPerSecond,-1,-1,0.0,418832.57090576395,240259.74025974027,93109.73084886129,94854.85485485486,155716.2837162837,96024.0,122400.0,127248.75124875124,125208.0,148932.93293293292,149986.01398601398,154394.3943943944,170186.18618618618,153926.07392607394,187352.0,148168.0,151320.0,180336.0,151752.0,191344.65534465536,150638.63863863863,179844.15584415584,180833.66733466933,143800.0,181402.5974025974,135272.0,114688.0,129944.0,122784.0,137072.0,133048.0,125352.0,133440.0,121944.0,121776.0,115808.0,106000.0,115024.0,108027.97202797203,120632.0,120840.84084084084,127136.0,143400.0,146776.0,162280.0,146544.0,133224.0,156984.0,147680.0,161104.0,168488.0,170506.9860279441,192144.4332998997,198569.43056943058,191832.0,164112.0,150952.0,165648.0,149008.0,148368.0,150616.0,164304.0,189005.00500500502,137470.52947052947,131812.18781218783,148188.1881881882,157920.0,171060.93906093907,171955.95595595596,200784.78478478477
audio_packetsSentPerSecond,-1,-1,0.0,120.76852698993595,100.64935064935065,64.18219461697723,68.06806806806807,76.92307692307692,69.0,76.0,74.92507492507492,76.0,80.08008008008008,84.91508491508492,82.08208208208208,85.08508508508508,84.91508491508492,86.0,90.0,94.0,97.0,92.0,97.9020979020979,103.10310310310311,115.88411588411589,108.21643286573146,91.0,112.88711288711289,121.0,118.0,120.0,119.0,122.0,120.0,121.0,121.0,121.0,120.0,119.0,117.0,119.0,117.88211788211788,122.0,119.11911911911912,121.0,123.0,124.0,123.0,122.0,119.0,121.0,121.0,121.0,123.0,123.75249500998004,124.37311935807422,125.87412587412588,124.0,126.0,120.0,121.0,121.0,123.0,122.0,125.0,122.12212212212212,118.88111888111888,123.87612387612387,123.12312312312312,122.0,123.87612387612387,125.12512512512512,127.12712712712712
audio_googLocalAddress,-1,-1,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411,10.164.0.11:37411
audio_googRemoteAddress,-1,-1,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290,10.164.0.12:53290
audio_googRtt,-1,-1,200.0,200.0,200.0,586.0,906.0,1109.0,986.0,986.0,986.0,787.0,787.0,590.0,590.0,449.0,449.0,449.0,337.0,337.0,253.0,253.0,253.0,190.0,190.0,190.0,222.0,222.0,224.0,224.0,224.0,228.0,228.0,171.0,171.0,151.0,151.0,151.0,164.0,164.0,123.0,123.0,123.0,92.0,92.0,69.0,69.0,69.0,105.0,105.0,79.0,79.0,79.0,59.0,59.0,57.0,57.0,57.0,100.0,100.0,75.0,75.0,75.0,56.0,56.0,70.0,70.0,70.0,52.0,52.0,39.0,39.0,39.0
