bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,140793.0,103955.0,103955.0,112872.0,121937.0,132302.0,143886.0,156255.0,169755.0,112903.0,122935.0,133770.0,107522.0,117124.0,126864.0,138013.0,90728.0,91968.0,99687.0,108662.0,118355.0,127940.0,103552.0,112836.0,122863.0,133692.0,145387.0,105294.0,114718.0,124895.0,135887.0,80356.0,80356.0,87784.0,95807.0,104407.0,101652.0,110784.0,120647.0,102254.0,111434.0,121349.0,78251.0,85511.0,73444.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,67.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0
timestamp,1544719082,1544719083,1544719084,1544719085,1544719086,1544719087,1544719088,1544719089,1544719090,1544719091,1544719092,1544719093,1544719094,1544719095,1544719096,1544719097,1544719098,1544719099,1544719100,1544719101,1544719102,1544719103,1544719104,1544719105,1544719106,1544719107,1544719108,1544719109,1544719110,1544719111,1544719112,1544719113,1544719114,1544719115,1544719116,1544719117,1544719118,1544719119,1544719120,1544719121,1544719122,1544719123,1544719124,1544719125,1544719126
audio_bitsReceivedPerSecond,139008.0,117272.0,112920.0,82952.0,85994.00599400599,98888.0,149733.73373373374,138085.9140859141,151935.93593593594,155964.03596403595,153912.0,191559.55955955957,149928.0,192928.0,143792.0,149928.0,152935.06493506493,172564.56456456456,177728.0,133792.0,150361.63836163835,170178.17817817818,154149.85014985016,112280.28028028028,146904.0,161712.0,186456.0,142488.0,174128.0,173968.0,139976.0,136112.0,203424.0,115268.73126873127,154472.0,133624.0,182670.67067067066,113406.59340659341,157245.24524524526,160615.38461538462,133437.43743743745,201200.0,148059.94005994007,116902.19560878244,153059.1775325978
audio_bitsSentPerSecond,214720.0,200312.0,176840.0,170128.0,164995.004995005,183056.0,190142.14214214214,202317.6823176823,224216.2162162162,216031.96803196802,146496.0,179755.75575575576,157616.0,188392.0,154472.0,176656.0,183832.16783216782,142686.68668668668,146544.0,153776.0,153950.04995004996,145401.4014014014,169374.62537462538,187723.72372372373,167624.0,195640.0,194192.0,195344.0,202944.0,193272.0,166448.0,195872.0,123472.0,145790.2097902098,141296.0,176232.0,152016.01601601602,141458.54145854147,186602.6026026026,184599.4005994006,145057.05705705707,151672.0,154589.4105894106,157948.10379241518,126884.65396188566
audio_packetsSentPerSecond,132.0,129.0,127.0,114.0,128.87112887112886,131.0,130.13013013013014,132.86713286713288,133.13313313313313,133.86613386613388,127.0,130.13013013013014,124.0,131.0,129.0,131.0,130.86913086913086,125.12512512512512,116.0,106.0,125.87412587412588,130.13013013013014,127.87212787212788,128.12812812812814,129.0,132.0,134.0,126.0,133.0,131.0,129.0,124.0,103.0,112.88711288711289,121.0,121.0,119.11911911911912,116.88311688311688,125.12512512512512,119.88011988011988,115.11511511511512,127.0,123.87612387612387,121.7564870259481,121.36409227683049
audio_googLocalAddress,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286,35.204.92.114:56286
audio_googRemoteAddress,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000
audio_googRtt,183.0,183.0,141.0,141.0,141.0,109.0,109.0,85.0,85.0,85.0,67.0,67.0,53.0,53.0,53.0,43.0,43.0,36.0,36.0,36.0,31.0,31.0,27.0,27.0,27.0,24.0,24.0,21.0,21.0,21.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,23.0,23.0,23.0
audio_send_bitsSentPerSecond,24488.0,24480.0,36856.0,40400.0,40359.64035964036,31640.0,38566.566566566566,40263.73626373626,34642.64264264264,24671.328671328672,18376.0,31607.607607607606,18384.0,38456.0,22672.0,16528.0,26501.498501498503,24096.096096096095,20360.0,38528.0,40359.64035964036,19107.107107107106,38489.51048951049,40440.44044044044,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,32672.0,39864.13586413587,40400.0,39680.0,25233.233233233233,34693.306693306695,39535.535535535535,40359.64035964036,40440.44044044044,36560.0,34573.42657342657,30970.05988023952,31245.737211634903
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,50.0,50.0,50.0,50.0,49.95004995004995,50.0,50.050050050050054,49.95004995004995,50.050050050050054,49.95004995004995,50.0,50.050050050050054,50.0,50.0,50.0,50.0,49.95004995004995,50.050050050050054,50.0,50.0,49.95004995004995,50.050050050050054,49.95004995004995,50.050050050050054,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.050050050050054,49.95004995004995,50.050050050050054,49.95004995004995,50.050050050050054,50.0,49.95004995004995,50.89820359281437,49.14744232698094
audio_send_googJitterReceived,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,13.0,50.0,50.0,50.0,59.0,59.0,59.0,59.0,59.0,59.0,20.0,20.0,20.0,20.0,20.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,16.0,16.0,16.0
audio_send_googRtt,31.0,31.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,31.0,31.0,31.0,31.0,178.0,178.0,178.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,52.0,52.0,52.0,52.0,31.0,31.0,31.0,47.0,47.0,47.0
