bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,301000.0,238765.0,218464.0,166685.0,169423.0,171910.0,172042.0,172042.0,174522.0,176478.0,157644.0,157644.0,99063.0,99063.0,105717.0,114279.0,77288.0,84471.0,92229.0,100607.0,69722.0,60501.0,57039.0,42947.0,45531.0,49535.0,53419.0,36495.0,36495.0,38895.0,43007.0,28093.0,31340.0,34847.0,38635.0,42726.0,47144.0,51916.0,57069.0,62635.0,68646.0,44831.0,46875.0,51197.0,56293.0,61796.0,67249.0,73629.0,80519.0,87961.0,95998.0,104678.0,114052.0,124176.0,135110.0,146919.0,159673.0,82063.0,85800.0,93664.0,101284.0,110387.0,120218.0,130835.0,142302.0,154686.0,168061.0,87736.0,90348.0,98576.0,107462.0,117059.0,127424.0,138618.0,150707.0,163764.0,176243.0,84330.0,84330.0,90413.0,97307.0,101932.0,106253.0,112592.0,121274.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1546010749,1546010750,1546010751,1546010752,1546010753,1546010754,1546010755,1546010756,1546010757,1546010758,1546010759,1546010760,1546010761,1546010762,1546010763,1546010764,1546010765,1546010766,1546010767,1546010768,1546010769,1546010770,1546010771,1546010772,1546010773,1546010774,1546010775,1546010776,1546010777,1546010778,1546010779,1546010780,1546010781,1546010782,1546010783,1546010784,1546010785,1546010786,1546010787,1546010788,1546010789,1546010790,1546010791,1546010792,1546010793,1546010794,1546010795,1546010796,1546010797,1546010798,1546010799,1546010800,1546010801,1546010802,1546010803,1546010804,1546010805,1546010806,1546010807,1546010808,1546010809,1546010810,1546010811,1546010812,1546010813,1546010814,1546010815,1546010816,1546010817,1546010818,1546010819,1546010820,1546010821,1546010822,1546010823,1546010824,1546010825,1546010826,1546010827,1546010828,1546010829,1546010830,1546010831,1546010832,1546010833,1546010834,1546010835,1546010836
audio_bitsReceivedPerSecond,-1,-1,-1,0.0,276932.64248704666,253547.09418837677,272828.1407035176,281974.02597402595,296096.0960960961,201982.01798201798,287023.02302302304,224136.0,241326.67332667334,269789.78978978976,249624.0,244718.5628742515,256024.0480961924,291876.12387612386,248048.04804804805,258632.0,273432.0,296768.0,258976.0,273056.0,221072.0,166600.0,195632.0,202328.0,164800.0,145024.0,152952.0,166352.0,175032.0,188832.0,162304.0,215536.0,142320.0,165224.0,182464.0,180944.0,194397.6023976024,179579.5795795796,196464.0,217880.0,156840.0,167824.0,168760.0,174056.0,189672.0,188552.0,203032.0,181832.0,202208.0,218104.0,153934.06593406593,168384.0,174510.5105105105,185760.0,203792.0,205106.8931068931,219467.46746746748,232528.0,249128.0,267520.0,208760.0,193632.0,239048.0,153616.0,185446.55344655344,162266.26626626626,167152.0,185184.0,202936.0,206128.0,199856.0,224240.0,231360.0,268883.1168831169,276004.004004004,270984.0,268547.4525474525,223823.82382382383,207656.0,279456.0,180792.0,179308.6913086913,183743.74374374375,196147.85214785216
audio_bitsSentPerSecond,-1,-1,-1,0.0,384008.2901554404,286076.1523046092,231702.51256281408,285402.5974025974,198518.5185185185,222097.9020979021,215959.95995995996,214592.0,287176.82317682315,214030.03003003003,197664.0,174211.57684630738,123414.82965931864,186045.95404595404,139067.06706706708,131272.0,113800.0,121592.0,167072.0,115968.0,94936.0,103016.0,95960.0,89936.0,92616.0,107208.0,103784.0,87136.0,84944.0,94296.0,63792.0,72896.0,76352.0,77288.0,63784.0,68528.0,77378.62137862138,84092.09209209209,81544.0,91440.0,89904.0,83720.0,86328.0,92160.0,90352.0,96408.0,96200.0,110600.0,111904.0,112424.0,123596.4035964036,140296.0,146370.37037037036,169688.0,159352.0,180083.9160839161,154186.18618618618,157064.0,148872.0,143320.0,162216.0,156544.0,163744.0,177672.0,172243.75624375624,186394.3943943944,159824.0,161144.0,152944.0,150632.0,169392.0,171824.0,188808.0,206161.83816183815,206742.74274274273,217464.0,189330.66933066933,156220.22022022022,139120.0,145792.0,159352.0,158929.07092907093,168168.16816816817,177958.04195804195
audio_packetsSentPerSecond,-1,-1,-1,0.0,120.20725388601036,110.22044088176352,97.48743718592965,105.89410589410589,97.09709709709709,92.9070929070929,95.09509509509509,98.0,110.8891108891109,113.11311311311312,108.0,98.80239520958084,79.15831663326654,98.9010989010989,94.09409409409409,95.0,87.0,87.0,115.0,117.0,118.0,116.0,101.0,95.0,83.0,104.0,101.0,75.0,78.0,97.0,70.0,72.0,73.0,75.0,80.0,80.0,74.92507492507492,76.07607607607608,80.0,95.0,118.0,116.0,103.0,110.0,103.0,112.0,118.0,118.0,119.0,123.0,120.87912087912088,123.0,122.12212212212212,126.0,122.0,126.87312687312688,123.12312312312312,122.0,120.0,120.0,121.0,122.0,126.0,126.0,124.87512487512487,126.12612612612612,125.0,120.0,121.0,123.0,122.0,122.0,125.0,127.87212787212788,126.12612612612612,127.0,124.87512487512487,114.11411411411412,120.0,122.0,122.0,122.87712287712287,122.12212212212212,123.87612387612387
audio_googLocalAddress,-1,-1,-1,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867,10.164.0.11:43867
audio_googRemoteAddress,-1,-1,-1,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730,10.164.0.12:51730
audio_googRtt,-1,-1,-1,101.0,101.0,412.0,651.0,817.0,817.0,816.0,816.0,612.0,612.0,499.0,499.0,499.0,374.0,374.0,280.0,280.0,280.0,210.0,210.0,210.0,278.0,278.0,314.0,314.0,235.0,235.0,235.0,176.0,176.0,132.0,132.0,132.0,99.0,99.0,74.0,74.0,74.0,55.0,55.0,41.0,41.0,41.0,31.0,31.0,23.0,23.0,23.0,17.0,17.0,12.0,12.0,12.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,38.0,38.0,28.0,28.0,28.0,21.0,21.0,16.0,16.0,16.0,12.0,12.0,18.0,18.0,18.0,27.0,27.0,39.0,39.0,39.0,29.0,29.0
