bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0,5819622.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541206385,1541206386,1541206387,1541206388,1541206389,1541206390,1541206391,1541206392,1541206393,1541206394,1541206395,1541206396,1541206397,1541206398,1541206399,1541206400,1541206401,1541206402,1541206403,1541206404,1541206405
audio_bitsReceivedPerSecond,0.0,1119294.1176470588,1059785.3107344634,1005145.8551941238,1067008.0,1031784.0,1077776.0,789434.5654345654,1259224.0,978912.0,977849.8498498498,1022025.974025974,975232.0,964544.0,1018312.0,969944.0,1028480.0,1001294.7052947053,1017881.8818818819,967200.0,968326.0437375746
audio_bitsSentPerSecond,0.0,1708247.3604826545,1546666.6666666667,1567840.5036726128,1587840.0,1700544.0,1495336.0,1622945.054945055,1490440.0,1417472.0,1581685.6856856856,1456351.6483516484,1418352.0,1498928.0,1485880.0,1590808.0,1383840.0,1568095.9040959042,1483035.035035035,1427640.0,1577749.5029821075
audio_packetsSentPerSecond,0.0,350.6787330316742,333.3333333333333,331.58447009443864,340.0,346.0,328.0,345.65434565434566,330.0,327.0,341.3413413413413,324.6753246753247,322.0,324.0,324.0,335.0,320.0,341.65834165834167,326.32632632632635,328.0,335.98409542743536
audio_googLocalAddress,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199,35.204.137.161:34199
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,0.0,15577.677224736048,18564.971751412428,16965.372507869884,16496.0,17280.0,16696.0,16631.36863136863,16584.0,16632.0,16704.704704704705,16655.344655344656,16024.0,16640.0,16568.0,16584.0,16552.0,16527.472527472528,16544.544544544544,16536.0,16604.37375745527
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.52790346907994,49.43502824858757,49.31794333683106,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.050050050050054,50.0,50.69582504970179
audio_send_googJitterReceived,111.0,111.0,111.0,111.0,96.0,96.0,96.0,96.0,96.0,98.0,98.0,98.0,98.0,98.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0
audio_send_googRtt,16.0,16.0,16.0,16.0,25.0,25.0,25.0,25.0,25.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
