bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0,5103727.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541192825,1541192826,1541192827,1541192828,1541192829,1541192830,1541192831,1541192832,1541192833,1541192834,1541192835,1541192836,1541192837,1541192838,1541192839,1541192840,1541192841,1541192842,1541192843,1541192844,1541192845,1541192846,1541192847,1541192848,1541192849,1541192850,1541192851,1541192852,1541192853,1541192854,1541192855,1541192856,1541192857,1541192858,1541192859,1541192860,1541192861,1541192862,1541192863,1541192864,1541192865,1541192866,1541192867,1541192868,1541192869,1541192870,1541192871,1541192872,1541192873,1541192874,1541192875,1541192876,1541192877,1541192878,1541192879,1541192880,1541192881,1541192882,1541192883,1541192884,1541192885,1541192886,1541192887,1541192888,1541192889,1541192890,1541192891,1541192892,1541192893,1541192894,1541192895,1541192896,1541192897,1541192898,1541192899,1541192900,1541192901,1541192902,1541192903,1541192904,1541192905,1541192906,1541192907,1541192908,1541192909,1541192910,1541192911,1541192912,1541192913,1541192914,1541192915,1541192916,1541192917,1541192918,1541192919,1541192920,1541192921
audio_bitsReceivedPerSecond,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_bitsSentPerSecond,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_packetsSentPerSecond,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_googLocalAddress,-1,10.164.0.8:40115,10.164.0.8:40115,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:64864,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,10.164.0.8:40115,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,10.164.0.8:40115,10.164.0.8:40115,18.195.93.116:64864,18.195.93.116:64864,18.195.93.116:64864,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160,18.195.93.116:50160
audio_googRemoteAddress,-1,10.164.0.9:40986,10.164.0.9:48075,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,10.164.0.9:48075,10.164.0.9:48075,10.164.0.9:48075,10.164.0.9:48075,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,10.164.0.9:48075,10.164.0.9:48075,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935,18.195.93.116:55935
audio_googRtt,-1,2.0,1.0,36.0,35.0,35.0,30.0,1.0,1.0,1.0,1.0,35.0,35.0,35.0,1.0,1.0,33.0,33.0,33.0,34.0,34.0,34.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,30.0,30.0,30.0,33.0,33.0,32.0,32.0,32.0,33.0,33.0,37.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,34.0,34.0
