bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,86503.0,94423.0,98312.0,98448.0,98448.0,98448.0,99448.0,103652.0,107636.0,111508.0,115572.0,118980.0,55796.0,57596.0,60792.0,64736.0,68728.0,72460.0,77851.0,84190.0,91017.0,99298.0,65119.0,66931.0,71565.0,77919.0,85153.0,92965.0,101402.0,110514.0,120355.0,130136.0,141547.0,153871.0,167181.0,181555.0,125824.0,133824.0,144603.0,157171.0,170745.0,185211.0,201028.0,148096.0,139591.0,151678.0,112009.0,103613.0,108610.0
bweforvideo-googBucketDelay,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0
timestamp,1546010284,1546010285,1546010286,1546010287,1546010288,1546010289,1546010290,1546010291,1546010292,1546010293,1546010294,1546010295,1546010296,1546010297,1546010298,1546010299,1546010300,1546010301,1546010302,1546010303,1546010304,1546010305,1546010306,1546010307,1546010308,1546010309,1546010310,1546010311,1546010312,1546010313,1546010314,1546010315,1546010316,1546010317,1546010318,1546010319,1546010320,1546010321,1546010322,1546010323,1546010324,1546010325,1546010326,1546010327,1546010328,1546010329,1546010330,1546010331,1546010332
audio_bitsReceivedPerSecond,0.0,102759.63302752294,110378.61915367484,101352.0,113584.0,142720.0,107480.0,156920.0,114184.0,120008.0,103800.0,136112.0,73536.0,90336.0,102400.0,114000.0,102336.0,128240.0,125232.0,97216.0,145936.0,50920.0,72792.0,71576.0,82512.0,104752.0,93376.0,127064.0,108664.0,130872.0,146992.0,154432.0,143648.0,129264.0,120120.0,179872.0,120120.0,124240.0,77120.0,85776.0,91032.0,94880.0,92280.0,101048.0,111992.0,115056.0,72584.0,88816.0,84912.0
audio_bitsSentPerSecond,0.0,138473.39449541285,122939.86636971046,96488.0,131680.0,137184.0,139864.0,147096.0,147144.0,162760.0,150368.0,145608.0,116008.0,90832.0,86272.0,107376.0,105888.0,94792.0,114128.0,125104.0,121232.0,132600.0,102616.0,98752.0,91400.0,111880.0,113568.0,138672.0,134384.0,158224.0,142944.0,147520.0,178336.0,175656.0,174592.0,209848.0,180416.0,211304.0,155496.0,187520.0,201512.0,214344.0,233944.0,236184.0,189688.0,208056.0,198608.0,168264.0,165688.0
audio_packetsSentPerSecond,0.0,87.1559633027523,81.29175946547885,82.0,118.0,131.0,129.0,127.0,128.0,133.0,128.0,128.0,86.0,83.0,97.0,110.0,117.0,77.0,94.0,98.0,106.0,122.0,85.0,83.0,95.0,123.0,127.0,121.0,125.0,129.0,129.0,131.0,128.0,131.0,131.0,134.0,130.0,127.0,121.0,136.0,141.0,126.0,133.0,133.0,125.0,128.0,125.0,109.0,126.0
audio_googLocalAddress,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014,35.204.47.190:40014
audio_googRemoteAddress,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443,54.93.122.52:443
audio_googRtt,8028.0,8231.0,6371.0,5454.0,4396.0,4396.0,3300.0,3300.0,2479.0,2479.0,2479.0,1863.0,1863.0,1401.0,1401.0,1401.0,1054.0,1054.0,794.0,794.0,794.0,599.0,599.0,453.0,453.0,453.0,343.0,343.0,261.0,261.0,261.0,199.0,199.0,153.0,153.0,153.0,195.0,195.0,150.0,150.0,150.0,116.0,116.0,136.0,136.0,136.0,105.0,105.0,82.0
