bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,301000.0,215461.0,211808.0,203551.0,203963.0,205887.0,202245.0,202381.0,203765.0,204581.0,167935.0,168199.0,157684.0,157932.0,166932.0,181287.0,196790.0,137709.0,144350.0,154180.0,91877.0,92325.0,94070.0,102596.0,111804.0,121748.0,76135.0,76643.0,83774.0,91476.0,99794.0,67274.0,73656.0,79451.0,86807.0,94752.0,48948.0,52982.0,58221.0,63247.0,69307.0,75852.0,82920.0,90554.0,98798.0,107702.0,70358.0,76094.0,83182.0,90837.0,99104.0,107305.0,116889.0,127240.0,138419.0,150493.0,163532.0,177615.0,192824.0,209250.0,226990.0,107284.0,107284.0,116867.0,127216.0,137558.0,149518.0,162479.0,176477.0,191595.0,206400.0,112514.0,114527.0,123597.0,134485.0,146244.0,158944.0,172660.0,187473.0,203471.0,220749.0,118230.0,118230.0,123071.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,113.0,0.0,0.0,27.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1546010532,1546010533,1546010534,1546010535,1546010536,1546010537,1546010538,1546010539,1546010540,1546010541,1546010542,1546010543,1546010544,1546010545,1546010546,1546010547,1546010548,1546010549,1546010550,1546010551,1546010552,1546010553,1546010554,1546010555,1546010556,1546010557,1546010558,1546010559,1546010560,1546010561,1546010562,1546010563,1546010564,1546010565,1546010566,1546010567,1546010568,1546010569,1546010570,1546010571,1546010572,1546010573,1546010574,1546010575,1546010576,1546010577,1546010578,1546010579,1546010580,1546010581,1546010582,1546010583,1546010584,1546010585,1546010586,1546010587,1546010588,1546010589,1546010590,1546010591,1546010592,1546010593,1546010594,1546010595,1546010596,1546010597,1546010598,1546010599,1546010600,1546010601,1546010602,1546010603,1546010604,1546010605,1546010606,1546010607,1546010608,1546010609,1546010610,1546010611,1546010612,1546010613,1546010614,1546010615,1546010616,1546010617,1546010618
audio_bitsReceivedPerSecond,-1,-1,-1,0.0,268144.10905550147,248977.41273100616,269024.0,282058.0580580581,218773.22677322678,271056.0,233153.15315315317,193072.0,214417.58241758242,224208.2082082082,207824.0,196952.0,209448.0,237554.44555444556,220280.0,212796.79679679679,209120.0,269336.0,225870.12987012987,268156.15615615615,192712.0,184896.0,163144.0,194744.0,149456.0,146880.0,155048.0,161504.0,168848.0,172832.0,163112.0,185750.24975024976,158510.5105105105,149056.0,161534.46553446553,170000.0,177953.95395395395,161440.0,203480.0,156792.0,139372.62737262738,149773.77377377378,162141.85814185813,166846.84684684683,184935.06493506493,196676.67667667667,195696.0,232504.0,242381.61838161838,239832.0,201913.91391391392,198169.83016983018,231215.21521521523,144704.0,158841.15884115885,161440.0,159207.20720720722,181536.0,180331.66833166833,192152.15215215215,157672.0,194205.7942057942,188972.97297297296,134984.0,158529.47052947053,135079.0790790791,138920.0,167368.0,180720.0,191392.0,198784.0,215600.0,245416.0,236592.0,290976.0,292176.0,283436.5634365634,232104.1041041041,209976.0,282224.0,222176.0,201696.0,213386.61338661338
audio_bitsSentPerSecond,-1,-1,-1,0.0,426383.6416747809,241043.12114989734,262072.0,359503.5035035035,250405.5944055944,235856.0,234826.82682682681,230424.0,317154.84515484516,242346.34634634634,189528.0,211600.0,186448.0,250821.17882117882,203704.0,190094.0940940941,183320.0,179704.0,175744.25574425573,168680.68068068067,140304.0,152400.0,135576.0,141712.0,145208.0,129504.0,102992.0,112184.0,114480.0,113632.0,110264.0,117802.1978021978,111567.56756756757,134456.0,120383.61638361639,97112.0,75283.28328328328,78624.0,90176.0,88888.0,98421.57842157842,109869.86986986987,114021.97802197802,126294.29429429429,131716.2837162837,120408.4084084084,122792.0,112744.0,112879.12087912088,118312.0,125901.9019019019,145998.001998002,145937.93793793794,168392.0,170749.25074925076,173040.0,208600.6006006006,213288.0,201934.06593406593,238366.36636636636,187256.0,162293.7062937063,158734.73473473472,164176.0,163412.58741258743,167695.6956956957,191400.0,199240.0,195160.0,215080.0,178328.0,171760.0,165672.0,169368.0,172320.0,176792.0,202613.38661338662,209073.0730730731,208640.0,229864.0,197432.0,183984.0,166289.7102897103
audio_packetsSentPerSecond,-1,-1,-1,0.0,129.50340798442065,99.58932238193019,104.0,126.12612612612612,101.8981018981019,100.0,106.10610610610611,101.0,127.87212787212788,125.12512512512512,110.0,110.0,105.0,129.87012987012986,132.0,129.12912912912913,126.0,124.0,125.87412587412588,125.12512512512512,120.0,120.0,117.0,124.0,124.0,115.0,95.0,105.0,123.0,122.0,119.0,117.88211788211788,121.12112112112112,101.0,104.8951048951049,119.0,90.09009009009009,88.0,114.0,120.0,117.88211788211788,120.12012012012012,121.87812187812187,121.12112112112112,120.87912087912088,120.12012012012012,119.0,120.0,119.88011988011988,120.0,123.12312312312312,121.87812187812187,123.12312312312312,125.0,125.87412587412588,125.0,128.12812812812814,129.0,128.87112887112886,133.13313313313313,125.0,123.87612387612387,124.12412412412412,125.0,124.87512487512487,124.12412412412412,127.0,129.0,129.0,129.0,126.0,122.0,121.0,126.0,126.0,126.0,127.87212787212788,126.12612612612612,128.0,131.0,129.0,124.0,122.87712287712287
audio_googLocalAddress,-1,-1,-1,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551,10.164.0.11:34551
audio_googRemoteAddress,-1,-1,-1,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795,10.164.0.12:42795
audio_googRtt,-1,-1,-1,73.0,73.0,373.0,693.0,868.0,868.0,937.0,937.0,798.0,798.0,798.0,727.0,727.0,575.0,575.0,431.0,431.0,431.0,323.0,323.0,323.0,334.0,334.0,339.0,339.0,255.0,255.0,255.0,191.0,191.0,143.0,143.0,143.0,107.0,107.0,80.0,80.0,80.0,60.0,60.0,45.0,45.0,45.0,34.0,34.0,25.0,25.0,25.0,19.0,19.0,14.0,14.0,14.0,32.0,32.0,24.0,24.0,24.0,18.0,18.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,41.0,41.0,41.0,30.0
