bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,117166.0,117166.0,117166.0,117166.0,117166.0,88332.0,96399.0,105111.0,114520.0,84324.0,92070.0,100436.0,109471.0,119229.0,129767.0,141148.0,153440.0,166715.0
bweforvideo-googBucketDelay,2.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541181452,1541181453,1541181454,1541181455,1541181456,1541181457,1541181458,1541181459,1541181460,1541181461,1541181462,1541181463,1541181464,1541181465,1541181466,1541181467,1541181468,1541181469
audio_bitsReceivedPerSecond,0.0,132396.07493309546,150129.62962962964,204224.0,201896.0,201984.0,200664.0,208208.0,189784.0,147056.0,173168.0,147752.0,124208.0,165648.0,125416.0,69608.0,101280.0,120112.0
audio_bitsSentPerSecond,0.0,72021.409455843,97870.37037037036,142616.0,210696.0,121480.0,140024.0,106424.0,162760.0,139440.0,122288.0,143648.0,135168.0,140280.0,145328.0,168648.0,190184.0,193336.0
audio_packetsSentPerSecond,0.0,133.80909901873326,116.89814814814815,137.0,153.0,115.0,106.0,112.0,120.0,114.0,116.0,108.0,101.0,126.0,122.0,124.0,122.0,129.0
audio_googLocalAddress,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480,35.204.125.129:44480
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,3628.0,3628.0,3628.0,3628.0,4704.0,4552.0,4552.0,4236.0,4236.0,4236.0,4257.0,4257.0,4257.0,4178.0,3934.0,3934.0,3934.0,3722.0
audio_send_bitsSentPerSecond,0.0,20210.526315789473,18759.25925925926,19744.0,20192.0,20144.0,19792.0,20824.0,18704.0,20352.0,20864.0,19840.0,20536.0,20056.0,20880.0,20968.0,20968.0,21256.0
audio_send_packetsLost,24.0,24.0,24.0,24.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0
audio_send_packetsSentPerSecond,0.0,49.95539696699375,49.76851851851852,50.0,50.0,50.0,50.0,51.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
audio_send_googJitterReceived,26.0,26.0,26.0,26.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,19.0,19.0,19.0,11.0,11.0,11.0,11.0
audio_send_googRtt,6141.0,6141.0,6141.0,6141.0,9131.0,9131.0,9131.0,9131.0,9131.0,9131.0,9131.0,3373.0,3373.0,3373.0,3405.0,3405.0,3405.0,3405.0
video_send_bitsSentPerSecond,0.0,170569.13470115967,131675.92592592593,139384.0,175480.0,100648.0,112224.0,80176.0,123192.0,106544.0,93680.0,112904.0,108072.0,106464.0,116152.0,137288.0,161936.0,159432.0
video_send_packetsLost,50.0,67.0,76.0,98.0,239.0,0.0,421.0,406.0,20.0,387.0,376.0,371.0,369.0,369.0,369.0,369.0,369.0,369.0
video_send_packetsSentPerSecond,0.0,67.79661016949153,49.76851851851852,72.0,87.0,50.0,43.0,51.0,51.0,49.0,54.0,44.0,41.0,59.0,59.0,62.0,61.0,60.0
video_send_googEncodeUsagePercent,16.0,15.0,14.0,14.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0
video_send_googFrameHeightSent,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_send_googFrameRateSent,61.0,61.0,50.0,58.0,61.0,42.0,29.0,41.0,42.0,50.0,55.0,45.0,40.0,60.0,59.0,60.0,61.0,61.0
video_send_googFrameWidthSent,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_send_googRtt,6634.0,6890.0,7475.0,8015.0,8347.0,8000.0,6753.0,5738.0,5893.0,5111.0,4757.0,4549.0,5220.0,5187.0,4743.0,4703.0,4214.0,3895.0
audio_recv_bitsReceivedPerSecond,0.0,7015.165031222123,4518.518518518518,11560.0,7776.0,7736.0,7952.0,7856.0,7760.0,7872.0,3864.0,7712.0,2880.0,4784.0,5792.0,0.0,4864.0,3864.0
audio_recv_packetsReceivedPerSecond,0.0,7.136485280999108,4.62962962962963,12.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,3.0,5.0,6.0,0.0,5.0,4.0
audio_recv_googCurrentDelayMs,19.0,24.0,23.0,34.0,26.0,25.0,24.0,29.0,19.0,31.0,22.0,20.0,21.0,19.0,17.0,17.0,16.0,17.0
audio_recv_googJitterBufferMs,3.0,5.0,5.0,11.0,6.0,7.0,5.0,10.0,0.0,12.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0
audio_recv_googJitterReceived,102.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,98.0,98.0,98.0,120.0,120.0,120.0,120.0,128.0,128.0,128.0
audio_recv_googPreferredJitterBufferMs,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0
video_recv_bitsReceivedPerSecond,0.0,111400.53523639607,129314.81481481482,180536.0,172592.0,180968.0,175104.0,186672.0,169368.0,128904.0,162328.0,128304.0,110648.0,143848.0,107408.0,62072.0,87688.0,104960.0
video_recv_packetsReceivedPerSecond,0.0,47.27921498661909,56.71296296296296,68.0,65.0,66.0,59.0,57.0,44.0,41.0,41.0,35.0,31.0,44.0,29.0,18.0,24.0,33.0
video_recv_googCurrentDelayMs,82.0,83.0,83.0,79.0,76.0,73.0,69.0,66.0,64.0,66.0,71.0,72.0,83.0,85.0,99.0,97.0,103.0,103.0
video_recv_googDecodeMs,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
video_recv_googFrameHeightReceived,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_recv_googFrameRateOutput,66.0,52.0,51.0,67.0,61.0,52.0,63.0,62.0,42.0,37.0,40.0,31.0,28.0,39.0,23.0,17.0,23.0,31.0
video_recv_googFrameRateReceived,55.0,44.0,51.0,67.0,65.0,60.0,59.0,57.0,39.0,37.0,40.0,31.0,28.0,39.0,23.0,17.0,23.0,31.0
