bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,3991688.0,3991688.0,3991688.0,4008701.0,4008701.0,4008701.0,4008701.0,4008701.0,4008701.0,4015109.0,4015109.0,4015109.0,4015109.0,4118701.0,4118701.0,4118701.0,4118701.0,4118701.0,4166842.0,4166842.0,4166842.0,4214573.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0,4235678.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,3.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0
timestamp,1541193811,1541193812,1541193813,1541193814,1541193815,1541193816,1541193817,1541193818,1541193819,1541193820,1541193821,1541193822,1541193823,1541193824,1541193825,1541193826,1541193827,1541193828,1541193829,1541193830,1541193831,1541193832,1541193833,1541193834,1541193835,1541193836,1541193837,1541193838,1541193839,1541193840,1541193841,1541193842,1541193843,1541193844,1541193845,1541193846,1541193847,1541193848,1541193849,1541193850,1541193851,1541193852,1541193853,1541193854,1541193855,1541193856,1541193857,1541193858,1541193859,1541193860,1541193861,1541193862,1541193863,1541193864,1541193865,1541193866,1541193867,1541193868,1541193869,1541193870,1541193871,1541193872,1541193873,1541193874,1541193875,1541193876,1541193877,1541193878,1541193879,1541193880,1541193881,1541193882,1541193883,1541193884,1541193885,1541193886,1541193887,1541193888,1541193889,1541193890,1541193891,1541193892,1541193893,1541193894,1541193895,1541193896,1541193897,1541193898,1541193899,1541193900,1541193901,1541193902,1541193903,1541193904,1541193905,1541193906,1541193907,1541193908,1541193909,1541193910
audio_bitsReceivedPerSecond,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_bitsSentPerSecond,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_packetsSentPerSecond,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_googLocalAddress,-1,-1,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,10.164.0.8:54285,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,10.164.0.8:54285,10.164.0.8:54285,18.195.93.116:49857,18.195.93.116:49857,18.195.93.116:49857,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557,18.195.93.116:54557
audio_googRemoteAddress,-1,-1,10.164.0.9:36558,10.164.0.9:55845,10.164.0.9:55845,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,10.164.0.9:55845,10.164.0.9:55845,10.164.0.9:55845,10.164.0.9:55845,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,10.164.0.9:55845,10.164.0.9:55845,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793,18.195.93.116:64793
audio_googRtt,-1,-1,5.0,2.0,2.0,34.0,34.0,34.0,2.0,2.0,2.0,2.0,33.0,33.0,33.0,2.0,2.0,31.0,31.0,31.0,32.0,32.0,32.0,34.0,34.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0
