bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0,4192666.0
bweforvideo-googBucketDelay,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541193792,1541193793,1541193794,1541193795,1541193796,1541193797,1541193798,1541193799,1541193800,1541193801,1541193802,1541193803,1541193804,1541193805,1541193806,1541193807,1541193808,1541193809,1541193810,1541193811,1541193812,1541193813
audio_bitsReceivedPerSecond,0.0,1130777.1696638,1170295.3586497891,993472.0,1061616.0,1027920.0,1073224.0,964664.0,1018021.978021978,940384.0,939664.0,1000848.0,945158.8411588412,915576.0,961656.0,964288.0,995912.0,925872.0,989192.0,956822.3552894212,918174.1741741742,1015136.8631368631
audio_bitsSentPerSecond,0.0,1706908.5222830337,1595049.2264416316,1640000.0,1593336.0,1753648.0,1482104.0,1631176.0,1495224.7752247753,1429728.0,1594792.0,1462248.0,1426629.3706293707,1513992.0,1487408.0,1609192.0,1369848.0,1591232.0,1495576.0,1441612.7744510977,1613661.6616616617,1474445.5544455545
audio_packetsSentPerSecond,0.0,349.4917904612979,338.9592123769339,349.0,333.0,353.0,332.0,349.0,329.6703296703297,325.0,337.0,332.0,317.68231768231766,334.0,324.0,337.0,317.0,340.0,326.0,320.35928143712573,335.33533533533534,325.6743256743257
audio_googLocalAddress,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644,35.204.137.161:37644
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,30.0,26.0,26.0,26.0,23.0,23.0,21.0,21.0,21.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0
audio_send_bitsSentPerSecond,0.0,24306.48944487881,25248.945147679326,23736.0,24192.0,24432.0,24344.0,24208.0,24415.584415584417,24312.0,24168.0,24160.0,23960.03996003996,24136.0,24176.0,24592.0,24408.0,24392.0,33880.0,40175.64870259481,40440.44044044044,40359.64035964036
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.039093041438626,50.63291139240506,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,49.9001996007984,50.050050050050054,49.95004995004995
