bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,896796.0,933776.0,964551.0,999523.0,1036288.0,1073976.0,1113699.0,1153935.0,823279.0,863479.0,894744.0,927594.0,960432.0,640102.0,668084.0,701730.0,734965.0,771078.0,815031.0,880487.0,949157.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0
timestamp,1541187620,1541187621,1541187622,1541187623,1541187624,1541187625,1541187626,1541187627,1541187628,1541187629,1541187630,1541187631,1541187632,1541187633,1541187634,1541187635,1541187636,1541187637,1541187638,1541187639,1541187640
audio_bitsReceivedPerSecond,0.0,747910.9528049866,739902.6651216686,743944.0559440559,795755.7557557557,618192.0,523920.0,720432.0,712920.0,748248.0,524672.0,651656.0,670624.0,742888.0,792608.0,769160.0,761048.0,780704.0,719648.0,739144.0,766784.0
audio_bitsSentPerSecond,0.0,988879.786286732,903406.7207415991,1007600.3996003997,1050938.938938939,1061848.0,1126456.0,1148888.0,1072536.0,907024.0,882536.0,960448.0,914736.0,930952.0,736496.0,766248.0,798824.0,750464.0,877560.0,856752.0,875952.0
audio_packetsSentPerSecond,0.0,256.4559216384684,246.81344148319815,292.7072927072927,295.2952952952953,295.0,306.0,340.0,289.0,248.0,231.0,246.0,240.0,262.0,220.0,225.0,229.0,225.0,239.0,239.0,237.0
audio_googLocalAddress,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799,35.204.125.129:38799
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,17.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,0.0,13934.105075690115,12940.90382387022,15184.815184815185,13877.877877877878,14600.0,15536.0,16304.0,15360.0,15584.0,14152.0,17136.0,14624.0,15400.0,14232.0,14680.0,15160.0,13968.0,14312.0,14464.0,13808.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,49.86642920747997,50.984936268829664,49.95004995004995,49.049049049049046,50.0,50.0,51.0,50.0,50.0,49.0,51.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,51.0,50.0
audio_send_googJitterReceived,127.0,127.0,127.0,127.0,132.0,132.0,132.0,132.0,132.0,126.0,126.0,126.0,126.0,126.0,116.0,116.0,116.0,126.0,126.0,126.0,126.0
audio_send_googRtt,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
video_send_bitsSentPerSecond,0.0,945232.4131789849,874187.7172653534,969222.7772227773,1018866.8668668668,1025024.0,1094536.0,1108936.0,1039416.0,864096.0,854384.0,924344.0,882968.0,894384.0,706168.0,732560.0,767280.0,717280.0,847248.0,818600.0,846400.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,172.75155832591273,168.01853997682502,208.7912087912088,218.21821821821823,213.0,234.0,260.0,209.0,162.0,161.0,169.0,162.0,182.0,142.0,149.0,151.0,147.0,163.0,157.0,161.0
