bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,2750206.0,2924395.0,3159549.0,3412564.0,3565481.0,3846266.0,3948127.0,4004522.0,4089985.0,4089985.0,4089985.0,4089985.0,4089985.0,4095716.0,4095716.0,4095716.0,1705433.0,2726656.0,2945788.0,3182451.0,3438047.0,3597179.0,3764565.0,3882239.0,3882239.0,3923689.0,3969856.0,4002524.0,4002524.0,4063093.0,4063093.0,4063093.0,4111385.0,3163194.0,3165498.0,3177051.0,3180834.0,3194747.0,3194747.0,3212821.0,3218905.0,1506892.0,2498659.0,2699373.0,2850751.0,3021528.0,3105214.0,3184883.0,3184883.0,3257263.0,3257263.0,3257263.0,3259483.0,3259483.0,3451620.0,3643704.0,3831197.0,4013178.0,4013178.0,4107226.0,4107226.0,4107226.0,4107226.0,4107226.0,4107226.0,4107226.0,2308062.0,3147956.0,3185807.0,3225951.0,3267773.0,3310198.0,3351425.0,3395556.0,3443182.0,3485507.0,3528640.0,3572096.0,3612649.0,3653063.0,3673198.0,3698341.0,3743547.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,3753747.0,1610302.0,2798623.0,2965592.0,3038067.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541192071,1541192072,1541192073,1541192074,1541192075,1541192076,1541192077,1541192078,1541192079,1541192080,1541192081,1541192082,1541192083,1541192084,1541192085,1541192086,1541192087,1541192088,1541192089,1541192090,1541192091,1541192092,1541192093,1541192094,1541192095,1541192096,1541192097,1541192098,1541192099,1541192100,1541192101,1541192102,1541192103,1541192104,1541192105,1541192106,1541192107,1541192108,1541192109,1541192110,1541192111,1541192112,1541192113,1541192114,1541192115,1541192116,1541192117,1541192118,1541192119,1541192120,1541192121,1541192122,1541192123,1541192124,1541192125,1541192126,1541192127,1541192128,1541192129,1541192130,1541192131,1541192132,1541192133,1541192134,1541192135,1541192136,1541192137,1541192138,1541192139,1541192140,1541192141,1541192142,1541192143,1541192144,1541192145,1541192146,1541192147,1541192148,1541192149,1541192150,1541192151,1541192152,1541192153,1541192154,1541192155,1541192156,1541192157,1541192158,1541192159,1541192160,1541192161,1541192162,1541192163,1541192164,1541192165,1541192166,1541192167,1541192168,1541192169,1541192170,1541192171,1541192172,1541192173,1541192174,1541192175,1541192176,1541192177,1541192178,1541192179,1541192180,1541192181
audio_bitsReceivedPerSecond,-1,0.0,595720.0,2087184.0,2416424.0,2262304.0,2726352.0,2639744.0,2642210.21021021,2639928.071928072,2577568.0,2636088.0,2565304.0,2625592.0,2564224.0,2509288.0,2747864.0,2596008.0,2604704.0,2585344.0,2592768.0,2467552.0,2588808.0,2666952.0,2598984.0,2576656.0,2669032.0,2187224.0,2137056.0,2170448.0,2147632.0,2072344.0,2078320.0,2080904.0,2102544.0,2058608.0,2108395.604395604,2085565.5655655656,2096384.0,2149552.0,2079376.0,2059608.0,2077552.0,2115848.0,2048832.0,2020784.0,2112864.0,2046024.0,2109472.0,2129256.0,2081296.0,2075776.0,2076472.0,2099328.0,2110520.0,2010928.0,2105360.0,2075584.0,2132744.0,2102368.0,2083256.0,2092880.0,2049064.0,2106968.0,2091040.0,2051976.0,2091848.0,2096096.0,2113144.0,2114416.0,2063112.0,2105192.0,2058184.0,2116512.0,2087944.0,2059064.0,2113176.0,2113280.0,2108008.0,2034992.0,2098984.0,2119624.0,2025128.0,2096184.0,2040848.0,2029112.0,2101088.0,2075944.0,2134952.0,2040040.0,2103016.0,2118952.0,2058528.0,2140528.0,2061119.6834817012,2040679.4742163802,2127384.0,2022128.0,2198936.0,1994552.0,2130216.0,2113856.0,2059744.0,2129888.0,2084820.8208208208,2046105.894105894,2122064.0,2037560.0,2171160.0,2020912.0,2125376.0
audio_bitsSentPerSecond,-1,0.0,919872.0,2290104.0,2431680.0,2570840.0,2525544.0,2731920.0,2661837.8378378376,2716867.132867133,2586008.0,2675008.0,2572200.0,2645928.0,2506544.0,2682064.0,2579504.0,2625152.0,2537968.0,2247576.0,2540248.0,2624040.0,2622824.0,2575464.0,2538720.0,2668240.0,2556440.0,2644544.0,2626072.0,2637816.0,2625936.0,2609184.0,2625040.0,2614048.0,2601464.0,2182208.0,2042861.1388611388,2131259.2592592593,2026248.0,2154904.0,2160800.0,2108808.0,2093728.0,2026432.0,1988696.0,2037608.0,2067320.0,2127616.0,2088504.0,2110384.0,2114776.0,2141360.0,2072032.0,2106104.0,2129256.0,1901904.0,2443488.0,2624312.0,2662416.0,2715544.0,2716488.0,2636032.0,2601888.0,2587536.0,2603008.0,2575952.0,2533536.0,2711576.0,2579368.0,2528440.0,2698496.0,2637600.0,2571024.0,2581232.0,2622104.0,2585408.0,2588408.0,2615808.0,2669120.0,2707392.0,2671520.0,2586904.0,2641984.0,2587704.0,2684688.0,2114336.0,2073088.0,2152016.0,2053096.0,2220976.0,2136024.0,2122688.0,2112344.0,2096016.0,2114532.146389713,2142859.4539939333,2049576.0,2134272.0,2099632.0,2162696.0,2069008.0,2130160.0,2145368.0,2077712.0,2120456.4564564563,2141762.237762238,2055704.0,2159920.0,1947968.0,2146096.0,2035040.0
audio_packetsSentPerSecond,-1,0.0,161.0,351.0,361.0,375.0,371.0,393.0,384.38438438438436,398.6013986013986,380.0,390.0,380.0,386.0,368.0,387.0,374.0,386.0,375.0,347.0,378.0,385.0,381.0,379.0,374.0,386.0,373.0,380.0,382.0,384.0,382.0,380.0,387.0,379.0,379.0,341.0,320.67932067932065,330.33033033033036,317.0,336.0,338.0,327.0,325.0,319.0,317.0,319.0,322.0,331.0,327.0,328.0,326.0,327.0,318.0,324.0,325.0,298.0,358.0,384.0,389.0,392.0,393.0,385.0,383.0,377.0,376.0,375.0,367.0,389.0,375.0,376.0,387.0,385.0,375.0,378.0,380.0,378.0,375.0,380.0,388.0,392.0,391.0,376.0,385.0,379.0,387.0,325.0,320.0,330.0,320.0,339.0,327.0,328.0,324.0,324.0,321.4638971315529,326.59251769464106,318.0,328.0,327.0,332.0,325.0,327.0,326.0,326.0,325.3253253253253,328.6713286713287,323.0,328.0,312.0,330.0,317.0
audio_googLocalAddress,-1,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312,10.164.0.9:38312
audio_googRemoteAddress,-1,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484,10.164.0.8:48484
audio_googRtt,-1,17.0,13.0,11.0,11.0,11.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,24.0,24.0,24.0,26.0,26.0,33.0,33.0,33.0,35.0,35.0,28.0,28.0,28.0,25.0,25.0,22.0,22.0,22.0,18.0,18.0,15.0,15.0,15.0,13.0,13.0,15.0,15.0,15.0,12.0,12.0,9.0,9.0,9.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,16.0,16.0,16.0,13.0,13.0,11.0,11.0,11.0,8.0,8.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0
