bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,935368.0,967201.0,1002345.0,1036820.0,1074603.0,1112165.0,1152341.0,1211191.0,900178.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541189102,1541189103,1541189104,1541189105,1541189106,1541189107,1541189108,1541189109,1541189110
audio_bitsReceivedPerSecond,771830.5084745763,832680.6806806807,826973.0269730269,939667.6676676676,912584.0,993968.0,942057.942057942,997157.1571571572,939536.0
audio_bitsSentPerSecond,926305.0847457628,940188.1881881882,1025350.6493506493,1082154.1541541542,1107256.0,1156536.0,1182953.046953047,1241561.5615615617,1355008.0
audio_packetsSentPerSecond,242.58474576271186,248.24824824824825,266.73326673326676,303.3033033033033,307.0,323.0,331.6683316683317,360.36036036036035,335.0
audio_googLocalAddress,35.204.137.161:43557,35.204.137.161:43557,35.204.137.161:43557,35.204.137.161:43557,35.204.137.161:43557,35.204.137.161:43557,35.204.137.161:43557,35.204.137.161:43557,35.204.137.161:43557
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
audio_send_bitsSentPerSecond,24533.898305084746,38486.48648648649,40359.64035964036,40440.44044044044,40400.0,40400.0,40359.64035964036,40440.44044044044,40400.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,49.78813559322034,50.050050050050054,49.95004995004995,50.050050050050054,50.0,50.0,49.95004995004995,50.050050050050054,50.0
audio_send_googJitterReceived,2.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,3.0
audio_send_googRtt,114.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,38.0
video_send_bitsSentPerSecond,885957.6271186441,881545.5455455455,968599.4005994006,1019795.7957957957,1046864.0,1094176.0,1122621.3786213787,1174830.8308308308,1293312.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,168.4322033898305,169.16916916916918,192.80719280719282,224.22422422422423,227.0,246.0,253.74625374625376,279.27927927927925,257.0
video_send_googEncodeUsagePercent,36.0,35.0,34.0,32.0,31.0,30.0,30.0,29.0,29.0
video_send_googFrameHeightSent,720.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,720.0
video_send_googFrameRateSent,61.0,60.0,61.0,60.0,60.0,61.0,60.0,60.0,59.0
video_send_googFrameWidthSent,1280.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,1280.0
video_send_googRtt,23.0,20.0,20.0,19.0,18.0,18.0,18.0,17.0,16.0
audio_recv_bitsReceivedPerSecond,3016.9491525423728,9033.033033033033,7776.223776223776,7807.807807807808,7808.0,7832.0,7712.287712287713,7791.791791791792,7768.0
audio_recv_packetsReceivedPerSecond,3.1779661016949152,9.00900900900901,7.992007992007992,8.008008008008009,8.0,8.0,7.992007992007992,8.008008008008009,8.0
audio_recv_googCurrentDelayMs,28.0,32.0,37.0,20.0,38.0,30.0,35.0,34.0,34.0
audio_recv_googJitterBufferMs,10.0,12.0,17.0,20.0,18.0,30.0,15.0,15.0,15.0
audio_recv_googJitterReceived,100.0,100.0,100.0,100.0,101.0,101.0,101.0,101.0,101.0
audio_recv_googPreferredJitterBufferMs,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0
video_recv_bitsReceivedPerSecond,751966.1016949152,804244.2442442443,797898.1018981019,912168.1681681682,880816.0,965376.0,910985.014985015,964940.940940941,907120.0
video_recv_packetsReceivedPerSecond,108.05084745762711,116.11611611611612,111.8881118881119,121.12112112112112,117.0,125.0,120.87912087912088,130.13013013013014,119.0
video_recv_googCurrentDelayMs,57.0,56.0,55.0,52.0,52.0,51.0,50.0,49.0,46.0
video_recv_googDecodeMs,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
video_recv_googFrameHeightReceived,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_recv_googFrameRateOutput,60.0,60.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0
video_recv_googFrameRateReceived,59.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
video_recv_googFrameWidthReceived,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_recv_googInterframeDelayMax,26.0,20.0,19.0,19.0,21.0,18.0,19.0,45.0,33.0
video_recv_googJitterBufferMs,37.0,37.0,36.0,35.0,35.0,34.0,34.0,34.0,33.0
video_recv_googPlisSent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
video_send_resolutionChangesSent,0,1,1,1,1,1,1,1,2
video_recv_resolutionChangesReceived,1,1,1,1,1,1,1,1,1
1_way_delay_audio_send,57.0,15.5,15.5,15.5,15.5,15.5,15.5,15.5,19.0
1_way_delay_video_send,11.5,10.0,10.0,9.5,9.0,9.0,9.0,8.5,8.0
ear_ear_delay_audio_send,58.0,56.5,169.5,317.5,355.5,355.5,355.5,335.5,341.0
audio_recv_kbitsReceivedPerSecond,2,8,7,7,7,7,7,7,7
video_recv_kbitsReceivedPerSecond,734,785,779,890,860,942,889,942,885
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,92.808,92.84400000000001,90.132,71.158,66.066,66.066,66.066,68.74600000000001
kpi_audio_synchronization,4.401569669833217,4.4022889586869125,4.342220567420225,3.650829992745816,3.4075048632915284,3.4075048632915284,3.4075048632915284,3.5376508229454484
eye_eye_delay_video_send,97.5,93.0,90.0,86.5,83.0,80.0,78.0,75.5,72.0
kpi_video_synchronization,5,5,5,5,5,5,5,5,5
av_delay_send,-39.5,-36.5,79.5,231.0,272.5,275.5,277.5,260.0,269.0
kpi_av_synchronization,5,5,2.24,1,1,1,1,1,1
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_fps_stability,5,5,5,5,5,5,5,5,5
kpi_q_audio,1,1,1,1,1,1,1,1,1
kpi_q_video,3.31,3.335,3.33,3.415,3.387142857142857,3.4614285714285713,3.415,3.4614285714285713,3.4057142857142857
qoe_simple_normal,3.985174407759247,3.9894209954096573,3.6752467297133578,3.474814443638424,3.443135461000646,3.4555164133815985,3.4477783181435027,3.4699770755653674
qoe_simple_smooth,4.20350774109258,4.211920995409657,3.896913396380025,3.710647776971758,3.674325937191122,3.699087841953027,3.6836116514768364,3.7135485041367957
