bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,79236.0,79236.0,81435.0,87136.0,94351.0,102899.0,111695.0,121631.0,132361.0,143950.0,85449.0,75987.0,75987.0,82524.0,90126.0,98336.0,107203.0,116779.0,127121.0,137672.0,150354.0,163382.0,177453.0,191808.0,208153.0,225805.0,243932.0,158449.0,159182.0,127416.0,133245.0,111263.0,81265.0,90170.0,80068.0,84691.0,91711.0,100048.0,109052.0,118776.0,128804.0,140108.0,152317.0,165502.0,82967.0,82967.0,84949.0,92540.0,100943.0,110018.0,119819.0,130405.0,141411.0,153724.0,95793.0,95793.0,103362.0,111961.0,121918.0,132671.0,144285.0,89331.0,90080.0,90902.0,60136.0,65465.0
bweforvideo-googBucketDelay,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
timestamp,1546010719,1546010720,1546010721,1546010722,1546010723,1546010724,1546010725,1546010726,1546010727,1546010728,1546010729,1546010730,1546010731,1546010732,1546010733,1546010734,1546010735,1546010736,1546010737,1546010738,1546010739,1546010740,1546010741,1546010742,1546010743,1546010744,1546010745,1546010746,1546010747,1546010748,1546010749,1546010750,1546010751,1546010719,1546010720,1546010721,1546010722,1546010723,1546010724,1546010725,1546010726,1546010727,1546010728,1546010729,1546010730,1546010731,1546010732,1546010733,1546010734,1546010735,1546010736,1546010737,1546010738,1546010739,1546010740,1546010741,1546010742,1546010743,1546010744,1546010745,1546010746,1546010747,1546010748,1546010749,1546010750,1546010751
audio_bitsReceivedPerSecond,107968.61377506539,201463.07151230949,95480.0,115384.0,109048.0,124128.0,142936.0,138224.0,180779.22077922078,175495.4954954955,151984.0,148472.0,143248.0,106184.0,103736.0,117144.0,133856.0,140152.0,164424.0,160255.74425574427,137318.3520599251,161498.9816700611,166711.4624505929,132636.07257203842,114824.0,135168.83116883118,154058.05805805806,129590.40959040959,171883.8838838839,138232.0,113526.47352647352,114509.96015936256,72987.95180722892,0.0,151805.05415162456,124346.24145785876,135072.0,146408.0,169472.0,158848.0,190728.0,187712.0,195376.0,214488.0,111192.0,147192.0,116803.1968031968,143679.67967967968,161632.0,162613.38661338662,189501.5015015015,182168.0,185480.0,205416.0,203712.0,218944.0,224967.03296703298,254984.0,282576.0,254992.0,214008.0,292368.0,216528.52852852852,214992.0,193928.0,156179.82017982018
audio_bitsSentPerSecond,166102.877070619,126640.0937866354,118920.0,130456.0,138000.0,166584.0,152568.0,183856.0,183320.6793206793,188844.84484484483,207216.0,128784.0,123040.0,121024.0,133856.0,160832.0,150360.0,180424.0,180664.0,177422.57742257742,207805.24344569287,196668.02443991855,220640.3162055336,221908.21771611526,247120.0,283188.8111888112,263607.6076076076,275244.75524475524,229597.5975975976,212616.0,212995.004995005,184414.34262948207,146923.69477911646,0.0,152173.28519855597,100473.80410022779,121560.0,109000.0,130416.0,143744.0,150400.0,179208.0,178168.0,186832.0,182640.0,105240.0,111904.0959040959,105817.81781781782,122368.0,133106.8931068931,144760.76076076075,171864.0,165240.0,169192.0,182984.0,139456.0,127680.31968031968,119024.0,139088.0,157776.0,163712.0,171280.0,133997.997997998,119616.0,103168.0,80983.01698301698
audio_packetsSentPerSecond,108.10810810810811,87.92497069167644,88.0,118.0,129.0,127.0,128.0,128.0,131.86813186813185,133.13313313313313,128.0,93.0,92.0,117.0,129.0,127.0,127.0,127.0,133.0,132.86713286713288,130.1498127340824,127.29124236252545,134.38735177865613,131.27001067235858,132.0,135.86413586413587,148.14814814814815,134.86513486513488,128.12812812812814,132.0,127.87212787212788,112.54980079681275,92.36947791164658,0.0,122.74368231046931,87.6993166287016,106.0,121.0,131.0,127.0,129.0,133.0,136.0,134.0,123.0,90.0,96.90309690309691,119.11911911911912,129.0,124.87512487512487,129.12912912912913,133.0,137.0,129.0,130.0,106.0,108.89110889110889,123.0,125.0,127.0,128.0,124.0,115.11511511511512,109.0,99.0,70.92907092907093
audio_googLocalAddress,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.92.114:51914,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801,35.204.47.190:50801
audio_googRemoteAddress,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000
audio_googRtt,107.0,84.0,84.0,84.0,66.0,66.0,53.0,53.0,53.0,43.0,43.0,78.0,78.0,78.0,62.0,62.0,50.0,50.0,50.0,41.0,41.0,34.0,34.0,34.0,29.0,29.0,25.0,25.0,25.0,71.0,71.0,57.0,57.0,135.0,105.0,105.0,105.0,82.0,82.0,65.0,65.0,65.0,52.0,52.0,52.0,108.0,108.0,84.0,84.0,66.0,66.0,66.0,53.0,53.0,53.0,99.0,99.0,78.0,78.0,62.0,62.0,62.0,62.0,62.0,50.0,50.0
