bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,111506.0,117506.0,127906.0,139138.0,151269.0,164371.0,178521.0,193213.0,123089.0,124572.0,135538.0,89349.0,92230.0,100608.0,109657.0,119430.0,129984.0,141383.0,153694.0,166990.0,181349.0,105785.0,111785.0,121728.0
bweforvideo-googBucketDelay,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1544719313,1544719314,1544719315,1544719316,1544719317,1544719318,1544719319,1544719320,1544719321,1544719322,1544719323,1544719324,1544719325,1544719326,1544719327,1544719328,1544719329,1544719330,1544719331,1544719332,1544719333,1544719334,1544719335,1544719336
audio_bitsReceivedPerSecond,0.0,195980.0598205384,215757.08502024293,236888.0,251672.0,257256.0,262752.0,265824.0,184520.0,303280.0,189632.0,195840.0,217624.0,235592.0,247232.0,258496.0,259696.0,244144.0,229056.0,252528.0,167496.0,180880.0,177542.45754245753,156515.4845154845
audio_bitsSentPerSecond,0.0,203684.94516450647,177862.34817813765,149688.0,171272.0,189840.0,212920.0,206728.0,247608.0,204744.0,172288.0,140840.0,118344.0,122272.0,118440.0,153440.0,175048.0,171576.0,209248.0,216360.0,222184.0,216216.0,166313.6863136863,153102.8971028971
audio_packetsSentPerSecond,0.0,116.65004985044865,125.50607287449392,128.0,128.0,130.0,132.0,131.0,131.0,127.0,126.0,96.0,94.0,110.0,125.0,127.0,127.0,128.0,131.0,133.0,129.0,115.0,113.88611388611389,122.87712287712287
audio_googLocalAddress,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388,35.204.47.190:53388
audio_googRemoteAddress,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443,18.194.44.151:443
audio_googRtt,81.0,81.0,64.0,64.0,51.0,51.0,51.0,42.0,42.0,35.0,35.0,35.0,30.0,30.0,28.0,28.0,28.0,24.0,24.0,22.0,22.0,22.0,26.0,26.0
audio_recv_bitsReceivedPerSecond,0.0,33228.3150548355,42566.8016194332,41936.0,42016.0,41008.0,42944.0,42072.0,23368.0,56272.0,42000.0,33416.0,42760.0,41552.0,41440.0,43000.0,41248.0,24976.0,29648.0,49976.0,19896.0,13704.0,17950.04995004995,25150.84915084915
audio_recv_packetsReceivedPerSecond,0.0,38.88334995014955,50.607287449392715,50.0,50.0,49.0,51.0,50.0,28.0,66.0,50.0,39.0,51.0,50.0,49.0,51.0,49.0,29.0,36.0,59.0,36.0,24.0,33.96603396603397,49.95004995004995
audio_recv_googCurrentDelayMs,382.0,302.0,318.0,306.0,283.0,309.0,305.0,305.0,239.0,315.0,325.0,255.0,257.0,239.0,252.0,251.0,247.0,218.0,185.0,267.0,252.0,217.0,180.0,264.0
audio_recv_googJitterBufferMs,376.0,178.0,249.0,276.0,280.0,275.0,295.0,295.0,43.0,448.0,370.0,142.0,202.0,222.0,215.0,247.0,227.0,80.0,86.0,307.0,78.0,35.0,97.0,218.0
audio_recv_googJitterReceived,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
audio_recv_googPreferredJitterBufferMs,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
video_recv_bitsReceivedPerSecond,0.0,150524.42671984047,156469.63562753037,182080.0,193088.0,202576.0,203896.0,210912.0,146832.0,228064.0,134120.0,154144.0,158872.0,183208.0,188496.0,201824.0,202792.0,206440.0,182520.0,184224.0,135464.0,156320.0,144271.72827172827,120871.12887112887
video_recv_packetsReceivedPerSecond,0.0,59.82053838484546,59.716599190283404,60.0,61.0,60.0,60.0,60.0,35.0,85.0,60.0,60.0,60.0,60.0,60.0,62.0,60.0,59.0,44.0,77.0,60.0,60.0,59.94005994005994,47.952047952047955
video_recv_googCurrentDelayMs,48.0,46.0,45.0,44.0,42.0,41.0,39.0,38.0,41.0,40.0,38.0,36.0,36.0,34.0,35.0,33.0,32.0,31.0,34.0,33.0,32.0,31.0,31.0,30.0
video_recv_googDecodeMs,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
video_recv_googFrameHeightReceived,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_recv_googFrameRateOutput,61.0,60.0,60.0,54.0,61.0,60.0,60.0,60.0,33.0,73.0,68.0,64.0,57.0,60.0,58.0,60.0,60.0,59.0,44.0,77.0,59.0,60.0,60.0,48.0
video_recv_googFrameRateReceived,60.0,60.0,60.0,56.0,60.0,60.0,60.0,60.0,35.0,82.0,60.0,60.0,57.0,60.0,55.0,61.0,57.0,59.0,44.0,77.0,57.0,60.0,60.0,48.0
video_recv_googFrameWidthReceived,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_recv_googInterframeDelayMax,25.0,25.0,29.0,91.0,31.0,30.0,47.0,27.0,161.0,25.0,17.0,20.0,88.0,29.0,65.0,36.0,89.0,40.0,174.0,49.0,92.0,21.0,108.0,66.0
video_recv_googJitterBufferMs,37.0,35.0,34.0,33.0,31.0,30.0,28.0,27.0,30.0,29.0,27.0,25.0,25.0,23.0,24.0,22.0,21.0,20.0,23.0,22.0,21.0,20.0,20.0,19.0
video_recv_googPlisSent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_bitsSentPerSecond,0.0,19238.2851445663,27611.336032388663,21696.0,20952.0,23296.0,22736.0,17920.0,22696.0,18136.0,28280.0,21088.0,16568.0,19088.0,18616.0,29528.0,27288.0,29408.0,40344.0,40400.0,40400.0,40400.0,40359.64035964036,32743.256743256745
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.847457627118644,49.59514170040486,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,49.95004995004995
audio_send_googJitterReceived,14.0,14.0,14.0,14.0,14.0,25.0,25.0,25.0,25.0,25.0,25.0,39.0,39.0,39.0,66.0,66.0,66.0,66.0,66.0,2.0,2.0,2.0,2.0,2.0
audio_send_googRtt,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
video_send_bitsSentPerSecond,0.0,173144.5663010967,140704.45344129554,115232.0,140152.0,153432.0,178448.0,175008.0,211944.0,172376.0,134352.0,108016.0,94008.0,92088.0,91480.0,110544.0,138088.0,129536.0,156728.0,161072.0,170080.0,164448.0,116915.08491508491,107820.17982017982
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,50.847457627118644,59.716599190283404,60.0,60.0,60.0,60.0,60.0,61.0,60.0,60.0,30.0,30.0,46.0,60.0,60.0,60.0,60.0,61.0,60.0,60.0,50.0,47.952047952047955,55.94405594405595
video_send_googEncodeUsagePercent,15.0,15.0,14.0,13.0,13.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video_send_googFrameHeightSent,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_send_googFrameRateSent,60.0,51.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,31.0,31.0,47.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,51.0,48.0,57.0
video_send_googFrameWidthSent,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_send_googRtt,58.0,45.0,118.0,137.0,100.0,76.0,57.0,45.0,36.0,29.0,69.0,52.0,108.0,80.0,60.0,75.0,60.0,48.0,37.0,30.0,40.0,47.0,37.0,45.0
video_recv_resolutionChangesReceived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video_send_resolutionChangesSent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_way_delay_audio_send,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
1_way_delay_video_send,29.0,22.5,59.0,68.5,50.0,38.0,28.5,22.5,18.0,14.5,34.5,26.0,54.0,40.0,30.0,37.5,30.0,24.0,18.5,15.0,20.0,23.5,18.5,22.5
