bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0,11330072.0
bweforvideo-googBucketDelay,1.0,1.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0
timestamp,1541205397,1541205398,1541205399,1541205400,1541205401,1541205402,1541205403,1541205404,1541205405,1541205406,1541205407,1541205408
audio_bitsReceivedPerSecond,0.0,1068385.7868020304,1026794.7947947948,996227.7722277723,1038894.8948948949,1074352.0,952000.0,1041152.0,954725.2747252748,925952.0,1008648.0,935816.0
audio_bitsSentPerSecond,0.0,1799155.3299492386,1590102.102102102,1688215.7842157842,1542422.4224224223,1592296.0,1591400.0,1547816.0,1604251.7482517483,1444520.0,1471832.0,1596416.0
audio_packetsSentPerSecond,0.0,352.28426395939084,333.3333333333333,355.64435564435564,325.3253253253253,339.0,333.0,330.0,343.65634365634367,324.0,329.0,338.0
audio_googLocalAddress,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345,35.204.125.129:36345
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,0.0,25275.1269035533,25057.057057057056,24543.456543456545,24656.656656656658,31120.0,40400.0,40400.0,40359.64035964036,40400.0,40400.0,40400.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.76142131979695,50.050050050050054,49.95004995004995,50.050050050050054,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.0
audio_send_googJitterReceived,2.0,2.0,2.0,2.0,23.0,23.0,23.0,2.0,2.0,2.0,1.0,1.0
audio_send_googRtt,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
video_send_bitsSentPerSecond,0.0,1750172.5888324874,1574366.3663663664,1609710.2897102898,1497097.0970970972,1538320.0,1531312.0,1483440.0,1543456.5434565435,1377016.0,1437640.0,1507648.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,273.0964467005076,260.2602602602603,269.73026973026975,246.24624624624624,262.0,256.0,249.0,266.73326673326676,240.0,255.0,258.0
video_send_googEncodeUsagePercent,104.0,64.0,64.0,57.0,55.0,52.0,50.0,48.0,47.0,46.0,45.0,44.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,53.0,61.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
