bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,5299733.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0,5423933.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541205407,1541205408,1541205409,1541205410,1541205411,1541205412,1541205413,1541205414,1541205415,1541205416,1541205417,1541205418,1541205419,1541205420,1541205421,1541205422,1541205423,1541205424,1541205425,1541205426,1541205427,1541205428,1541205429,1541205430,1541205431,1541205432,1541205433,1541205434,1541205435,1541205436,1541205437,1541205438,1541205439,1541205440,1541205441,1541205442,1541205443,1541205444,1541205445,1541205446,1541205447,1541205448,1541205449,1541205450,1541205451,1541205452,1541205453,1541205454,1541205455,1541205456,1541205457,1541205458,1541205459,1541205460,1541205461,1541205462,1541205463,1541205464,1541205465,1541205466,1541205467,1541205468,1541205469,1541205470,1541205471,1541205472,1541205473,1541205474,1541205475,1541205476,1541205477,1541205478,1541205479,1541205480,1541205481,1541205482,1541205483,1541205484,1541205485,1541205486,1541205487,1541205488,1541205489,1541205490,1541205491,1541205492,1541205493,1541205494,1541205495,1541205496,1541205497,1541205498,1541205499,1541205500,1541205501,1541205502,1541205503,1541205504,1541205505,1541205506,1541205507,1541205508,1541205509,1541205510,1541205511,1541205512,1541205513,1541205514
audio_bitsReceivedPerSecond,-1,-1,0.0,1546706.7067067067,1963976.0,2168383.6163836163,2319704.0,2571552.0,2513992.0,2653720.0,2671464.0,2597968.0,2503848.0,2658280.0,2585872.0,2651104.0,2491832.0,2598424.0,2692192.0,2632544.0,2650704.0,2531608.0,2581568.0,2580704.0,2635104.0,2542894.8948948947,2403104.0,2542161.8381618382,2053944.0,2191840.0,2206888.0,2111432.0,2075696.0,2072456.0,2110734.7347347345,2101506.4935064935,2044848.0,2163768.0,2033496.0,2073504.0,2132560.0,2086488.0,2065297.2972972973,2097502.4975024974,2098408.0,2085680.0,2047656.0,2151616.0,2019088.0,2087400.0,2127992.0,2086168.0,2068420.4204204204,2081038.961038961,2107320.0,2073296.0,2076824.0,2142376.0,2016184.1841841843,2085578.4215784215,2121736.0,2087304.0,2069024.0,2074496.0,2126912.0,2076840.0,2080592.0,2136440.0,2011352.0,2085184.0,2120600.0,2088808.0,2085872.0,2063896.0,2113656.0,2082384.0,2089152.0,2236744.0,1967272.0,2049464.0,2090000.0,2079328.0,2108720.0,2031616.0,2143192.0,2074576.0,2083712.0,2135432.0,2028128.0,2101248.0,2059416.0,2096448.0,2104912.0,2072936.0,2109264.0,2065760.0,2086856.0,2142312.0,2079303.3033033032,2025134.865134865,2102840.0,2088112.0,2099200.0,2045184.0,2109232.0,2086792.0,2101280.0,2118214.214214214
audio_bitsSentPerSecond,-1,-1,0.0,1988556.5565565566,2494136.0,2326201.798201798,2565176.0,2705824.0,2552064.0,2524888.0,2694376.0,2559640.0,2538088.0,2578224.0,2814248.0,2714216.0,2678192.0,2672072.0,2565872.0,2501160.0,2642400.0,2615632.0,2648896.0,2631520.0,2735896.0,2396812.8128128126,1945624.0,2132219.7802197803,2178416.0,2068344.0,2098336.0,2127032.0,2052416.0,2075640.0,2132052.052052052,2073926.073926074,2099416.0,2147000.0,2103376.0,2082144.0,2088904.0,2112520.0,2095559.5595595594,2056391.6083916083,2153680.0,1924472.0,2273632.0,2633584.0,2653352.0,2616272.0,2614144.0,2626952.0,2601449.4494494493,2587420.5794205796,2668632.0,2617504.0,2659504.0,2629304.0,2621613.6136136134,2622337.662337662,2598912.0,2646432.0,2625280.0,2580288.0,2633088.0,2616632.0,2666064.0,2621960.0,2632848.0,2639176.0,2551504.0,2672848.0,2659720.0,2593960.0,2651104.0,2599040.0,2670664.0,2578264.0,2679312.0,2657544.0,2593040.0,2616056.0,2629816.0,2599184.0,2705904.0,2601904.0,1925440.0,2089616.0,2169392.0,2169400.0,2064472.0,2140392.0,2100176.0,2041400.0,2113216.0,2052248.0,2186664.0,2018648.0,2141389.389389389,2121158.8411588413,2050008.0,2148328.0,2089624.0,2042808.0,2135552.0,2059408.0,2147264.0,2558398.3983983984
audio_packetsSentPerSecond,-1,-1,0.0,310.3103103103103,374.0,353.64635364635365,376.0,392.0,373.0,373.0,384.0,376.0,372.0,374.0,401.0,390.0,392.0,388.0,375.0,366.0,388.0,374.0,380.0,382.0,396.0,360.36036036036035,309.0,331.6683316683317,332.0,321.0,324.0,327.0,321.0,326.0,330.33033033033036,323.6763236763237,324.0,333.0,323.0,321.0,325.0,326.0,322.32232232232235,318.68131868131866,331.0,309.0,345.0,385.0,391.0,382.0,382.0,380.0,374.3743743743744,379.6203796203796,386.0,381.0,387.0,382.0,384.38438438438436,381.6183816183816,380.0,379.0,383.0,374.0,384.0,383.0,386.0,382.0,388.0,384.0,373.0,382.0,385.0,379.0,376.0,380.0,386.0,377.0,391.0,386.0,377.0,378.0,379.0,377.0,389.0,380.0,308.0,325.0,333.0,330.0,326.0,328.0,321.0,322.0,328.0,322.0,336.0,319.0,330.33033033033036,328.6713286713287,324.0,326.0,323.0,322.0,330.0,323.0,329.0,375.37537537537537
audio_googLocalAddress,-1,-1,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975,10.164.0.9:35975
audio_googRemoteAddress,-1,-1,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867,10.164.0.8:45867
audio_googRtt,-1,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
audio_recv_bitsReceivedPerSecond,0.0,0.0,7008.0,25169.16916916917,25136.0,25214.785214785214,25256.0,25208.0,17376.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16904.0,16536.0,16720.0,16720.0,16720.0,16720.0,16688.0,16720.0,16736.736736736737,16712.0,16607.39260739261,16720.0,16568.0,15760.0,15408.0,15408.0,14704.0,14598.598598598599,15360.639360639361,14672.0,15168.0,15544.0,13232.0,13904.0,13448.0,14966.966966966967,14665.334665334665,15664.0,13592.0,14584.0,14832.0,14032.0,15176.0,15056.0,16504.0,15311.31131131131,14993.006993006993,15416.0,15424.0,11568.0,10544.0,15335.335335335336,15424.575424575425,15128.0,15440.0,15584.0,15168.0,15440.0,15440.0,15440.0,15440.0,15096.0,15440.0,14832.0,15440.0,15448.0,15488.0,15440.0,15456.0,15448.0,15456.0,15440.0,15440.0,15440.0,15440.0,15456.0,15440.0,14680.0,14984.0,14992.0,15056.0,15024.0,14976.0,15000.0,15440.0,15440.0,15080.0,15440.0,15440.0,15032.0,15616.0,15455.455455455456,15424.575424575425,15440.0,14824.0,15032.0,15048.0,15440.0,15080.0,15440.0,15903.903903903903
audio_recv_packetsReceivedPerSecond,0.0,0.0,16.0,50.050050050050054,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054
audio_recv_googCurrentDelayMs,0.0,0.0,28.0,34.0,34.0,44.0,44.0,34.0,44.0,44.0,35.0,45.0,46.0,47.0,47.0,38.0,48.0,47.0,37.0,38.0,38.0,38.0,38.0,37.0,37.0,37.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,40.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,38.0,48.0,48.0,48.0,38.0,38.0,48.0,48.0,48.0
