bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,149186.0,161938.0,175893.0,190964.0,207241.0,203219.0,220477.0,239115.0,259244.0,245572.0,266218.0,266218.0,266218.0,224101.0,224101.0,224101.0,224101.0,224101.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541181452,1541181453,1541181454,1541181455,1541181456,1541181457,1541181458,1541181459,1541181460,1541181461,1541181462,1541181463,1541181464,1541181465,1541181466,1541181467,1541181468,1541181469
audio_bitsReceivedPerSecond,0.0,77957.44680851063,94590.5905905906,106856.0,178088.0,141112.0,149928.0,130245.75424575424,70440.0,73646.35364635364,76491.50849150849,96688.6886886887,178165.83416583415,197704.0,192064.0,156630.73852295408,123467.46746746746,171731.73173173174
audio_bitsSentPerSecond,0.0,187550.1519756839,163923.92392392393,198648.0,219576.0,227256.0,195904.0,205010.989010989,228312.0,138981.01898101898,183824.17582417582,154410.4104104104,102473.52647352648,192424.0,121864.0,104447.10578842316,100876.87687687688,204396.3963963964
audio_packetsSentPerSecond,0.0,122.59371833839919,120.12012012012012,125.0,131.0,131.0,129.0,128.87112887112886,130.0,126.87312687312688,135.86413586413587,161.16116116116117,180.81918081918081,163.0,143.0,135.72854291417167,128.12812812812814,148.14814814814815
audio_googLocalAddress,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953,35.204.137.161:36953
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,3088.0,3088.0,3172.0,3172.0,3172.0,3172.0,3172.0,3127.0,3127.0,3121.0,3121.0,3121.0,3121.0,3121.0,3121.0,3121.0,3537.0,3537.0
audio_send_bitsSentPerSecond,0.0,16907.801418439718,16656.656656656658,16536.0,16672.0,16888.0,16504.0,16791.20879120879,16448.0,16759.240759240758,16615.384615384617,16536.536536536536,16639.36063936064,16600.0,16544.0,16686.626746506987,16736.736736736737,16736.736736736737
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
audio_send_packetsSentPerSecond,0.0,50.65856129685917,50.050050050050054,49.0,50.0,51.0,49.0,50.94905094905095,49.0,50.94905094905095,49.95004995004995,50.050050050050054,49.95004995004995,50.0,50.0,49.9001996007984,50.050050050050054,50.050050050050054
audio_send_googJitterReceived,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,98.0,98.0,98.0,120.0,120.0,120.0
audio_send_googRtt,9151.0,9151.0,9151.0,9151.0,9151.0,9151.0,9151.0,9151.0,9151.0,9151.0,9151.0,9151.0,6945.0,6945.0,6945.0,6128.0,6128.0,6128.0
video_send_bitsSentPerSecond,0.0,160097.26443768997,161025.02502502504,170536.0,191976.0,239448.0,194736.0,227804.1958041958,233752.0,209734.26573426573,257062.93706293707,272472.47247247247,268755.24475524476,255032.0,264792.0,242730.53892215568,188844.84484484483,300916.9169169169
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,0.0,23.0,28.0,38.0,41.0,55.0,70.0,0.0,102.0,131.0
video_send_packetsSentPerSecond,0.0,60.790273556231,59.05905905905906,60.0,60.0,62.0,60.0,60.93906093906094,63.0,61.938061938061935,74.92507492507492,95.09509509509509,104.8951048951049,84.0,69.0,65.86826347305389,59.05905905905906,76.07607607607608
video_send_googEncodeUsagePercent,16.0,16.0,15.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
video_send_googFrameHeightSent,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_send_googFrameRateSent,60.0,61.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,59.0
video_send_googFrameWidthSent,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_send_googRtt,3935.0,3672.0,3522.0,3473.0,3460.0,4276.0,3948.0,3681.0,3473.0,3342.0,3246.0,3269.0,4159.0,4494.0,4228.0,4631.0,4815.0,4789.0
audio_recv_bitsReceivedPerSecond,0.0,14168.186423505573,22998.998998999,18280.0,21272.0,14824.0,20448.0,20283.716283716283,8344.0,14377.622377622378,15688.311688311689,20236.236236236236,24007.99200799201,31024.0,29368.0,21852.295409181635,18658.65865865866,25881.881881881884
