audio_send_bitsSentPerSecond,0.0,14792.452830188678,17614.67889908257,15560.0,15576.0,16720.0,16544.0,15504.0,16591.40859140859,16712.712712712713,15976.0,16463.536463536464,15976.0,16560.0,15640.0,15104.0,16088.0,16288.0,15976.0,16456.0,16408.0,16304.0,15728.0,16786.885245901638,16238.044633368756,16539.130434782608,13848.888888888889,17267.75956284153,13365.558912386707,15688.311688311689,15984.158415841584,15765.419615773508,14662.662662662662,15417.165668662674,14946.378174976482,15760.93916755603,14496.0,15792.207792207791,16552.55255255255,15912.0,15704.0,16464.0,16392.0,16584.584584584583,15776.0,2410.7850911974624
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.041017227235436,49.80340760157274,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.050050050050054,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.04314063848145,49.94686503719447,50.0,48.888888888888886,50.27322404371585,49.34541792547835,50.94905094905095,49.504950495049506,49.54499494438827,50.050050050050054,49.9001996007984,49.858889934148635,50.16008537886873,50.0,49.95004995004995,50.050050050050054,50.0,50.0,50.0,50.0,50.050050050050054,50.0,6.3441712926249005
audio_send_googJitterReceived,110.0,110.0,110.0,110.0,110.0,110.0,101.0,101.0,101.0,101.0,105.0,105.0,105.0,105.0,105.0,105.0,111.0,111.0,111.0,111.0,111.0,99.0,99.0,117.0,117.0,117.0,117.0,117.0,115.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,105.0,105.0,115.0,115.0,115.0,115.0,100.0,100.0,100.0,100.0
audio_send_googRtt,28.0,28.0,28.0,28.0,28.0,28.0,22.0,22.0,22.0,22.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0,15.0,15.0,50.0,50.0,50.0,50.0,50.0,18.0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
video_send_bitsSentPerSecond,0.0,1619885.1517637407,1615926.605504587,1488160.0,1545136.0,1542120.0,1617312.0,1411680.0,1555876.123876124,1469133.1331331332,1345744.0,1534673.3266733268,1462936.0,1334896.0,1464856.0,1456952.0,1569768.0,1345240.0,1523288.0,1444696.0,1374144.0,1591144.0,1380584.0,1596814.4952545299,1509262.4867162593,1551800.0,1544044.4444444445,1643610.9289617487,1535258.8116817723,1522781.2187812189,1398328.712871287,1396376.137512639,1497553.5535535535,1413037.9241516965,1373817.4976481656,1501088.5805763074,1428248.0,1509810.18981019,1438174.1741741742,1539936.0,1395552.0,1421536.0,1485120.0,1424880.8808808809,1426984.0,149436.95479777953
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,265.79163248564396,267.3656618610747,250.0,261.0,257.0,266.0,247.0,265.73426573426576,256.2562562562563,241.0,261.7382617382617,255.0,237.0,252.0,247.0,257.0,237.0,258.0,254.0,246.0,269.0,241.0,264.4521138912856,252.92242295430393,259.7826086956522,258.8888888888889,268.8524590163934,259.81873111782477,259.7402597402597,245.54455445544554,242.66936299292215,255.25525525525526,249.500998003992,245.53151458137347,256.136606189968,250.0,251.74825174825176,246.24624624624624,263.0,245.0,248.0,254.0,249.24924924924926,250.0,29.341792228390165
video_send_googEncodeUsagePercent,64.0,64.0,64.0,58.0,55.0,53.0,51.0,49.0,48.0,47.0,46.0,45.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,64.0,59.0,57.0,55.0,53.0,52.0,50.0,49.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,58.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,61.0,60.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,59.0,60.0,60.0,61.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_send_googRtt,34.0,32.0,27.0,23.0,20.0,18.0,21.0,21.0,19.0,18.0,17.0,17.0,16.0,16.0,15.0,15.0,15.0,16.0,17.0,17.0,16.0,15.0,16.0,26.0,25.0,25.0,24.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,17.0,17.0,16.0
audio_recv_bitsReceivedPerSecond,0.0,5453.650533223954,9929.226736566186,6728.0,7720.0,7600.0,4656.0,5480.0,7616.383616383617,7639.639639639639,7176.0,6761.238761238761,7024.0,7848.0,5880.0,6728.0,7632.0,6912.0,7528.0,7608.0,7520.0,7704.0,6720.0,7168.2484900776535,7039.31987247609,6347.826086956522,5093.333333333333,8568.306010928962,7790.533736153072,6353.646353646353,7675.247524752475,7951.466127401415,6878.878878878879,7560.878243512974,6705.55032925682,8179.295624332977,6952.0,5850.14985014985,6998.998998998999,7504.0,7176.0,7592.0,7576.0,7447.447447447447,6696.0,2969.0721649484535
audio_recv_packetsReceivedPerSecond,0.0,5.742411812961444,10.484927916120578,7.0,8.0,8.0,5.0,6.0,7.992007992007992,8.008008008008009,8.0,6.993006993006993,7.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.765314926660914,8.501594048884165,7.608695652173913,5.555555555555555,8.743169398907105,8.056394763343404,6.993006993006993,7.920792079207921,8.088978766430738,7.007007007007007,7.984031936127744,7.525870178739416,8.537886872998932,8.0,5.994005994005994,7.007007007007007,8.0,8.0,8.0,8.0,8.008008008008009,7.0,3.1720856463124503
audio_recv_googCurrentDelayMs,30.0,27.0,25.0,24.0,32.0,30.0,23.0,17.0,24.0,19.0,35.0,24.0,24.0,30.0,24.0,28.0,28.0,26.0,21.0,25.0,28.0,34.0,30.0,34.0,42.0,37.0,38.0,25.0,29.0,35.0,30.0,27.0,25.0,16.0,23.0,17.0,17.0,20.0,17.0,15.0,23.0,22.0,19.0,31.0,30.0,23.0
audio_recv_googJitterBufferMs,6.0,6.0,1.0,1.0,11.0,10.0,5.0,1.0,6.0,1.0,13.0,4.0,5.0,8.0,3.0,9.0,6.0,7.0,1.0,6.0,6.0,10.0,9.0,7.0,13.0,5.0,9.0,2.0,3.0,11.0,9.0,8.0,9.0,2.0,8.0,0.0,3.0,8.0,7.0,4.0,8.0,8.0,1.0,11.0,9.0,22.0
audio_recv_googJitterReceived,108.0,108.0,104.0,104.0,104.0,104.0,121.0,121.0,121.0,121.0,109.0,109.0,109.0,109.0,109.0,120.0,120.0,120.0,120.0,102.0,102.0,102.0,102.0,107.0,107.0,107.0,107.0,107.0,101.0,101.0,101.0,101.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,109.0,109.0,109.0,109.0,109.0,109.0,102.0
audio_recv_googPreferredJitterBufferMs,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0
video_recv_bitsReceivedPerSecond,0.0,1119573.4208367513,968964.6133682831,1002160.0,978944.0,1060344.0,938184.0,1011776.0,914765.2347652348,915779.7797797797,953680.0,907924.0759240759,876880.0,939768.0,921504.0,975776.0,904760.0,961696.0,911208.0,913888.0,963720.0,879344.0,937752.0,964928.3865401208,1025079.7024442083,954191.304347826,1022880.0,962483.0601092896,1016563.9476334341,947676.3236763236,985600.0,892052.5783619818,917453.4534534535,961197.6047904191,906468.4854186266,886318.0362860193,948032.0,924283.7162837163,958598.5985985986,922472.0,965536.0,907528.0,915520.0,967063.0630630631,912624.0,150280.72957969864
video_recv_packetsReceivedPerSecond,0.0,146.02132895816243,127.129750982962,130.0,129.0,139.0,124.0,132.0,122.87712287712287,119.11911911911912,127.0,123.87612387612387,119.0,125.0,123.0,125.0,117.0,128.0,121.0,122.0,126.0,118.0,128.0,128.99050905953408,136.02550478214664,123.91304347826087,132.22222222222223,126.77595628415301,131.92346424974824,124.87512487512487,131.68316831683168,120.32355915065723,123.12312312312312,129.74051896207584,122.29539040451552,117.39594450373532,126.0,120.87912087912088,120.12012012012012,122.0,128.0,123.0,122.0,130.13013013013014,122.0,20.61855670103093
video_recv_googCurrentDelayMs,82.0,82.0,83.0,82.0,81.0,79.0,78.0,76.0,73.0,71.0,71.0,70.0,70.0,69.0,69.0,69.0,68.0,68.0,67.0,67.0,67.0,66.0,66.0,84.0,83.0,83.0,81.0,79.0,77.0,76.0,74.0,71.0,71.0,71.0,70.0,70.0,69.0,69.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,66.0
video_recv_googDecodeMs,9.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
video_recv_googFrameHeightReceived,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_recv_googFrameRateOutput,49.0,61.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,60.0,61.0,60.0,60.0,57.0,60.0,60.0,60.0,61.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,0.0
video_recv_googFrameRateReceived,59.0,60.0,60.0,60.0,55.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,58.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,61.0,60.0,60.0,60.0,58.0,60.0,59.0,60.0,59.0,60.0,60.0,60.0,59.0,60.0,60.0,59.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,0.0
video_recv_googFrameWidthReceived,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_recv_googInterframeDelayMax,67.0,19.0,19.0,21.0,23.0,19.0,20.0,28.0,19.0,20.0,20.0,20.0,18.0,18.0,19.0,19.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,22.0,18.0,18.0,21.0,18.0,65.0,18.0,30.0,23.0,18.0,19.0,19.0,26.0,18.0,19.0,19.0,18.0,19.0,18.0,19.0,22.0,18.0,-1.0
video_recv_googJitterBufferMs,59.0,61.0,61.0,60.0,60.0,59.0,59.0,58.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0,55.0,55.0,54.0,54.0,54.0,53.0,53.0,62.0,62.0,62.0,61.0,60.0,60.0,59.0,58.0,57.0,57.0,57.0,56.0,56.0,56.0,55.0,55.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0
video_recv_googPlisSent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_resolutionChangesSent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
video_recv_resolutionChangesReceived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1_way_delay_audio_send,14.0,14.0,14.0,14.0,14.0,14.0,11.0,11.0,11.0,11.0,7.5,7.5,7.5,7.5,7.5,7.5,8.5,8.5,8.5,8.5,8.5,7.5,7.5,25.0,25.0,25.0,25.0,25.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
1_way_delay_video_send,17.0,16.0,13.5,11.5,10.0,9.0,10.5,10.5,9.5,9.0,8.5,8.5,8.0,8.0,7.5,7.5,7.5,8.0,8.5,8.5,8.0,7.5,8.0,13.0,12.5,12.5,12.0,10.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,8.5,8.0,8.0,8.5,8.5,8.0
ear_ear_delay_audio_send,21.0,27.0,19.0,23.0,16.0,17.0,22.0,20.0,19.0,20.0,9.5,15.5,7.5,10.5,15.5,14.5,12.5,16.5,16.5,9.5,19.5,16.5,29.5,31.0,31.0,26.0,26.0,36.0,19.0,14.0,10.0,15.0,9.0,21.0,12.0,13.0,16.0,11.0,17.0,14.0,15.0,9.0,14.0,14.0,18.0,17.0
audio_recv_kbitsReceivedPerSecond,0,5,9,6,7,7,4,5,7,7,7,6,6,7,5,6,7,6,7,7,7,7,6,7,6,6,4,8,7,6,7,7,6,7,6,7,6,5,6,7,7,7,7,7,6,2
video_recv_kbitsReceivedPerSecond,0,1093,946,978,956,1035,916,988,893,894,931,886,856,917,899,952,883,939,889,892,941,858,915,942,1001,931,998,939,992,925,962,871,895,938,885,865,925,902,936,900,942,886,894,944,891,146
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,93.696,93.552,93.744,93.648,93.816,93.792,93.672,93.72,93.744,93.72,93.97200000000001,93.828,94.02,93.94800000000001,93.828,93.852,93.9,93.804,93.804,93.97200000000001,93.732,93.804,93.456,93.456,93.57600000000001,93.57600000000001,93.336,93.744,93.864,93.96000000000001,93.84,93.98400000000001,93.696,93.912,93.888,93.816,93.936,93.792,93.864,93.84,93.98400000000001,93.864,93.864,93.768
kpi_audio_synchronization,4.418680057397249,4.415995436191745,4.4195671256965126,4.4177890832834565,4.420890394582528,4.420450283536384,4.418235058276864,4.419124080064001,4.4195671256965126,4.419124080064001,4.423727218617665,4.4211100828831364,4.4245917383440005,4.423293483768257,4.4211100828831364,4.421548724676544,4.422423067,4.420670461442753,4.420670461442753,4.423727218617665,4.419345725045825,4.420670461442753,4.414186221580288,4.414186221580288,4.416445308871168,4.416445308871168,4.411902868100608,4.4195671256965126,4.4217676780241915,4.423510474048,4.421329526272,4.423943717404673,4.418680057397249,4.422641039394304,4.422204849258496,4.420890394582528,4.423076247851008,4.420450283536384,4.4217676780241915,4.421329526272,4.423943717404673,4.4217676780241915,4.4217676780241915,4.420009193714176
eye_eye_delay_video_send,79.0,78.0,75.5,72.5,70.0,69.0,69.5,68.5,66.5,66.0,65.5,64.5,64.0,64.0,62.5,62.5,61.5,62.0,61.5,61.5,61.0,60.5,60.0,72.0,73.5,73.5,72.0,70.5,68.5,68.5,67.5,66.0,66.0,66.0,66.0,66.0,65.0,64.5,64.5,63.5,63.5,62.0,62.0,62.5,61.5,61.0
kpi_video_synchronization,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
av_delay_send,-58.0,-51.0,-56.5,-49.5,-54.0,-52.0,-47.5,-48.5,-47.5,-46.0,-56.0,-49.0,-56.5,-53.5,-47.0,-48.0,-49.0,-45.5,-45.0,-52.0,-41.5,-44.0,-30.5,-41.0,-42.5,-47.5,-46.0,-34.5,-49.5,-54.5,-57.5,-51.0,-57.0,-45.0,-54.0,-53.0,-49.0,-53.5,-47.5,-49.5,-48.5,-53.0,-48.0,-48.5,-43.5,-44.0
kpi_av_synchronization,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_fps_stability,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
kpi_q_audio,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
