bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,2372242.0,2388069.0,2398201.0,2414882.0,1459851.0,1848232.0,1993561.0,2073625.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541192064,1541192065,1541192066,1541192067,1541192068,1541192069,1541192070,1541192071
audio_bitsReceivedPerSecond,1793729.9088649545,1957846.1538461538,2076248.0,1993296.0,1878376.0,2006120.0,1661240.0,1987323.3233233234
audio_bitsSentPerSecond,1839502.89975145,1704502.564102564,1615032.0,1644528.0,1653824.0,1556848.0,1647528.0,1430854.8548548548
audio_packetsSentPerSecond,359.5691797845899,356.4102564102564,340.0,344.0,335.0,336.0,352.0,320.3203203203203
audio_googLocalAddress,35.204.137.161:48370,35.204.137.161:48370,35.204.137.161:48370,35.204.137.161:48370,35.204.137.161:48370,35.204.137.161:48370,35.204.137.161:48370,35.204.137.161:48370
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,47.0,47.0,39.0,39.0,35.0,35.0,35.0,30.0
audio_send_bitsSentPerSecond,17193.0405965203,13497.435897435897,15816.0,15816.0,15856.0,15856.0,15856.0,15879.87987987988
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,49.71002485501243,50.0,50.0,50.0,50.0,50.0,50.0,50.050050050050054
audio_send_googJitterReceived,99.0,113.0,113.0,113.0,113.0,113.0,113.0,97.0
audio_send_googRtt,22.0,140.0,140.0,140.0,140.0,140.0,140.0,17.0
video_send_bitsSentPerSecond,1801166.5285832642,1663292.3076923077,1577584.0,1604104.0,1621920.0,1513488.0,1609144.0,1408600.6006006007
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,282.51864125932065,273.0769230769231,262.0,265.0,265.0,255.0,270.0,247.24724724724726
video_send_googEncodeUsagePercent,64.0,64.0,59.0,56.0,54.0,52.0,51.0,50.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_send_googRtt,50.0,50.0,39.0,42.0,48.0,38.0,31.0,27.0
audio_recv_bitsReceivedPerSecond,12420.878210439105,43056.41025641026,38640.0,42000.0,30880.0,44520.0,42000.0,41201.2012012012
audio_recv_packetsReceivedPerSecond,14.084507042253522,51.282051282051285,46.0,50.0,36.0,53.0,50.0,49.049049049049046
audio_recv_googCurrentDelayMs,234.0,243.0,275.0,341.0,350.0,349.0,358.0,364.0
audio_recv_googJitterBufferMs,41.0,146.0,173.0,302.0,206.0,309.0,331.0,333.0
