video_send_googRtt,23.0,20.0,23.0,26.0,25.0,22.0,19.0,20.0,18.0,21.0,19.0,18.0,21.0,19.0,17.0,23.0,41.0,54.0,42.0,42.0,34.0,28.0,25.0,21.0,20.0,18.0,17.0,23.0,20.0,45.0,37.0,30.0,25.0,22.0,21.0,19.0,18.0,18.0
audio_recv_bitsReceivedPerSecond,7840.15984015984,7904.0,7880.0,7936.0,7888.0,6918.918918918919,7632.367632367633,6128.0,6888.0,7840.0,7808.0,7776.0,7864.0,7768.0,7816.0,7736.0,7736.0,7728.0,7800.0,0.0,42424.242424242424,42000.0,42000.0,42000.0,42000.0,35552.0,48448.0,42000.0,25584.0,25992.0,41480.0,42000.0,41958.041958041955,42000.0,41958.041958041955,41160.0,42882.882882882885,42000.0
audio_recv_packetsReceivedPerSecond,7.992007992007992,8.0,8.0,8.0,8.0,7.007007007007007,7.992007992007992,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,50.505050505050505,50.0,50.0,50.0,50.0,42.0,58.0,50.0,29.0,31.0,50.0,50.0,49.95004995004995,50.0,49.95004995004995,49.0,51.051051051051054,50.0
audio_recv_googCurrentDelayMs,47.0,45.0,49.0,44.0,43.0,45.0,40.0,35.0,36.0,31.0,37.0,36.0,38.0,43.0,38.0,33.0,38.0,44.0,41.0,419.0,416.0,409.0,413.0,407.0,413.0,336.0,370.0,396.0,299.0,240.0,253.0,329.0,318.0,328.0,320.0,321.0,350.0,356.0
audio_recv_googJitterBufferMs,15.0,32.0,16.0,16.0,16.0,19.0,19.0,12.0,16.0,31.0,16.0,16.0,18.0,23.0,18.0,13.0,18.0,26.0,21.0,411.0,413.0,413.0,413.0,413.0,413.0,253.0,413.0,413.0,45.0,70.0,183.0,292.0,306.0,316.0,330.0,362.0,382.0,382.0
audio_recv_googJitterReceived,115.0,115.0,115.0,115.0,115.0,115.0,109.0,109.0,109.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,104.0,104.0,104.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0
audio_recv_googPreferredJitterBufferMs,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,740.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,360.0,360.0
video_recv_bitsReceivedPerSecond,111120.87912087912,90208.0,108328.0,129624.0,121192.0,155115.11511511513,140995.004995005,136040.0,139712.0,138520.0,102720.0,101408.0,124720.0,143080.0,144064.0,181952.0,167520.0,183104.0,218576.0,0.0,230197.9797979798,170576.0,183376.0,148936.0,166944.0,196216.0,196456.0,162544.0,197744.0,197416.0,222328.0,200776.0,228475.52447552446,211656.0,141050.94905094904,212832.0,166238.23823823823,149912.0
video_recv_packetsReceivedPerSecond,40.95904095904096,58.0,61.0,60.0,59.0,61.06106106106106,59.94005994005994,60.0,60.0,55.0,45.0,60.0,60.0,60.0,60.0,63.0,59.0,60.0,61.0,0.0,60.60606060606061,36.0,60.0,39.0,54.0,51.0,69.0,59.0,61.0,60.0,60.0,59.0,61.938061938061935,60.0,33.96603396603397,61.0,62.06206206206206,49.0
video_recv_googCurrentDelayMs,46.0,43.0,41.0,39.0,38.0,37.0,36.0,35.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,110.0,106.0,114.0,110.0,106.0,114.0,110.0,108.0,106.0,102.0,99.0,95.0,93.0,89.0,87.0,85.0,99.0,97.0,94.0
video_recv_googDecodeMs,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
video_recv_googFrameHeightReceived,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,360.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,360.0,180.0,180.0,180.0
video_recv_googFrameRateOutput,41.0,58.0,61.0,59.0,58.0,61.0,58.0,60.0,60.0,55.0,44.0,60.0,60.0,59.0,61.0,60.0,59.0,60.0,60.0,59.0,59.0,37.0,60.0,37.0,41.0,52.0,61.0,60.0,62.0,59.0,58.0,59.0,58.0,58.0,39.0,54.0,57.0,52.0
video_recv_googFrameRateReceived,41.0,57.0,61.0,59.0,60.0,60.0,56.0,60.0,60.0,55.0,45.0,60.0,60.0,60.0,60.0,61.0,59.0,60.0,61.0,60.0,60.0,25.0,60.0,37.0,48.0,51.0,63.0,59.0,61.0,59.0,60.0,59.0,61.0,59.0,31.0,57.0,62.0,49.0
video_recv_googFrameWidthReceived,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,640.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,640.0,320.0,320.0,320.0
video_recv_googInterframeDelayMax,81.0,58.0,21.0,36.0,48.0,24.0,81.0,22.0,134.0,52.0,53.0,22.0,49.0,36.0,20.0,39.0,22.0,29.0,55.0,25.0,19.0,209.0,37.0,158.0,350.0,85.0,19.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,54.0,322.0,19.0,37.0
video_recv_googJitterBufferMs,35.0,32.0,30.0,28.0,27.0,26.0,25.0,24.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,99.0,95.0,103.0,99.0,95.0,103.0,99.0,97.0,95.0,91.0,88.0,84.0,82.0,78.0,76.0,74.0,88.0,86.0,83.0
video_recv_googPlisSent,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_resolutionChangesSent,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video_recv_resolutionChangesReceived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4
1_way_delay_audio_send,17.0,17.0,17.0,31.5,31.5,31.5,31.5,47.0,47.0,47.0,47.0,47.0,47.0,47.0,15.5,15.5,15.5,15.5,15.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
1_way_delay_video_send,11.5,10.0,11.5,13.0,12.5,11.0,9.5,10.0,9.0,10.5,9.5,9.0,10.5,9.5,8.5,11.5,20.5,27.0,21.0,21.0,17.0,14.0,12.5,10.5,10.0,9.0,8.5,11.5,10.0,22.5,18.5,15.0,12.5,11.0,10.5,9.5,9.0,9.0
ear_ear_delay_audio_send,428.0,430.0,430.0,444.5,444.5,444.5,284.5,460.0,460.0,92.0,117.0,230.0,339.0,353.0,331.5,345.5,377.5,397.5,397.5,22.5,39.5,23.5,23.5,23.5,26.5,26.5,19.5,23.5,38.5,23.5,23.5,25.5,30.5,25.5,20.5,25.5,33.5,28.5
audio_recv_kbitsReceivedPerSecond,7,7,7,7,7,6,7,5,6,7,7,7,7,7,7,7,7,7,7,0,41,41,41,41,41,34,47,41,24,25,40,41,40,41,40,40,41,41
video_recv_kbitsReceivedPerSecond,108,88,105,126,118,151,137,132,136,135,100,99,121,139,140,177,163,178,213,0,224,166,179,145,163,191,191,158,193,192,217,196,223,206,137,207,162,146
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,56.351000000000006,56.083,56.083,54.14,54.14,54.14,75.58000000000001,52.063,52.063,91.992,91.392,82.88300000000001,68.277,66.40100000000001,69.28200000000001,67.406,63.118,60.438,93.66,93.25200000000001,93.636,93.636,93.636,93.56400000000001,93.56400000000001,93.732,93.636,93.276,93.636,93.636,93.58800000000001,93.468,93.58800000000001,93.708,93.58800000000001,93.396
kpi_audio_synchronization,2.9094577820391434,2.895372082213491,2.895372082213491,2.7930530663920003,2.7930530663920003,2.7930530663920003,3.846588072216001,2.6835439573816715,2.6835439573816715,4.384693260035585,4.371593118121984,4.128155115964292,3.515188050690469,3.423999739565594,3.5631479576236247,3.4731084896040887,3.2599391399267765,3.1226609536462964,4.418012192728001,4.410290121146945,4.417565730015808,4.417565730015808,4.417565730015808,4.416220494188992,4.416220494188992,4.419345725045825,4.417565730015808,4.410752114219968,4.417565730015808,4.417565730015808,4.4166698801656965,4.414413223485377,4.4166698801656965,4.418902190823617,4.4166698801656965,4.413047573578048
eye_eye_delay_video_send,110.5,105.0,114.5,112.0,107.5,114.0,108.5,107.0,104.0,101.5,97.5,93.0,92.5,87.5,84.5,85.5,108.5,113.0,104.0,56.0,49.0,44.0,40.5,37.5,36.0,34.0,32.5,36.5,34.0,45.5,40.5,36.0,32.5,30.0,28.5,26.5,25.0,24.0
kpi_video_synchronization,4.86,4.933333333333334,4.806666666666667,4.84,4.9,4.8133333333333335,4.886666666666667,4.906666666666666,4.946666666666666,4.98,5,5,5,5,5,5,4.886666666666667,4.826666666666666,4.946666666666666,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
av_delay_send,317.5,325.0,315.5,332.5,337.0,330.5,176.0,353.0,356.0,-9.5,19.5,137.0,246.5,265.5,247.0,260.0,269.0,284.5,293.5,-33.5,-9.5,-20.5,-17.0,-14.0,-9.5,-7.5,-13.0,-13.0,4.5,-22.0,-17.0,-10.5,-2.0,-4.5,-8.0,-1.0,8.5,4.5
kpi_av_synchronization,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683
kpi_fps_stability,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_q_audio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5
kpi_q_video,1.5142857142857142,1.4,1.4,1.4,1.4,1.457142857142857,1.457142857142857,1.6285714285714286,1.5714285714285714,1.6285714285714286,1.8499999999999999,1.9,1.5714285714285714,1.6285714285714286,1.457142857142857,1.5714285714285714,1.7428571428571429,1.7428571428571429,1.5142857142857142,1.7428571428571429,1.7428571428571429,1.8499999999999999,1.7428571428571429,1.9,1.8,1.4,1.8,1.5714285714285714,1.457142857142857
qoe_simple_normal,3.0600984837186354,3.0476339350607584,3.0335598609866836,3.0258947851546663,3.032561451821333,3.032455631715513,3.157663224955217,3.059229751878387,3.0541503867990216,3.700838933654748,3.7385103464579985,3.7520013547475557,3.6963814420322003,3.706713652541439,3.67814222397001,3.697189843017629,3.7256118009416337,3.7256118009416337,3.6878638107193766,3.725761271589058,3.725004203167298,3.743618414446201,3.725761271589058,3.7518522089072994,3.734934802609487,3.668518875573966,3.73543357675818,3.6970903041453944
qoe_simple_smooth,2.9791461027662542,2.9476339350607588,2.933559860986684,2.9258947851546666,2.9325614518213334,2.9419794412393228,3.0671870344790264,2.9973249899736243,2.98272181537045,3.6389341717499857,3.713510346457998,3.7353346880808895,3.6249528706036287,3.6448088906366767,3.5876660334938197,3.6257612715890577,3.682754658084491,3.682754658084491,3.606911429766996,3.682904128731915,3.682147060310155,3.7186184144462007,3.682904128731915,3.735185542240633,3.7016014692761536,3.5685188755739663,3.7021002434248467,3.6256617327168232
