bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,243516.0,247136.0,251104.0,255092.0,259116.0,263232.0,267200.0,271212.0,275044.0,279128.0,283156.0,287188.0,290404.0,247297.0,247297.0,247297.0,268081.0,290527.0,314769.0,319116.0,262801.0,262801.0,284825.0,276768.0,299909.0,324902.0,343944.0,347264.0,312249.0,312249.0,338229.0,258956.0,280672.0,304126.0,329456.0,139033.0,71970.0,72414.0,75470.0,79905.0,84968.0,89536.0,94176.0,98570.0,103845.0,110412.0,61716.0,61716.0,62236.0,66320.0,70376.0,74248.0,78384.0,82188.0,86120.0,90320.0,52683.0,52683.0,53015.0,56955.0,60899.0,64555.0,69214.0,49548.0,53702.0,58808.0,62901.0,53854.0,54474.0,56478.0
bweforvideo-googBucketDelay,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
timestamp,1546010937,1546010938,1546010939,1546010940,1546010941,1546010942,1546010943,1546010944,1546010945,1546010946,1546010947,1546010948,1546010949,1546010950,1546010951,1546010952,1546010953,1546010954,1546010955,1546010956,1546010957,1546010958,1546010959,1546010960,1546010961,1546010962,1546010963,1546010964,1546010965,1546010966,1546010967,1546010968,1546010969,1546010970,1546010971,1546010937,1546010938,1546010939,1546010940,1546010941,1546010942,1546010943,1546010944,1546010945,1546010946,1546010947,1546010948,1546010949,1546010950,1546010951,1546010952,1546010953,1546010954,1546010955,1546010956,1546010957,1546010958,1546010959,1546010960,1546010961,1546010962,1546010963,1546010964,1546010965,1546010966,1546010967,1546010968,1546010969,1546010970,1546010971
audio_bitsReceivedPerSecond,123063.82978723405,177536.77277716793,112336.0,121848.0,133488.0,130824.0,142928.0,177128.0,169408.0,163480.0,141994.005994006,147443.44344344345,150704.0,116384.0,101392.0,144040.0,137000.0,152832.0,138696.0,137152.0,122200.0,135904.0,111420.88934850051,113246.85382381413,102832.0,116592.0,127416.0,108448.0,133016.0,96784.0,123720.0,103344.0,113168.0,114520.0,91320.0,0.0,238784.99542543458,252366.07142857142,238072.0,256944.0,245736.0,255816.0,236296.0,259256.0,236728.0,177536.0,151456.0,165194.8051948052,230216.0,196243.75624375624,238728.0,234298.2982982983,277202.7972027972,243664.0,208480.0,179656.0,148656.0,146504.0,30464.0,30401.598401598403,187615.23046092186,242882.2355289421,190361.63836163835,172324.32432432432,162941.05894105893,86030.03003003003,27056.0,11803.803803803803,70529.47052947053,183712.0
audio_bitsSentPerSecond,276447.7335800185,283416.02634467615,302312.0,299936.0,298096.0,315704.0,326392.0,326872.0,324912.0,320800.0,258573.42657342658,178418.4184184184,212048.0,281600.0,269712.0,282544.0,269800.0,318896.0,350512.0,258856.0,302328.0,241904.0,235160.28955532575,330036.78606001934,260264.0,345912.0,226000.0,308496.0,226248.0,306920.0,286184.0,124400.0,205400.0,257512.0,155232.0,0.0,150133.57731015552,96562.5,121792.0,123648.0,127144.0,146096.0,156912.0,164960.0,158736.0,153160.0,156496.0,114869.13086913087,105744.0,96631.36863136863,131560.0,134230.23023023023,135160.83916083915,130920.0,141368.0,124504.0,119984.0,93008.0,97256.0,98805.1948051948,111711.42284569138,117205.58882235529,119536.46353646353,95719.71971971972,108835.16483516483,99379.37937937937,109616.0,94814.81481481482,102833.16683316683,86344.0
audio_packetsSentPerSecond,141.53561517113783,156.9703622392975,170.0,158.0,174.0,170.0,182.0,170.0,188.0,192.0,176.82317682317682,187.1871871871872,194.0,160.0,149.0,141.0,155.0,176.0,206.0,198.0,201.0,141.0,131.3340227507756,147.14424007744432,156.0,205.0,178.0,193.0,166.0,161.0,192.0,153.0,129.0,160.0,139.0,0.0,111.61939615736505,82.58928571428571,92.0,117.0,127.0,127.0,126.0,120.0,118.0,125.0,117.0,77.92207792207792,84.0,105.89410589410589,117.0,119.11911911911912,106.89310689310689,107.0,103.0,109.0,103.0,73.0,73.0,75.92407592407592,98.19639278557115,111.77644710578842,91.9080919080919,87.08708708708708,72.92707292707293,75.07507507507508,89.0,64.06406406406407,72.92707292707293,92.0
audio_googLocalAddress,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.92.114:46336,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737,35.204.47.190:44737
audio_googRemoteAddress,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000
audio_googRtt,1239.0,1239.0,1239.0,1322.0,1322.0,1322.0,1398.0,1398.0,1501.0,1501.0,1501.0,1501.0,1784.0,1784.0,1949.0,1949.0,1949.0,1949.0,1949.0,1949.0,2004.0,2004.0,2004.0,2004.0,2004.0,2031.0,2031.0,2100.0,2100.0,2137.0,2137.0,2137.0,2137.0,2378.0,2378.0,87.0,87.0,69.0,69.0,55.0,55.0,55.0,45.0,45.0,37.0,37.0,37.0,31.0,31.0,27.0,27.0,27.0,24.0,24.0,21.0,21.0,21.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,24.0,24.0,24.0,22.0,22.0,20.0
