bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0,3149757.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
timestamp,1541193298,1541193299,1541193300,1541193301,1541193302,1541193303,1541193304,1541193305,1541193306,1541193307,1541193308,1541193309,1541193310,1541193311,1541193312,1541193313,1541193314,1541193315,1541193316,1541193317,1541193318,1541193319,1541193320
audio_bitsReceivedPerSecond,994460.7420189818,1056552.6036131775,980382.6086956522,1052631.111111111,990321.3114754099,1050070.4934541793,972395.6043956043,1018550.4950495049,921488.3720930233,945705.7057057057,991233.5329341317,936218.2502351834,914219.8505869798,977928.0,949570.4295704296,989829.8298298299,949064.0,993784.0,940760.0,943824.0,997597.5975975976,942984.0,157995.24187153054
audio_bitsSentPerSecond,1635623.8136324417,1550129.6493092454,1588304.347826087,1581617.7777777778,1682553.005464481,1571915.407854985,1522037.962037962,1477774.2574257427,1434103.134479272,1535607.6076076075,1449237.5249500999,1411333.9604891816,1536785.485592316,1465168.0,1545846.1538461538,1477109.109109109,1533992.0,1477888.0,1459912.0,1525072.0,1461877.8778778778,1464544.0,158261.69706582077
audio_packetsSentPerSecond,343.8308886971527,335.8129649309245,338.04347826086956,335.55555555555554,349.72677595628414,339.37562940584087,335.6643356643357,331.6831683168317,321.5369059656218,336.33633633633633,329.34131736526945,325.49388523047975,334.04482390608325,328.0,328.6713286713287,324.3243243243243,336.0,330.0,327.0,335.0,328.3283283283283,326.0,49.960348929421095
audio_googLocalAddress,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415,35.204.137.161:50415
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,24.0,24.0,22.0,22.0,22.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,16786.885245901638,16238.044633368756,16539.130434782608,13848.888888888889,17267.75956284153,13365.558912386707,15688.311688311689,15984.158415841584,15765.419615773508,14662.662662662662,15417.165668662674,14946.378174976482,15760.93916755603,14496.0,15792.207792207791,16552.55255255255,15912.0,15704.0,16464.0,16392.0,16584.584584584583,15776.0,2410.7850911974624
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,50.04314063848145,49.94686503719447,50.0,48.888888888888886,50.27322404371585,49.34541792547835,50.94905094905095,49.504950495049506,49.54499494438827,50.050050050050054,49.9001996007984,49.858889934148635,50.16008537886873,50.0,49.95004995004995,50.050050050050054,50.0,50.0,50.0,50.0,50.050050050050054,50.0,6.3441712926249005
audio_send_googJitterReceived,117.0,117.0,117.0,117.0,117.0,115.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,105.0,105.0,115.0,115.0,115.0,115.0,100.0,100.0,100.0,100.0
audio_send_googRtt,50.0,50.0,50.0,50.0,50.0,18.0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
video_send_bitsSentPerSecond,1596814.4952545299,1509262.4867162593,1551800.0,1544044.4444444445,1643610.9289617487,1535258.8116817723,1522781.2187812189,1398328.712871287,1396376.137512639,1497553.5535535535,1413037.9241516965,1373817.4976481656,1501088.5805763074,1428248.0,1509810.18981019,1438174.1741741742,1539936.0,1395552.0,1421536.0,1485120.0,1424880.8808808809,1426984.0,149436.95479777953
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,264.4521138912856,252.92242295430393,259.7826086956522,258.8888888888889,268.8524590163934,259.81873111782477,259.7402597402597,245.54455445544554,242.66936299292215,255.25525525525526,249.500998003992,245.53151458137347,256.136606189968,250.0,251.74825174825176,246.24624624624624,263.0,245.0,248.0,254.0,249.24924924924926,250.0,29.341792228390165
video_send_googEncodeUsagePercent,64.0,59.0,57.0,55.0,53.0,52.0,50.0,49.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,59.0,61.0,60.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,59.0,60.0,60.0,61.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_send_googRtt,26.0,25.0,25.0,24.0,21.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,17.0,17.0,16.0
audio_recv_bitsReceivedPerSecond,7168.2484900776535,7039.31987247609,6347.826086956522,5093.333333333333,8568.306010928962,7790.533736153072,6353.646353646353,7675.247524752475,7951.466127401415,6878.878878878879,7560.878243512974,6705.55032925682,8179.295624332977,6952.0,5850.14985014985,6998.998998998999,7504.0,7176.0,7592.0,7576.0,7447.447447447447,6696.0,2969.0721649484535
audio_recv_packetsReceivedPerSecond,7.765314926660914,8.501594048884165,7.608695652173913,5.555555555555555,8.743169398907105,8.056394763343404,6.993006993006993,7.920792079207921,8.088978766430738,7.007007007007007,7.984031936127744,7.525870178739416,8.537886872998932,8.0,5.994005994005994,7.007007007007007,8.0,8.0,8.0,8.0,8.008008008008009,7.0,3.1720856463124503
audio_recv_googCurrentDelayMs,34.0,42.0,37.0,38.0,25.0,29.0,35.0,30.0,27.0,25.0,16.0,23.0,17.0,17.0,20.0,17.0,15.0,23.0,22.0,19.0,31.0,30.0,23.0
audio_recv_googJitterBufferMs,7.0,13.0,5.0,9.0,2.0,3.0,11.0,9.0,8.0,9.0,2.0,8.0,0.0,3.0,8.0,7.0,4.0,8.0,8.0,1.0,11.0,9.0,22.0
audio_recv_googJitterReceived,107.0,107.0,107.0,107.0,107.0,101.0,101.0,101.0,101.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,109.0,109.0,109.0,109.0,109.0,109.0,102.0
audio_recv_googPreferredJitterBufferMs,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0
video_recv_bitsReceivedPerSecond,964928.3865401208,1025079.7024442083,954191.304347826,1022880.0,962483.0601092896,1016563.9476334341,947676.3236763236,985600.0,892052.5783619818,917453.4534534535,961197.6047904191,906468.4854186266,886318.0362860193,948032.0,924283.7162837163,958598.5985985986,922472.0,965536.0,907528.0,915520.0,967063.0630630631,912624.0,150280.72957969864
video_recv_packetsReceivedPerSecond,128.99050905953408,136.02550478214664,123.91304347826087,132.22222222222223,126.77595628415301,131.92346424974824,124.87512487512487,131.68316831683168,120.32355915065723,123.12312312312312,129.74051896207584,122.29539040451552,117.39594450373532,126.0,120.87912087912088,120.12012012012012,122.0,128.0,123.0,122.0,130.13013013013014,122.0,20.61855670103093
video_recv_googCurrentDelayMs,84.0,83.0,83.0,81.0,79.0,77.0,76.0,74.0,71.0,71.0,71.0,70.0,70.0,69.0,69.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,66.0
video_recv_googDecodeMs,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
video_recv_googFrameHeightReceived,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_recv_googFrameRateOutput,61.0,60.0,61.0,60.0,60.0,57.0,60.0,60.0,60.0,61.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,0.0
video_recv_googFrameRateReceived,60.0,60.0,60.0,58.0,60.0,59.0,60.0,59.0,60.0,60.0,60.0,59.0,60.0,60.0,59.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,0.0
video_recv_googFrameWidthReceived,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_recv_googInterframeDelayMax,22.0,18.0,18.0,21.0,18.0,65.0,18.0,30.0,23.0,18.0,19.0,19.0,26.0,18.0,19.0,19.0,18.0,19.0,18.0,19.0,22.0,18.0,-1.0
video_recv_googJitterBufferMs,62.0,62.0,62.0,61.0,60.0,60.0,59.0,58.0,57.0,57.0,57.0,56.0,56.0,56.0,55.0,55.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0
