audio_send_bitsSentPerSecond,0.0,40414.634146341465,40440.44044044044,40400.0,40207.792207792205,40592.59259259259,40096.0,40704.0,40360.0,40440.0,40400.0,40112.0,40568.0,40479.52047952048,23668.39378238342,25276.90447400242,24560.0,24448.0,23584.0,20904.0,21928.0,23464.0,25184.0,21688.0,18453.546453546453,28079.6812749004,19722.613065326634,25662.33766233766
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,49.796747967479675,50.050050050050054,50.0,49.95004995004995,50.050050050050054,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.086355785837654,50.78597339782346,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,49.800796812749006,50.25125628140704,49.95004995004995
audio_send_googJitterReceived,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,10.0,10.0,10.0,42.0,42.0,42.0,42.0,34.0,34.0,34.0,34.0,34.0
audio_send_googRtt,30.0,30.0,51.0,51.0,51.0,51.0,51.0,51.0,30.0,30.0,30.0,30.0,30.0,31.0,41.0,41.0,41.0,41.0,41.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0
video_send_bitsSentPerSecond,0.0,1810991.8699186991,1567695.6956956957,1474280.0,1552055.944055944,1536592.5925925926,1598696.0,1511776.0,1457712.0,1415512.0,1428328.0,1473096.0,1441440.0,1376463.5364635366,1493962.0034542314,1720096.7351874243,1559760.0,1611272.0,1581272.0,1597400.0,1570632.0,1460160.0,1395848.0,1450000.0,1473814.1858141858,1432820.717131474,1398681.407035176,1470497.5024975026
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,279.4715447154472,261.26126126126127,248.0,258.7412587412587,259.25925925925924,259.0,256.0,256.0,249.0,247.0,255.0,253.0,243.75624375624375,247.84110535405873,276.9044740024184,263.0,268.0,263.0,265.0,267.0,255.0,244.0,250.0,254.74525474525475,253.9840637450199,241.20603015075378,245.75424575424574
video_send_googEncodeUsagePercent,64.0,64.0,64.0,57.0,54.0,52.0,50.0,48.0,47.0,46.0,45.0,44.0,43.0,43.0,64.0,64.0,58.0,56.0,53.0,51.0,49.0,47.0,46.0,45.0,44.0,44.0,43.0,43.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_send_googRtt,17.0,19.0,17.0,18.0,17.0,16.0,15.0,18.0,17.0,17.0,17.0,16.0,15.0,15.0,21.0,20.0,20.0,19.0,17.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0
audio_recv_bitsReceivedPerSecond,0.0,26048.780487804877,13093.093093093094,16064.0,10629.37062937063,12076.076076076077,13128.0,17240.0,23400.0,13504.0,14128.0,18344.0,14672.0,25814.185814185814,42528.497409326425,41006.04594921403,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,41958.041958041955,42669.322709163345,41366.83417085427,41958.041958041955
audio_recv_packetsReceivedPerSecond,0.0,50.8130081300813,23.023023023023022,29.0,17.982017982017982,16.016016016016017,14.0,19.0,27.0,14.0,15.0,21.0,16.0,29.97002997002997,50.086355785837654,49.57678355501814,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.79681274900398,49.246231155778894,49.95004995004995
audio_recv_googCurrentDelayMs,59.0,46.0,36.0,32.0,34.0,29.0,28.0,48.0,36.0,31.0,28.0,43.0,31.0,43.0,362.0,362.0,363.0,364.0,364.0,364.0,365.0,366.0,367.0,368.0,369.0,359.0,370.0,370.0
audio_recv_googJitterBufferMs,35.0,42.0,6.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,30.0,2.0,5.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,360.0,350.0,350.0
audio_recv_googJitterReceived,11.0,11.0,10.0,10.0,10.0,10.0,42.0,42.0,42.0,34.0,34.0,34.0,34.0,34.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
audio_recv_googPreferredJitterBufferMs,20.0,20.0,420.0,420.0,320.0,340.0,340.0,320.0,320.0,320.0,340.0,420.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0
video_recv_bitsReceivedPerSecond,0.0,1072886.1788617887,1026738.7387387387,1037912.0,1000927.0729270729,1062446.4464464465,967560.0,990728.0,906744.0,926240.0,962896.0,917464.0,881336.0,938421.5784215784,1051495.682210708,1080532.0435308344,975784.0,962408.0,1013312.0,1006824.0,962584.0,1003424.0,887488.0,904408.0,961438.5614385614,923075.6972111554,902761.8090452261,912591.4085914086
video_recv_packetsReceivedPerSecond,0.0,140.2439024390244,135.13513513513513,137.0,131.86813186813185,138.13813813813815,128.0,135.0,120.0,122.0,129.0,126.0,120.0,119.88011988011988,137.30569948186528,137.84764207980652,127.0,125.0,130.0,130.0,124.0,130.0,121.0,121.0,125.87412587412588,125.4980079681275,124.62311557788945,118.88111888111888
video_recv_googCurrentDelayMs,78.0,81.0,81.0,79.0,79.0,77.0,75.0,73.0,71.0,68.0,67.0,67.0,67.0,66.0,77.0,80.0,82.0,80.0,78.0,77.0,76.0,74.0,72.0,69.0,69.0,68.0,68.0,67.0
video_recv_googDecodeMs,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0
video_recv_googFrameHeightReceived,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_recv_googFrameRateOutput,55.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
video_recv_googFrameRateReceived,57.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,61.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0
video_recv_googFrameWidthReceived,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_recv_googInterframeDelayMax,41.0,18.0,24.0,19.0,19.0,18.0,18.0,20.0,20.0,20.0,18.0,20.0,18.0,19.0,18.0,20.0,18.0,18.0,18.0,18.0,18.0,20.0,19.0,19.0,30.0,28.0,18.0,22.0
video_recv_googJitterBufferMs,57.0,58.0,58.0,57.0,57.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,53.0,59.0,59.0,59.0,59.0,58.0,58.0,58.0,57.0,57.0,56.0,56.0,56.0,55.0,54.0
video_recv_googPlisSent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
video_send_resolutionChangesSent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video_recv_resolutionChangesReceived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_way_delay_audio_send,15.0,15.0,25.5,25.5,25.5,25.5,25.5,25.5,15.0,15.0,15.0,15.0,15.0,15.5,20.5,20.5,20.5,20.5,20.5,15.5,15.5,15.5,15.5,15.0,15.0,15.0,15.0,15.0
1_way_delay_video_send,8.5,9.5,8.5,9.0,8.5,8.0,7.5,9.0,8.5,8.5,8.5,8.0,7.5,7.5,10.5,10.0,10.0,9.5,8.5,8.0,8.0,8.0,8.0,7.5,7.5,7.5,7.5,7.5
ear_ear_delay_audio_send,365.0,365.0,375.5,375.5,375.5,375.5,375.5,375.5,365.0,365.0,365.0,375.0,365.0,365.5,55.5,62.5,26.5,23.5,21.5,17.5,18.5,18.5,18.5,17.0,18.0,45.0,17.0,20.0
audio_recv_kbitsReceivedPerSecond,0,25,12,15,10,11,12,16,22,13,13,17,14,25,41,40,41,41,41,41,41,41,41,41,40,41,40,40
video_recv_kbitsReceivedPerSecond,0,1047,1002,1013,977,1037,944,967,885,904,940,895,860,916,1026,1055,952,939,989,983,940,979,866,883,938,901,881,891
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,64.793,64.793,63.386,63.386,63.386,63.386,63.386,63.386,64.793,64.793,64.793,63.453,64.793,92.86800000000001,92.7,93.56400000000001,93.636,93.684,93.78,93.756,93.756,93.756,93.792,93.768,93.12,93.792
kpi_audio_synchronization,3.344290439083202,3.344290439083202,3.2735179572248083,3.2735179572248083,3.2735179572248083,3.2735179572248083,3.2735179572248083,3.2735179572248083,3.344290439083202,3.344290439083202,3.344290439083202,3.276907954855261,3.344290439083202,4.402767289907777,4.399398919,4.416220494188992,4.417565730015808,4.418457679857473,4.420229860936,4.419788281943489,4.419788281943489,4.419788281943489,4.420450283536384,4.420009193714176,4.4077319127039996,4.420450283536384
eye_eye_delay_video_send,67.5,68.5,67.5,68.0,66.5,66.0,65.5,66.0,65.5,64.5,64.5,64.0,62.5,61.5,67.5,68.0,68.0,66.5,65.5,64.0,63.0,63.0,62.0,61.5,61.5,61.5,61.5,60.5
kpi_video_synchronization,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
av_delay_send,297.5,296.5,308.0,307.5,309.0,309.5,310.0,309.5,299.5,300.5,300.5,311.0,302.5,304.0,-12.0,-5.5,-41.5,-43.0,-44.0,-46.5,-44.5,-44.5,-43.5,-44.5,-43.5,-16.5,-44.5,-40.5
kpi_av_synchronization,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_fps_stability,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_q_audio,1,4,2,2,2,2,2,3,3,2,2,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_q_video,3.5542857142857143,3.5171428571428573,3.5264285714285712,3.4892857142857143,3.545,3.4614285714285713,3.48,3.4057142857142857,3.4242857142857144,3.4614285714285713,3.415,3.387142857142857,3.4335714285714287,3.5357142857142856,3.5635714285714286,3.4707142857142856,3.4614285714285713,3.507857142857143,3.4985714285714287,3.4614285714285713,3.4985714285714287,3.3964285714285714,3.4057142857142857,3.4614285714285713,3.4242857142857144,3.4057142857142857,3.415
qoe_simple_normal,3.463968778945753,3.4577783027552766,3.4514623127075184,3.4452718365170423,3.454557550802756,3.4406289793741855,3.4437242174694234,3.4313432650884708,3.442302112279086,3.4484925884695627,3.440754493231467,3.4286246933966162,4.022926524275467,4.027195117984127,4.0135879914178245,4.012189843017629,4.020027043793687,4.018676333754794,4.012436793231816,4.018627269422293,4.001603459898483,4.003224634678646,4.012461338984115,4.004906720459175,4.003224634678646
qoe_simple_smooth,3.7230163979933715,3.7106354456124198,3.7058670746122804,3.6934861222313278,3.7120575508027565,3.684200407945614,3.69039088413609,3.665628979374185,3.6796830646600385,3.692064017040991,3.6765878265648007,3.6598151695870924,4.278878905227848,4.287790356079365,4.258707039036872,4.255761271589058,4.271336567603211,4.268438238516699,4.256008221803245,4.268389174184198,4.234341555136578,4.23751034896436,4.256032767555544,4.242287672840127,4.23751034896436
