bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,301428.0,122594.0,122594.0,123118.0,123118.0,123118.0,124974.0,105326.0,106242.0,110094.0,114014.0,117970.0,100745.0,102797.0,106931.0,66875.0,70301.0,45291.0,45895.0,46395.0,48590.0,29563.0,30995.0,31675.0,32191.0,35766.0,39627.0,43797.0,48301.0,53165.0,58418.0,64091.0,43290.0,43290.0,47649.0,51914.0,56311.0,61816.0,67761.0,74182.0,81117.0,88606.0,96694.0,105430.0,114864.0,125053.0,136057.0,71148.0,76653.0,83785.0,91488.0,99807.0,108792.0,118495.0,128975.0,140293.0,152516.0,165717.0,178488.0,193767.0,210268.0,108554.0,108554.0,110565.0,118721.0,128233.0,139492.0,151651.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,244139.0,210055.0,187890.0,187890.0,191611.0,191611.0,195423.0,195835.0,197105.0,197105.0,200470.0,206446.0,115097.0,118097.0,128390.0,138339.0,149783.0,162536.0,174876.0,108476.0,115990.0,126269.0,99459.0,90173.0,92707.0,95600.0,101977.0,109755.0,117993.0,128432.0,102303.0,102303.0,71206.0,71206.0,77902.0,85134.0,92945.0,101381.0,110491.0,120330.0,130956.0,142432.0,154827.0,168213.0,182670.0,198284.0,104968.0,108295.0,117959.0,128396.0,139668.0,151841.0,164988.0,179187.0,194522.0,104313.0,104313.0,113437.0,122252.0,133032.0,144675.0,157249.0,170829.0,185495.0,201335.0,218442.0,236917.0,198834.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,7.0,72.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,3.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,5.0,0.0,5.0,0.0,4.0,5.0,3.0,0.0,2.0,0.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0
timestamp,1546010331,1546010332,1546010333,1546010334,1546010335,1546010336,1546010337,1546010338,1546010339,1546010340,1546010341,1546010342,1546010343,1546010344,1546010345,1546010346,1546010347,1546010348,1546010349,1546010350,1546010351,1546010352,1546010353,1546010354,1546010355,1546010356,1546010357,1546010358,1546010359,1546010360,1546010361,1546010362,1546010363,1546010364,1546010365,1546010366,1546010367,1546010368,1546010369,1546010370,1546010371,1546010372,1546010373,1546010374,1546010375,1546010376,1546010377,1546010378,1546010379,1546010380,1546010381,1546010382,1546010383,1546010384,1546010385,1546010386,1546010387,1546010388,1546010389,1546010390,1546010391,1546010392,1546010393,1546010394,1546010395,1546010396,1546010397,1546010398,1546010399,1546010400,1546010401,1546010327,1546010328,1546010329,1546010330,1546010331,1546010332,1546010333,1546010334,1546010335,1546010336,1546010337,1546010338,1546010339,1546010340,1546010341,1546010342,1546010343,1546010344,1546010345,1546010346,1546010347,1546010348,1546010349,1546010350,1546010351,1546010352,1546010353,1546010354,1546010355,1546010356,1546010357,1546010358,1546010359,1546010360,1546010361,1546010362,1546010363,1546010364,1546010365,1546010366,1546010367,1546010368,1546010369,1546010370,1546010371,1546010372,1546010373,1546010374,1546010375,1546010376,1546010377,1546010378,1546010379,1546010380,1546010381,1546010382,1546010383,1546010384,1546010385,1546010386,1546010387,1546010388,1546010389,1546010390,1546010391,1546010392,1546010393,1546010394,1546010395,1546010396,1546010397,1546010398,1546010399,1546010400,1546010401
audio_bitsReceivedPerSecond,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,0.0,102328.0,240808.8088088088,276923.07692307694,228344.0,210408.0,185416.0,155472.0,172520.0,131808.0,133530.46953046953,172424.0,164568.0,122034.03403403403,162005.994005994,121512.0,143288.0,127672.32767232768,67358.71743486974,94768.0,70336.0,82624.0,68488.0,58576.0,51096.0,52200.0,55856.0,56216.0,62128.0,65360.0,77272.0,67408.0,94232.0,64120.0,104592.0,73984.0,81368.0,88336.0,84696.0,100560.0,98960.0,99712.0,108264.0,117600.0,125160.0,123168.0,145312.0,108240.0,180744.0,125648.0,115024.0,115968.0,128352.0,132920.0,138792.0,137304.0,159912.0,171304.0,175936.0,208432.0,203312.0,216344.0,177112.0,223024.0,193064.0,145429.14171656687,154853.70741482967,159640.0,168640.0,191944.0
audio_bitsSentPerSecond,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,0.0,307496.0,284148.14814814815,265398.6013986014,227904.0,311496.0,232424.0,231296.0,226856.0,233256.0,327968.03196803195,227224.0,243392.0,238502.5025025025,246225.77422577422,189008.0,153912.0,175944.05594405593,169667.33466933868,188776.0,193632.0,175752.0,147288.0,168160.0,183104.0,130936.0,123392.0,127608.0,139992.0,151144.0,154256.0,155816.0,165840.0,142280.0,150504.0,110632.0,104424.0,113608.0,127168.0,131056.0,142040.0,146152.0,153696.0,170312.0,176344.0,194720.0,183144.0,208232.0,165048.0,172976.0,157032.0,158472.0,183816.0,204320.0,213152.0,225560.0,204312.0,213576.0,170360.0,192272.0,178944.0,177704.0,192704.0,197600.0,212888.0,226403.19361277446,232040.08016032065,241736.0,263792.0,305896.0
audio_packetsSentPerSecond,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,0.0,72.0,104.10410410410411,104.8951048951049,93.0,104.0,94.0,92.0,94.0,96.0,110.8891108891109,103.0,119.0,116.11611611611612,112.88711288711289,97.0,109.0,124.87512487512487,119.23847695390782,124.0,130.0,124.0,120.0,120.0,124.0,110.0,119.0,122.0,122.0,121.0,124.0,122.0,125.0,118.0,123.0,105.0,120.0,117.0,123.0,120.0,123.0,122.0,124.0,126.0,124.0,129.0,126.0,128.0,123.0,124.0,121.0,124.0,123.0,128.0,126.0,128.0,130.0,129.0,125.0,120.0,122.0,125.0,124.0,125.0,128.0,126.74650698602794,130.26052104208418,131.0,131.0,135.0
audio_googLocalAddress,-1,-1,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,3.122.28.43:61608,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,3.122.28.43:60342,3.122.28.43:60342,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,3.122.28.43:61608,3.122.28.43:61608,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:61608,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,3.122.28.43:60342,-1,-1,-1,-1,-1,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447,10.164.0.12:48447
audio_googRemoteAddress,-1,-1,10.164.0.12:48447,10.164.0.12:44062,10.164.0.12:44062,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,10.164.0.12:44062,10.164.0.12:44062,10.164.0.12:44062,3.122.28.43:56638,3.122.28.43:56638,10.164.0.12:44062,10.164.0.12:44062,10.164.0.12:44062,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:54707,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,3.122.28.43:56638,-1,-1,-1,-1,-1,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509,10.164.0.11:44509
audio_googRtt,-1,-1,71.0,74.0,74.0,1754.0,1760.0,1760.0,1760.0,74.0,74.0,74.0,1338.0,1338.0,74.0,74.0,74.0,1288.0,1288.0,1194.0,1013.0,1013.0,1025.0,773.0,773.0,773.0,590.0,590.0,452.0,452.0,452.0,349.0,349.0,271.0,271.0,271.0,213.0,213.0,170.0,170.0,170.0,137.0,137.0,112.0,112.0,112.0,94.0,94.0,80.0,80.0,80.0,69.0,69.0,61.0,61.0,61.0,55.0,55.0,51.0,51.0,51.0,48.0,48.0,46.0,46.0,46.0,45.0,45.0,43.0,43.0,43.0,-1,-1,-1,-1,-1,3000.0,26.0,140.0,140.0,693.0,701.0,701.0,629.0,629.0,516.0,516.0,516.0,389.0,389.0,328.0,328.0,328.0,254.0,254.0,199.0,199.0,199.0,149.0,149.0,185.0,185.0,185.0,139.0,139.0,104.0,104.0,104.0,78.0,78.0,132.0,132.0,132.0,99.0,99.0,74.0,74.0,74.0,55.0,55.0,41.0,41.0,41.0,31.0,31.0,23.0,23.0,23.0,17.0,17.0,13.0,13.0,13.0,10.0,10.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,14.0
