bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,39857.0,44046.0,48570.0,53456.0,58732.0,64431.0,44525.0,45608.0,45608.0,50257.0,55278.0,60700.0,66556.0,72880.0,79710.0,87087.0,52105.0,52105.0,53531.0,57395.0,62097.0,67308.0,73693.0,80545.0,87178.0,94837.0,102597.0,111805.0,121749.0,132489.0,144088.0,80850.0,82126.0,89696.0,97872.0,106702.0,115643.0,125894.0,136966.0,148923.0,161837.0,175784.0,190847.0,206298.0,223802.0,241580.0,102541.0,102541.0,106513.0,116034.0,126317.0,137263.0,149244.0,161755.0,175695.0,190751.0,113092.0,113495.0,117625.0,124941.0,134068.0,143918.0,154466.0,167467.0,181864.0,196844.0,104468.0,104468.0,112938.0,122973.0,133811.0,145516.0,158157.0,171076.0,185762.0,201623.0,107046.0,107046.0,114109.0,122744.0,125056.0,97070.0,105521.0,113604.0,121713.0,132014.0,143575.0,156061.0,165342.0,177694.0,192284.0
bweforvideo-googBucketDelay,0.0,0.0,16.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1547998123,1547998124,1547998125,1547998126,1547998127,1547998128,1547998129,1547998130,1547998131,1547998132,1547998133,1547998134,1547998135,1547998136,1547998137,1547998138,1547998139,1547998140,1547998141,1547998142,1547998143,1547998144,1547998145,1547998146,1547998147,1547998148,1547998149,1547998150,1547998151,1547998152,1547998153,1547998154,1547998155,1547998156,1547998157,1547998158,1547998159,1547998160,1547998161,1547998162,1547998163,1547998164,1547998165,1547998166,1547998167,1547998168,1547998169,1547998170,1547998171,1547998172,1547998173,1547998174,1547998175,1547998176,1547998177,1547998178,1547998179,1547998180,1547998181,1547998182,1547998183,1547998184,1547998185,1547998186,1547998187,1547998188,1547998189,1547998190,1547998191,1547998192,1547998193,1547998194,1547998195,1547998196,1547998197,1547998198,1547998199,1547998200,1547998201,1547998202,1547998203,1547998204,1547998205,1547998206,1547998207,1547998208,1547998209,1547998210,1547998211,1547998212,1547998213
audio_bitsReceivedPerSecond,234829.17082917082,236056.0,241448.0,241809.8098098098,278528.0,283008.0,286736.0,274400.0,273878.12187812186,242624.0,232904.0,217289.2892892893,231328.67132867133,256328.0,264376.0,270041.95804195805,260488.0,256848.84884884884,291896.0,273977.97797797795,247864.13586413587,243331.33133133134,244056.0,294272.0,291356.6433566434,297896.0,292232.0,302992.0,354648.0,364856.0,421584.0,420736.0,411032.0,421237.2372372372,413650.34965034964,372060.06006006006,431848.0,361328.0,375040.959040959,380996.996996997,410509.4905094905,437461.46146146144,426469.5304695305,482480.0,432904.0,440680.0,479536.0,374710.71071071073,365704.0,460379.6203796204,390510.51051051053,391944.0,383952.0,422185.8141858142,385928.0,406024.0,447656.0,383935.93593593594,390800.0,365560.0,347448.0,366440.0,369504.0,393214.7852147852,427104.0,441520.0,421000.0,409344.0,390894.8948948949,382465.53446553444,431928.0,412556.55655655655,346744.0,362421.5784215784,386176.0,409944.0,405624.0,403883.8838838839,434397.6023976024,491435.43543543544,133954.04595404596,692572.5725725726,391056.0,375904.0,358769.23076923075,372700.7007007007,395488.0,348968.0,377192.0,419264.0,456839.16083916085
audio_bitsSentPerSecond,64823.17682317682,64952.0,82192.0,70134.13413413413,83848.0,91056.0,81368.0,77496.0,63376.62337662338,75048.0,77176.0,99195.19519519519,100211.78821178821,97440.0,98440.0,110009.99000999001,115960.0,70750.75075075075,75144.0,82106.1061061061,93818.18181818182,100524.52452452453,107936.0,112280.0,111056.94305694306,120784.0,124360.0,135816.0,133680.0,146616.0,158968.0,170776.0,123032.0,119599.5995995996,129486.51348651349,126286.28628628628,159504.0,152656.0,143248.75124875124,161937.93793793794,170861.13886113887,209953.95395395395,204995.004995005,261304.0,234720.0,240560.0,240336.0,126950.95095095095,136632.0,136407.5924075924,153673.67367367368,171456.0,174104.0,207496.5034965035,196968.0,201048.0,226064.0,159887.8878878879,140376.0,168328.0,151456.0,176656.0,179144.0,207456.54345654347,205200.0,208712.0,219792.0,137672.0,134398.3983983984,137310.6893106893,154368.0,177497.4974974975,178872.0,213818.18181818182,204896.0,204328.0,221992.0,140804.8048048048,137806.1938061938,141437.43743743745,152415.58441558442,161737.73773773774,133280.0,167144.0,151672.32767232766,148476.47647647647,181632.0,176640.0,183088.0,196776.0,210773.22677322678
audio_packetsSentPerSecond,78.92107892107892,75.0,79.0,75.07507507507508,74.0,93.0,77.0,72.0,70.92907092907093,86.0,92.0,86.08608608608608,90.9090909090909,84.0,85.0,112.88711288711289,94.0,72.07207207207207,78.0,100.10010010010011,114.88511488511489,93.09309309309309,103.0,89.0,95.90409590409591,115.0,100.0,111.0,125.0,129.0,129.0,125.0,119.0,99.09909909909909,111.8881118881119,126.12612612612612,121.0,120.0,129.87012987012986,131.13113113113113,127.87212787212788,133.13313313313313,130.86913086913086,144.0,138.0,145.0,133.0,103.10310310310311,128.0,124.87512487512487,129.12912912912913,129.0,129.0,138.86113886113887,132.0,135.0,130.0,117.11711711711712,126.0,132.0,130.0,129.0,130.0,136.86313686313687,132.0,133.0,127.0,109.0,126.12612612612612,127.87212787212788,127.0,131.13113113113113,130.0,137.86213786213787,134.0,133.0,130.0,111.11111111111111,125.87412587412588,127.12712712712712,120.87912087912088,125.12512512512512,127.0,133.0,127.87212787212788,127.12712712712712,129.0,129.0,133.0,132.0,134.86513486513488
audio_googLocalAddress,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266,35.204.32.26:57266
audio_googRemoteAddress,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000
audio_googRtt,20.0,18.0,18.0,18.0,17.0,17.0,25.0,25.0,25.0,22.0,22.0,20.0,20.0,20.0,18.0,18.0,40.0,40.0,40.0,33.0,33.0,28.0,28.0,28.0,25.0,25.0,22.0,22.0,22.0,20.0,20.0,81.0,81.0,81.0,64.0,64.0,52.0,52.0,52.0,42.0,42.0,35.0,35.0,35.0,30.0,30.0,30.0,136.0,136.0,105.0,105.0,82.0,82.0,82.0,65.0,65.0,65.0,143.0,143.0,111.0,111.0,87.0,87.0,87.0,69.0,69.0,69.0,149.0,149.0,115.0,115.0,90.0,90.0,90.0,71.0,71.0,71.0,146.0,146.0,113.0,113.0,88.0,88.0,88.0,69.0,69.0,55.0,55.0,55.0,45.0,45.0
