bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,118775.0,129277.0,131258.0,142759.0,155180.0,167713.0,182130.0,197700.0,213630.0,156922.0,170476.0,100487.0,109067.0,118257.0,128718.0,140015.0,152216.0,165393.0,179624.0,194994.0,209827.0,114900.0,123933.0,134848.0,146636.0,159367.0,173116.0,187965.0,204002.0,220027.0,238629.0,113305.0,122413.0,133206.0,144862.0,157451.0,171047.0,185731.0,200420.0,217454.0,235850.0,255718.0,277175.0,300349.0,273244.0,296104.0,179200.0,183094.0,198742.0,214677.0,232851.0,252479.0,273677.0,296571.0,285102.0,290243.0,149693.0,162668.0,175841.0,190908.0,207181.0,224755.0
bweforvideo-googBucketDelay,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0
timestamp,1546026749,1546026750,1546026751,1546026752,1546026753,1546026754,1546026755,1546026756,1546026757,1546026758,1546026759,1546026760,1546026761,1546026762,1546026763,1546026764,1546026765,1546026766,1546026767,1546026768,1546026769,1546026770,1546026771,1546026772,1546026773,1546026774,1546026775,1546026776,1546026777,1546026778,1546026779,1546026780,1546026781,1546026782,1546026783,1546026784,1546026785,1546026786,1546026787,1546026788,1546026789,1546026790,1546026791,1546026792,1546026793,1546026794,1546026795,1546026796,1546026797,1546026798,1546026799,1546026800,1546026801,1546026802,1546026803,1546026804,1546026805,1546026806,1546026807,1546026808,1546026809,1546026810
audio_bitsReceivedPerSecond,0.0,347817.6291793313,385559.3220338983,368936.0,384368.0,309680.0,314696.0,373208.0,341328.0,328696.0,325840.0,353096.0,336152.0,358584.0,381808.0,360960.0,362720.0,421168.0,380648.0,326352.0,323824.0,349352.0,354440.0,375528.0,391120.0,382680.0,404192.0,410344.0,459152.0,468752.0,431840.0,459392.0,467848.0,476088.0,309128.0,465360.0,465944.0,413696.0,485496.0,455992.0,484552.0,475968.0,487048.0,444088.0,380880.0,424000.0,410104.0,436304.0,470336.0,470624.0,527896.0,443544.0,505320.0,370368.0,388024.0,388728.0,390160.0,413872.0,451952.0,463256.0,459592.0,415544.0
audio_bitsSentPerSecond,0.0,188663.82978723405,152542.37288135593,169776.0,175128.0,187928.0,203360.0,233392.0,247464.0,211160.0,206672.0,189040.0,136688.0,144568.0,130312.0,156272.0,171888.0,192384.0,219232.0,208256.0,226416.0,199568.0,187064.0,163840.0,158584.0,182904.0,183608.0,222032.0,253480.0,222528.0,233240.0,203112.0,181776.0,162856.0,153448.0,178552.0,185184.0,217368.0,239960.0,228144.0,238112.0,237888.0,293880.0,320912.0,308752.0,319456.0,315400.0,223720.0,236664.0,234968.0,237720.0,238520.0,258608.0,323104.0,320856.0,360384.0,198552.0,210016.0,208744.0,220032.0,223456.0,233784.0
audio_packetsSentPerSecond,0.0,129.48328267477203,132.7683615819209,131.0,130.0,132.0,132.0,133.0,138.0,132.0,134.0,127.0,105.0,116.0,130.0,129.0,134.0,129.0,136.0,135.0,137.0,133.0,124.0,127.0,129.0,133.0,132.0,133.0,142.0,135.0,140.0,129.0,127.0,128.0,131.0,125.0,134.0,136.0,135.0,137.0,138.0,137.0,168.0,192.0,156.0,196.0,161.0,132.0,135.0,141.0,137.0,137.0,143.0,194.0,167.0,191.0,139.0,130.0,133.0,136.0,138.0,137.0
audio_googLocalAddress,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288,35.204.92.114:53288
audio_googRemoteAddress,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000
audio_googRtt,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0,15.0
