bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,160040.0,182060.0,186043.0,199510.0,215210.0,233427.0,251301.0,130611.0,141611.0,153940.0,105642.0,115093.0,125300.0,136324.0,148230.0,161088.0,174975.0,189973.0,206171.0,223665.0,241424.0,261738.0,154295.0,162153.0,176125.0,191215.0,207512.0,225113.0,244122.0,263000.0,285040.0,246169.0,185055.0,190579.0,206825.0,224371.0,243321.0,263787.0,285890.0,299926.0,223422.0,242296.0,125984.0,132041.0,143604.0,155218.0,168635.0,183126.0,198776.0,215678.0,233932.0,252182.0,134586.0,141974.0,153524.0,166806.0,181150.0,196642.0,213373.0,231443.0,250958.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
timestamp,1546026088,1546026089,1546026090,1546026091,1546026092,1546026093,1546026094,1546026095,1546026096,1546026097,1546026098,1546026099,1546026100,1546026101,1546026102,1546026103,1546026104,1546026105,1546026106,1546026107,1546026108,1546026109,1546026110,1546026111,1546026112,1546026113,1546026114,1546026115,1546026116,1546026117,1546026118,1546026119,1546026120,1546026121,1546026122,1546026123,1546026124,1546026125,1546026126,1546026127,1546026128,1546026129,1546026130,1546026131,1546026132,1546026133,1546026134,1546026135,1546026136,1546026137,1546026138,1546026139,1546026140,1546026141,1546026142,1546026143,1546026144,1546026145,1546026146,1546026147,1546026148
audio_bitsReceivedPerSecond,0.0,255045.3460620525,260465.11627906977,269296.0,300920.0,288400.0,323312.0,339624.0,369054.94505494507,315832.0,250792.0,284848.0,259680.0,297632.0,316460.46046046045,338325.6743256743,328208.2082082082,351392.0,396368.0,415368.0,439160.0,472255.74425574427,435723.7237237237,450944.0,462057.94205794204,366006.00600600604,361664.0,391912.0,440239.7602397602,437917.9179179179,464064.0,493120.0,499064.0,454336.0,534409.5904095904,413645.6456456456,409032.0,435872.0,461528.0,469432.0,521824.0,459648.0,439416.0,451936.0,459848.0,443656.0,368912.0,419872.0,398416.0,454913.08691308694,480496.4964964965,504904.0,483528.0,505808.0,510672.0,436664.0,409824.0,433246.75324675324,407319.31931931933,420747.25274725276,383207.2072072072
audio_bitsSentPerSecond,0.0,219293.55608591886,215362.12624584718,229320.0,230472.0,251632.0,242992.0,253296.0,185222.77722277722,208296.0,160848.0,152688.0,178400.0,175816.0,161433.43343343344,195156.84315684316,195747.74774774775,236368.0,227256.0,262848.0,245976.0,264583.4165834166,266338.33833833836,204832.0,200687.3126873127,257641.64164164165,208352.0,252336.0,244035.96403596405,266610.61061061063,314224.0,428864.0,236424.0,235032.0,231640.35964035965,248312.3123123123,247544.0,265776.0,299336.0,386112.0,288800.0,253920.0,262168.0,182688.0,162544.0,189568.0,198992.0,231008.0,218896.0,258965.03496503495,244908.9089089089,249528.0,262392.0,186848.0,176920.0,205904.0,207160.0,242317.6823176823,230670.67067067066,265006.993006993,250282.28228228228
audio_packetsSentPerSecond,0.0,134.24821002386633,136.21262458471762,132.0,136.0,137.0,134.0,137.0,127.87212787212788,130.0,113.0,131.0,128.0,128.0,127.12712712712712,129.87012987012986,130.13013013013014,135.0,134.0,135.0,134.0,148.85114885114885,137.13713713713713,132.0,128.87112887112886,139.13913913913913,132.0,138.0,135.86413586413587,137.13713713713713,182.0,210.0,139.0,136.0,135.86413586413587,135.13513513513513,138.0,135.0,171.0,168.0,145.0,161.0,134.0,129.0,131.0,132.0,130.0,137.0,132.0,137.86213786213787,137.13713713713713,141.0,131.0,131.0,128.0,133.0,132.0,135.86413586413587,133.13313313313313,140.85914085914087,137.13713713713713
audio_googLocalAddress,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020,35.204.92.114:33020
audio_googRemoteAddress,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000
audio_googRtt,28.0,27.0,27.0,27.0,26.0,26.0,26.0,86.0,86.0,70.0,70.0,70.0,58.0,58.0,49.0,49.0,49.0,42.0,42.0,37.0,37.0,37.0,98.0,98.0,79.0,79.0,79.0,65.0,65.0,54.0,54.0,54.0,108.0,108.0,87.0,87.0,87.0,71.0,71.0,64.0,64.0,64.0,112.0,112.0,90.0,90.0,90.0,73.0,73.0,60.0,60.0,60.0,107.0,107.0,86.0,86.0,86.0,70.0,70.0,58.0,58.0
