bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,1075578.0,1124958.0,1153540.0,1186406.0,1220081.0,935019.0,969393.0,1003215.0,1040526.0,1078520.0,1117870.0,1158204.0,1192311.0,1226109.0,1118825.0,1018690.0,1096668.0,1184016.0,1081365.0,1138134.0,1228032.0,1100049.0,1129066.0,1159775.0,1192152.0,1226265.0,1104283.0,1100768.0,1139335.0,1174897.0,1208640.0,1243688.0,1038204.0,1068472.0,1107164.0,1147603.0,881986.0,908130.0,941086.0,975456.0,711704.0,736045.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541189595,1541189596,1541189597,1541189598,1541189599,1541189600,1541189601,1541189602,1541189603,1541189604,1541189605,1541189606,1541189607,1541189608,1541189609,1541189610,1541189611,1541189612,1541189613,1541189614,1541189615,1541189595,1541189596,1541189597,1541189598,1541189599,1541189600,1541189601,1541189602,1541189603,1541189604,1541189605,1541189606,1541189607,1541189608,1541189609,1541189610,1541189611,1541189612,1541189613,1541189614,1541189615
audio_bitsReceivedPerSecond,0.0,628697.7111286503,710379.8882681564,733840.0,823064.0,662560.0,465432.0,786544.0,756208.0,795960.0,812312.0,588768.0,632112.0,746280.0,831160.8391608392,791375.3753753754,806689.3106893107,849136.0,746080.0,765832.0,704816.0,0.0,779961.7058311575,753059.6658711217,714832.0,772264.0,738024.0,784368.0,759296.0,764907.0929070929,760920.0,735664.0,789112.0,742281.7182817183,713633.6336336336,739676.3236763236,506440.0,706874.8748748748,743168.3168316832,740149.3440968718,481302.6973026973,694678.6786786787
audio_bitsSentPerSecond,0.0,1126124.7040252564,1160435.7541899441,1204120.0,1234640.0,1136344.0,969168.0,1037816.0,1010752.0,1098832.0,1128800.0,1151696.0,1201152.0,1242640.0,1499940.05994006,832200.2002002002,1016855.1448551449,1175392.0,1452088.0,894072.0,1214712.0,0.0,974217.5805047868,1177775.6563245824,1225760.0,1262968.0,1528712.0,886184.0,1179368.0,1205538.4615384615,1253680.0,1279224.0,1381344.0,897142.8571428572,1144448.4484484484,1183072.9270729271,1215168.0,971235.2352352352,1020483.1683168317,908787.0837537841,1037026.9730269731,855695.6956956957
audio_packetsSentPerSecond,0.0,320.44198895027625,349.16201117318434,355.0,354.0,327.0,250.0,293.0,273.0,324.0,332.0,317.0,359.0,370.0,371.6283716283716,235.23523523523522,305.6943056943057,345.0,359.0,248.0,376.0,0.0,261.0966057441253,348.4486873508353,372.0,344.0,375.0,248.0,337.0,345.65434565434566,362.0,361.0,315.0,267.73226773226776,342.34234234234236,326.6733266733267,336.0,244.24424424424424,255.44554455445544,242.17961654894046,287.7122877122877,231.23123123123122
audio_googLocalAddress,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.125.129:49014,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990,35.204.137.161:42990
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,0.0,16574.585635359115,14502.793296089385,15864.0,16256.0,16272.0,16288.0,16312.0,16304.0,16256.0,15832.0,15472.0,15472.0,16248.0,16199.8001998002,16488.48848848849,16231.768231768232,16224.0,15824.0,16192.0,16160.0,0.0,40786.771105308966,33813.84248210024,28560.0,33352.0,40400.0,40400.0,40400.0,40359.64035964036,40400.0,40400.0,40400.0,28979.020979020977,40440.44044044044,40359.64035964036,40400.0,40440.44044044044,40800.0,39951.564076690214,40359.64035964036,40440.44044044044
