bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0,5916554.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541196508,1541196509,1541196510,1541196511,1541196512,1541196513,1541196514,1541196515,1541196516,1541196517,1541196518,1541196519,1541196520,1541196521
audio_bitsReceivedPerSecond,1119364.421416235,1143671.100362757,1043064.0,1024776.0,1080816.0,1072152.0,1029320.0,1066064.0,957712.0,969408.0,1027884.1158841159,985322.7091633466,971023.1155778895,974881.1188811188
audio_bitsSentPerSecond,1541160.621761658,1765243.0471584038,1608624.0,1655696.0,1629600.0,1638576.0,1615632.0,1503224.0,1446312.0,1494176.0,1515684.3156843157,1480613.545816733,1441125.6281407035,1515548.4515484516
audio_packetsSentPerSecond,329.01554404145077,353.0834340991536,343.0,345.0,344.0,342.0,344.0,332.0,324.0,332.0,334.6653346653347,330.6772908366534,319.59798994974875,322.67732267732265
audio_googLocalAddress,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153,35.204.137.161:43153
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
audio_send_bitsSentPerSecond,23668.39378238342,25276.90447400242,24560.0,24448.0,23584.0,20904.0,21928.0,23464.0,25184.0,21688.0,18453.546453546453,28079.6812749004,19722.613065326634,25662.33766233766
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,50.086355785837654,50.78597339782346,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,49.800796812749006,50.25125628140704,49.95004995004995
audio_send_googJitterReceived,11.0,11.0,10.0,10.0,10.0,42.0,42.0,42.0,42.0,34.0,34.0,34.0,34.0,34.0
audio_send_googRtt,41.0,41.0,41.0,41.0,41.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0
video_send_bitsSentPerSecond,1493962.0034542314,1720096.7351874243,1559760.0,1611272.0,1581272.0,1597400.0,1570632.0,1460160.0,1395848.0,1450000.0,1473814.1858141858,1432820.717131474,1398681.407035176,1470497.5024975026
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,247.84110535405873,276.9044740024184,263.0,268.0,263.0,265.0,267.0,255.0,244.0,250.0,254.74525474525475,253.9840637450199,241.20603015075378,245.75424575424574
video_send_googEncodeUsagePercent,64.0,64.0,58.0,56.0,53.0,51.0,49.0,47.0,46.0,45.0,44.0,44.0,43.0,43.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
video_send_googRtt,21.0,20.0,20.0,19.0,17.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0
audio_recv_bitsReceivedPerSecond,42528.497409326425,41006.04594921403,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,41958.041958041955,42669.322709163345,41366.83417085427,41958.041958041955
audio_recv_packetsReceivedPerSecond,50.086355785837654,49.57678355501814,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.79681274900398,49.246231155778894,49.95004995004995
