bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,300000.0,1135810.0,1236330.0,1320105.0,1426031.0,1541113.0,1665402.0,1799246.0,1943023.0,2092719.0,2261137.0,2443028.0,2636743.0,2848682.0,3077577.0,3314983.0,3581182.0,3853838.0,3899484.0,3899484.0,4010198.0,4010198.0,4104493.0,4104493.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0,4152788.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
timestamp,1541196518,1541196519,1541196520,1541196521,1541196522,1541196523,1541196524,1541196525,1541196526,1541196527,1541196528,1541196529,1541196530,1541196531,1541196532,1541196533,1541196534,1541196535,1541196536,1541196537,1541196538,1541196539,1541196540,1541196541,1541196542,1541196543,1541196544,1541196545,1541196546,1541196547,1541196548,1541196549,1541196550,1541196551,1541196552,1541196553,1541196554,1541196555,1541196556,1541196557,1541196558,1541196559,1541196560,1541196561,1541196562,1541196563,1541196564,1541196565,1541196566,1541196567,1541196568,1541196569,1541196570,1541196571,1541196572,1541196573,1541196574,1541196575,1541196576,1541196577,1541196578,1541196579,1541196580,1541196581,1541196582,1541196583,1541196584,1541196585,1541196586,1541196587,1541196588,1541196589,1541196590,1541196591,1541196592,1541196593,1541196594,1541196595,1541196596,1541196597,1541196598,1541196599,1541196600,1541196601,1541196602,1541196603,1541196604,1541196605,1541196606,1541196607,1541196608,1541196609,1541196610,1541196611,1541196612,1541196613,1541196614,1541196615,1541196616,1541196617,1541196618,1541196619,1541196620,1541196621,1541196622,1541196623,1541196624,1541196625,1541196626
audio_bitsReceivedPerSecond,-1,-1,-1,0.0,1211022.0440881765,2275192.920353982,2460486.23853211,2532880.0,2591216.0,2612611.3886113884,2622294.2942942944,2586762.7627627626,2606355.289421158,2629525.5255255257,2589797.7977977977,2677522.4775224775,2613293.293293293,2651185.628742515,2502603.811434303,2639688.622754491,2592784.784784785,2650128.0,2661698.301698302,2556264.0,2679272.0,2597696.0,2639591.5915915915,2625804.3912175647,2516572.5725725726,2607307.462686567,2639622.110552764,2619796.2037962037,2629832.0,2548660.660660661,2697177.1771771773,2588231.5369261475,2615408.0,2631118.2364729457,2576319.6803196804,2555920.0,2623391.3913913914,2661986.013986014,2103743.7437437437,2047432.0,2188424.0,2089393.3933933934,2127392.0,2166000.0,2059956.043956044,2068272.0,2098616.0,2112768.0,2108908.9089089087,2052667.3326673326,2115936.0,2095112.0,2088663.3366633367,2155524.4755244753,2072280.2802802804,2053205.2052052051,2109666.3336663335,2116420.4204204204,1969056.0,2536400.0,2575728.0,2522040.0,2648912.912912913,2731880.239520958,2628684.6846846845,2543544.0,2649624.0,2642904.0,2615791.7917917916,2580528.0,2617712.0,2616031.9361277446,2601686.3136863136,2614941.883767535,2581824.0,2601512.0,2638449.5504495506,2610525.0501002003,2625858.4247258226,2600737.4749498996,2609304.0,2600479.041916168,2621611.2224448896,2582625.3746253746,2623496.0,2586677.3226773227,2670685.370741483,2556168.0,2558395.209580838,2636552.0,2646002.006018054,2602101.898101898,2647281.4371257485,2140512.0,2065861.5847542628,2083137.7245508982,2140488.977955912,2090845.1548451548,2115099.099099099,2032766.4670658682,2103991.991991992,2082562.5625625625,2123836.163836164,2109360.0,2134105.894105894
audio_bitsSentPerSecond,-1,-1,-1,0.0,651270.5410821643,1054350.442477876,1301376.1467889908,1374016.0,1458528.0,1573754.2457542457,1767727.7277277277,1896800.8008008008,1822107.7844311376,2184008.008008008,2275283.2832832835,2619988.011988012,2677509.5095095094,2591473.0538922157,2542996.990972919,2603856.2874251497,2600008.008008008,2540304.0,2607632.3676323676,2636792.0,2622000.0,2709744.0,2602218.218218218,2591688.622754491,2553673.6736736735,2021070.6467661692,2144289.447236181,2156611.3886113884,2028376.0,2136224.224224224,2087615.6156156156,2130778.4431137727,2196816.0,2055607.2144288577,2054833.1668331667,2116432.0,2078990.990990991,2080423.5764235763,2059019.019019019,2088160.0,2088512.0,2113537.5375375375,2093280.0,2123456.0,2054169.8301698302,2107008.0,2082872.0,2073592.0,2059299.2992992993,2104919.080919081,2090752.0,2110856.0,2090845.1548451548,2115044.955044955,2055471.4714714715,2107483.4834834835,2064847.152847153,2079399.3993993993,2070256.0,2101792.0,2094728.0,2081312.0,2119095.095095095,2105341.3173652696,2053101.1011011011,2087984.0,2094096.0,2074616.0,2048704.7047047047,2150584.0,2080488.0,2070506.9860279441,2127392.6073926073,2089290.5811623246,2046840.0,2166104.0,2052843.1568431568,2054757.5150300602,2034703.888334995,2154316.6332665333,2051328.0,2093245.508982036,2145539.0781563125,2077346.6533466533,2050408.0,2078801.1988011987,2106484.9699398796,2078608.0,2076103.7924151698,2165160.0,2008994.9849548645,2100971.028971029,2137261.477045908,2079744.0,2055366.0982948847,2078706.5868263473,2120753.5070140283,2064391.6083916083,2039615.6156156156,2150387.225548902,2058914.9149149149,2090810.810810811,2148347.6523476522,2071024.0,2061826.1738261739
audio_packetsSentPerSecond,-1,-1,-1,0.0,148.29659318637275,205.30973451327435,239.67889908256882,252.0,252.0,271.72827172827175,294.2942942942943,307.3073073073073,298.40319361277443,337.3373373373373,345.3453453453453,384.61538461538464,385.3853853853854,380.23952095808386,376.1283851554664,378.2435129740519,375.37537537537537,375.0,377.6223776223776,379.0,383.0,400.0,381.3813813813814,379.2415169660679,377.3773773773774,318.40796019900495,332.66331658291455,333.6663336663337,320.0,331.33133133133134,325.3253253253253,330.3393213572854,339.0,322.6452905811623,319.68031968031966,331.0,321.3213213213213,321.67832167832165,319.31931931931933,324.0,320.0,331.33133133133134,327.0,329.0,319.68031968031966,329.0,323.0,323.0,320.3203203203203,330.6693306693307,327.0,329.0,328.6713286713287,328.6713286713287,319.31931931931933,328.3283283283283,320.67932067932065,322.32232232232235,325.0,326.0,322.0,324.0,335.33533533533534,325.3493013972056,321.3213213213213,324.0,325.0,322.0,321.3213213213213,333.0,324.0,326.34730538922156,329.6703296703297,323.64729458917833,316.0,338.0,317.68231768231766,320.64128256513027,317.04885343968095,328.6573146292585,321.0,328.34331337325347,333.6673346693387,319.68031968031966,320.0,320.67932067932065,327.6553106212425,325.0,322.3552894211577,338.0,317.95386158475424,332.6673326673327,334.3313373253493,323.0,322.9689067201605,323.3532934131737,325.65130260521045,325.6743256743257,318.3183183183183,334.3313373253493,324.3243243243243,325.3253253253253,332.6673326673327,323.0,324.6753246753247
audio_googLocalAddress,-1,-1,-1,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666,10.164.0.8:35666
audio_googRemoteAddress,-1,-1,-1,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537,10.164.0.9:40537
audio_googRtt,-1,-1,-1,3000.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
