bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,189963.0,190933.0,190933.0,207208.0,207208.0,171189.0,171189.0,171189.0,171189.0,158440.0,158440.0,172115.0,131767.0,143308.0,155773.0,169235.0,134198.0,145934.0,158609.0,172298.0,171817.0,186562.0,202487.0,219686.0,238261.0,258322.0,220986.0,220986.0,220986.0,220986.0,179119.0,179119.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
timestamp,1541182440,1541182441,1541182442,1541182443,1541182444,1541182445,1541182446,1541182447,1541182448,1541182449,1541182450,1541182451,1541182452,1541182453,1541182454,1541182455,1541182456,1541182457,1541182458,1541182459,1541182460,1541182461,1541182462,1541182463,1541182464,1541182465,1541182466,1541182467,1541182468,1541182469,1541182470,1541182471
audio_bitsReceivedPerSecond,124809.71659919029,106216.0,154416.0,215368.0,170832.0,194672.0,187512.0,161166.83316683318,167791.7917917918,191984.0,168639.36063936065,93368.0,153144.0,187040.0,195496.0,207776.0,191024.0,210320.0,151704.0,166774.77477477476,153070.92907092907,151432.0,134872.0,159072.0,147672.0,150248.0,158280.0,170968.0,197016.0,134960.0,148888.0,151072.0
audio_bitsSentPerSecond,162890.6882591093,129376.0,168760.0,217776.0,219752.0,172000.0,232392.0,189514.4855144855,182230.23023023023,179056.0,202933.06693306693,163344.0,109512.0,145752.0,201560.0,202432.0,205232.0,140472.0,179384.0,206382.38238238238,205378.62137862138,198264.0,134184.0,195248.0,200896.0,197264.0,198160.0,119560.0,186176.0,167640.0,114144.0,124568.0
audio_packetsSentPerSecond,128.5425101214575,127.0,132.0,135.0,139.0,138.0,139.0,130.86913086913086,137.13713713713713,128.0,135.86413586413587,124.0,131.0,126.0,129.0,131.0,143.0,119.0,130.0,133.13313313313313,132.86713286713288,130.0,130.0,128.0,136.0,134.0,141.0,137.0,140.0,136.0,135.0,136.0
audio_googLocalAddress,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,3107.0,3107.0,3107.0,3285.0,3285.0,3259.0,3259.0,3259.0,3259.0,3259.0,3215.0,3215.0,3215.0,3399.0,3399.0,3399.0,3426.0,3426.0,3349.0,3349.0,3256.0,3256.0,3256.0,3304.0,3304.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3503.0
audio_send_bitsSentPerSecond,16923.076923076922,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16647.352647352647,16712.712712712713,16584.0,16703.296703296703,16704.0,16704.0,16720.0,16648.0,15336.0,16768.0,16712.0,16696.0,16528.528528528528,16543.456543456545,16672.0,16720.0,16296.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16688.0,16560.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
