bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,304588.0,172979.0,190103.0,172071.0,172071.0,172071.0,172071.0,183998.0,183998.0,199718.0,206716.0,209720.0,125750.0,125750.0,125750.0,125750.0,136810.0,148755.0,161655.0,161655.0,161655.0,129450.0,140806.0,153070.0,153070.0,153070.0,166316.0,97013.0,105774.0,115236.0,125455.0,136491.0,136491.0,136491.0,148410.0,161283.0,134361.0,134361.0,146110.0,146110.0,158799.0,158799.0,158799.0,158799.0,129292.0,140635.0,152886.0,166117.0,180406.0,195838.0,175565.0,190610.0,206859.0,224408.0,243361.0,243556.0,243556.0,243556.0,243636.0,179596.0,194964.0,211561.0,229486.0,244992.0,246616.0,246616.0,246616.0,153940.0,167255.0,181635.0,197166.0,213939.0,213939.0,232054.0,215885.0,215885.0,234156.0,253644.0,253644.0,253988.0,253988.0,254616.0,234226.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,143.0,117.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,81.0,1.0,0.0,1.0,2.0,86.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,162.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,45.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,47.0,0.0,2.0,1.0,63.0,1.0,1.0,3.0,110.0,1.0,0.0,1.0,1.0,47.0,1.0,0.0,2.0,1.0,1.0
timestamp,1541182465,1541182466,1541182467,1541182468,1541182469,1541182470,1541182471,1541182472,1541182473,1541182474,1541182475,1541182476,1541182477,1541182478,1541182479,1541182480,1541182481,1541182482,1541182483,1541182484,1541182485,1541182486,1541182487,1541182488,1541182489,1541182490,1541182491,1541182492,1541182493,1541182494,1541182495,1541182496,1541182497,1541182498,1541182499,1541182500,1541182501,1541182502,1541182503,1541182504,1541182505,1541182506,1541182507,1541182508,1541182509,1541182510,1541182511,1541182512,1541182513,1541182514,1541182515,1541182516,1541182517,1541182518,1541182519,1541182520,1541182521,1541182522,1541182523,1541182524,1541182525,1541182526,1541182527,1541182528,1541182529,1541182530,1541182531,1541182532,1541182533,1541182534,1541182535,1541182536,1541182537,1541182538,1541182539,1541182540,1541182541,1541182542,1541182543,1541182544,1541182545,1541182546,1541182547,1541182548,1541182549,1541182550,1541182551,1541182552,1541182553,1541182554,1541182555,1541182556,1541182557
audio_bitsReceivedPerSecond,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527696.0,117616.0,-645312.0,0.0,0.0,0.0,0.0,0.0,0.0,50512.0,1819489.0219560878,0.0,-1871768.2317682318,1875515.5155155156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1873640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_bitsSentPerSecond,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38792.0,756886.2275449102,0.0,-796395.6043956043,797989.98998999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-797192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_packetsSentPerSecond,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,511.9760479041916,0.0,-544.4555444555444,545.5455455455456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_googLocalAddress,-1,-1,-1,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,18.195.93.116:51179,35.204.125.129:57977,35.204.125.129:57977,35.204.125.129:57977,35.204.125.129:57977,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179
audio_googRemoteAddress,-1,-1,-1,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:55457,18.195.93.116:54593,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,18.195.93.116:58518,18.195.93.116:61343,18.195.93.116:61343,18.195.93.116:61343,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,18.195.93.116:58518,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518
audio_googRtt,-1,-1,-1,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3054.0,5523.0,5523.0,5523.0,8356.0,5853.0,5853.0,3613.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0
