eye_eye_delay_video_send,2111.5,2497.5,2730.0,3005.0,3298.5,3647.0,3968.0,3928.5,3508.0,3259.0,2864.0,2538.0,2263.5,2025.0,1807.0,1572.0,1320.5,1155.5,952.0,795.5,660.0,554.5,476.0,419.0,398.5
kpi_video_synchronization,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0200000000000005
av_delay_send,-824.5,-1210.5,-1443.0,-1718.0,65.0,-287.5,-601.5,-568.0,-141.5,107.5,497.5,-1349.5,-1088.0,-848.5,-628.5,-396.5,-139.0,68.0,-669.0,-541.5,-412.0,-307.5,-226.0,-175.0,-150.5
kpi_av_synchronization,1,1,1,1,3.4,1,1,1,3.9,1,1,1,1,1,1,1,4.066666666666666,3.16,1,1,1,1,1,1.6666666666666665,3.3
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_fps_stability,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_q_audio,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
kpi_q_video,1.457142857142857,1.4,1.457142857142857,1.457142857142857,1.6285714285714286,1.5714285714285714,1.6857142857142855,1.5714285714285714,1.457142857142857,1.5714285714285714,1.457142857142857,1.4,1.457142857142857,1.4
qoe_simple_normal,2.4095238095238094,2.4,2.4095238095238094,2.4095238095238094,2.7047619047619045,2.4285714285714284,2.4476190476190474,2.4285714285714284,2.7317460317460323,2.4285714285714284,2.4095238095238094,2.4,2.4095238095238094,2.4
qoe_simple_smooth,2.3190476190476192,2.3000000000000003,2.3190476190476192,2.3190476190476192,2.642857142857143,2.357142857142857,2.395238095238095,2.357142857142857,2.641269841269841,2.357142857142857,2.3190476190476192,2.3000000000000003,2.3190476190476192,2.3000000000000003
