bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,79687.0,87444.0,52767.0,54948.0,60344.0,66172.0,72466.0,79263.0,86604.0,94532.0,103095.0,112343.0,122330.0,86507.0,94428.0,102982.0,112221.0,74440.0,81395.0,88456.0,96532.0,105255.0,97087.0,105854.0,115322.0,124461.0,135418.0,98871.0,107781.0,117403.0,126865.0,138014.0,81379.0,82992.0,90631.0,98881.0,81120.0,88610.0,96699.0,105435.0,114870.0,84075.0,91801.0,100145.0,57438.0
bweforvideo-googBucketDelay,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1544719082,1544719083,1544719084,1544719085,1544719086,1544719087,1544719088,1544719089,1544719090,1544719091,1544719092,1544719093,1544719094,1544719095,1544719096,1544719097,1544719098,1544719099,1544719100,1544719101,1544719102,1544719103,1544719104,1544719105,1544719106,1544719107,1544719108,1544719109,1544719110,1544719111,1544719112,1544719113,1544719114,1544719115,1544719116,1544719117,1544719118,1544719119,1544719120,1544719121,1544719122,1544719123,1544719124,1544719125,1544719126
audio_bitsReceivedPerSecond,0.0,167084.02585410894,220460.17699115045,172032.0,171712.0,177616.0,197216.0,207384.0,223304.0,209888.0,143704.0,178784.0,151536.0,194320.0,151104.0,171152.0,143912.0,176936.0,141424.0,156080.0,160984.0,141064.0,174328.0,193048.0,176400.0,202608.0,195160.0,203464.0,211040.0,199632.0,173440.0,158208.0,170136.0,149688.0,147624.0,185168.0,147552.0,142656.0,192912.0,187800.0,152104.0,157224.0,153544.0,158024.0,127952.0
audio_bitsSentPerSecond,0.0,129196.67590027701,101707.96460176991,82392.0,87408.0,105216.0,141224.0,128560.0,152376.0,142768.0,148736.0,185120.0,179248.0,149208.0,136328.0,143768.0,174352.0,144384.0,168464.0,131616.0,144264.0,165136.0,145280.0,119320.0,147416.0,159904.0,183704.0,149032.0,180688.0,170072.0,144496.0,180672.0,165864.0,116816.0,145856.0,153840.0,154048.0,115080.0,154168.0,154528.0,153072.0,166624.0,140976.0,139632.0,120616.0
audio_packetsSentPerSecond,0.0,104.33979686057248,85.17699115044248,82.0,98.0,110.0,103.0,114.0,104.0,102.0,122.0,124.0,119.0,121.0,126.0,127.0,127.0,129.0,118.0,89.0,118.0,118.0,104.0,116.0,127.0,129.0,131.0,129.0,135.0,129.0,128.0,127.0,120.0,100.0,102.0,132.0,101.0,104.0,107.0,109.0,123.0,114.0,91.0,109.0,118.0
audio_googLocalAddress,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348,35.204.47.190:40348
audio_googRemoteAddress,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000,18.194.44.151:10000
audio_googRtt,192.0,152.0,152.0,117.0,117.0,117.0,91.0,91.0,72.0,72.0,72.0,57.0,57.0,46.0,46.0,46.0,38.0,38.0,32.0,32.0,32.0,27.0,27.0,24.0,24.0,24.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0
audio_recv_bitsReceivedPerSecond,0.0,21030.470914127425,44106.19469026549,42000.0,42000.0,27736.0,40320.0,40960.0,32360.0,18080.0,10520.0,27520.0,9896.0,39280.0,14392.0,8000.0,12544.0,26848.0,12936.0,40320.0,42000.0,10528.0,40320.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,32760.0,39792.0,41488.0,42000.0,40120.0,20192.0,32472.0,40008.0,41272.0,42000.0,36136.0,32360.0,26480.0,28064.0
audio_recv_packetsReceivedPerSecond,0.0,39.70452446906741,55.309734513274336,50.0,50.0,33.0,48.0,48.0,37.0,20.0,11.0,32.0,11.0,46.0,15.0,8.0,13.0,30.0,13.0,48.0,50.0,11.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,39.0,46.0,50.0,50.0,47.0,24.0,37.0,47.0,49.0,50.0,43.0,37.0,30.0,32.0
audio_recv_googCurrentDelayMs,176.0,156.0,233.0,192.0,192.0,143.0,156.0,228.0,188.0,102.0,66.0,61.0,40.0,99.0,54.0,42.0,55.0,87.0,60.0,138.0,219.0,97.0,221.0,322.0,353.0,352.0,353.0,279.0,346.0,348.0,348.0,265.0,351.0,356.0,350.0,356.0,155.0,119.0,152.0,272.0,359.0,331.0,154.0,100.0,100.0
audio_recv_googJitterBufferMs,205.0,154.0,216.0,177.0,177.0,2.0,124.0,179.0,53.0,1.0,11.0,1.0,0.0,67.0,8.0,2.0,75.0,0.0,3.0,114.0,197.0,6.0,217.0,322.0,348.0,348.0,348.0,272.0,343.0,343.0,343.0,200.0,190.0,312.0,341.0,303.0,27.0,59.0,125.0,237.0,342.0,232.0,62.0,48.0,43.0
audio_recv_googJitterReceived,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,13.0,50.0,50.0,50.0,59.0,59.0,59.0,59.0,59.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,16.0,16.0,16.0
audio_recv_googPreferredJitterBufferMs,180.0,180.0,180.0,180.0,180.0,180.0,280.0,280.0,280.0,280.0,420.0,440.0,440.0,440.0,440.0,420.0,740.0,740.0,740.0,740.0,40.0,740.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,160.0,220.0,220.0
