bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,528727.0,579075.0,586829.0,612098.0,656723.0,709080.0,766806.0,495639.0,508818.0,457270.0,486084.0,518267.0,550454.0,583605.0,627658.0,678871.0,731900.0,423291.0,439727.0,467680.0,434684.0,462344.0,492762.0,523952.0,557030.0,588246.0,613237.0,655973.0,706839.0,764386.0,707278.0,703326.0,731953.0,494651.0,500074.0,531047.0,564855.0,591807.0,616852.0,659381.0,710888.0,767117.0,829486.0,721766.0,711182.0,741292.0,770775.0,503052.0,519186.0,561721.0,599094.0,620199.0,644794.0,670765.0,608803.0,633862.0,660266.0,687873.0,716808.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1546026969,1546026970,1546026971,1546026972,1546026973,1546026974,1546026975,1546026976,1546026977,1546026978,1546026979,1546026980,1546026981,1546026982,1546026983,1546026984,1546026985,1546026986,1546026987,1546026988,1546026989,1546026990,1546026991,1546026992,1546026993,1546026994,1546026995,1546026996,1546026997,1546026998,1546026999,1546027000,1546027001,1546027002,1546027003,1546027004,1546027005,1546027006,1546027007,1546027008,1546027009,1546027010,1546027011,1546027012,1546027013,1546027014,1546027015,1546027016,1546027017,1546027018,1546027019,1546027020,1546027021,1546027022,1546027023,1546027024,1546027025,1546027026,1546027027
audio_bitsReceivedPerSecond,0.0,611801.7348203221,623333.3333333334,556032.0,454672.0,501640.0,552896.0,560088.0,616856.0,651656.0,529072.0,589928.0,592256.0,607024.0,639352.0,633296.0,764728.0,666456.0,588683.3166833167,539675.6756756756,508176.0,554597.4025974026,589637.6376376377,606784.0,618728.0,618792.0,708632.0,627768.0,597440.0,515964.03596403595,491547.54754754755,562416.0,597008.0,622904.0,622336.0,569728.0,606033.966033966,645357.3573573574,665766.2337662338,696168.1681681682,684987.012987013,714946.9469469469,658861.1388611388,699172.8271728272,478172.34468937875,525610.3896103896,586736.0,598976.0,684872.0,690834.8348348348,711200.0,720679.3206793207,721128.0,791783.7837837838,750048.0,757368.0,831616.0,757776.0,682131.7365269461
audio_bitsSentPerSecond,0.0,599648.0793060719,620107.5268817204,662976.0,694840.0,679688.0,696048.0,749656.0,621632.0,586840.0,606272.0,567600.0,579784.0,649968.0,651896.0,658392.0,666616.0,692320.0,524419.5804195805,550894.8948948949,616400.0,470409.5904095904,509397.3973973974,578584.0,591264.0,594608.0,611696.0,682728.0,723040.0,741586.4135864136,875787.7877877877,804600.0,795256.0,753224.0,647480.0,597272.0,589690.3096903097,657777.7777777778,627844.1558441558,677181.1811811812,749538.4615384615,753905.9059059059,793118.8811188812,892123.8761238761,855655.3106212425,816511.4885114885,753920.0,777320.0,610008.0,650178.1781781781,705936.0,633878.1218781219,669864.0,715819.8198198198,740328.0,687840.0,653064.0,750728.0,738499.001996008
audio_packetsSentPerSecond,0.0,206.93928128872366,209.67741935483872,209.0,212.0,216.0,216.0,221.0,211.0,207.0,209.0,214.0,205.0,213.0,214.0,210.0,216.0,213.0,197.8021978021978,206.20620620620622,212.0,209.7902097902098,198.19819819819818,204.0,205.0,209.0,210.0,213.0,215.0,219.78021978021977,233.23323323323322,241.0,229.0,223.0,210.0,208.0,208.7912087912088,209.2092092092092,206.7932067932068,215.2152152152152,223.7762237762238,231.23123123123122,222.7772227772228,236.76323676323676,236.47294589178355,226.77322677322678,220.0,225.0,206.0,209.2092092092092,218.0,217.78221778221777,211.0,217.2172172172172,213.0,217.0,216.0,218.0,217.56487025948104
audio_googLocalAddress,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275,35.204.32.26:50275
audio_googRemoteAddress,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000
audio_googRtt,21.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,20.0,39.0,39.0,33.0,33.0,28.0,28.0,28.0,26.0,26.0,23.0,23.0,23.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,15.0
audio_recv_bitsReceivedPerSecond_1002998210,0.0,6770.755885997522,8021.5053763440865,7256.0,6784.0,7032.0,6160.0,6984.0,6944.0,7568.0,7464.0,6424.0,7440.0,6928.0,6984.0,6968.0,6440.0,6552.0,6969.030969030969,7463.463463463463,6992.0,7000.999000999001,6438.438438438438,5392.0,7216.0,6200.0,6168.0,6944.0,7160.0,7216.783216783217,7167.1671671671675,7016.0,6272.0,7280.0,6640.0,6672.0,6545.454545454545,6118.118118118118,7104.895104895105,7079.079079079079,6481.518481518481,7367.3673673673675,7088.911088911089,7040.959040959041,6813.627254509018,7024.975024975025,6504.0,7144.0,6936.0,7015.015015015015,6976.0,7016.983016983017,5416.0,6998.998998998999,3952.0,7080.0,7128.0,5408.0,6930.139720558882
audio_recv_packetsReceivedPerSecond_1002998210,0.0,7.434944237918216,8.064516129032258,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.992007992007992,8.008008008008009,8.0,7.992007992007992,7.007007007007007,6.0,8.0,7.0,7.0,8.0,8.0,7.992007992007992,8.008008008008009,8.0,7.0,8.0,7.0,7.0,6.993006993006993,7.007007007007007,7.992007992007992,8.008008008008009,6.993006993006993,8.008008008008009,7.992007992007992,7.992007992007992,7.014028056112225,7.992007992007992,7.0,8.0,8.0,8.008008008008009,8.0,7.992007992007992,6.0,8.008008008008009,4.0,8.0,8.0,6.0,7.984031936127744
audio_recv_googCurrentDelayMs_1002998210,25.0,24.0,24.0,24.0,28.0,36.0,27.0,29.0,30.0,40.0,38.0,28.0,30.0,31.0,33.0,33.0,27.0,25.0,25.0,25.0,27.0,32.0,32.0,28.0,31.0,21.0,19.0,18.0,24.0,18.0,25.0,19.0,19.0,18.0,17.0,17.0,26.0,22.0,29.0,27.0,24.0,24.0,23.0,23.0,24.0,37.0,43.0,27.0,25.0,26.0,31.0,31.0,30.0,23.0,29.0,30.0,34.0,29.0,32.0
audio_recv_googJitterBufferMs_1002998210,1.0,1.0,4.0,1.0,6.0,13.0,2.0,2.0,2.0,12.0,12.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,0.0,4.0,1.0,8.0,5.0,6.0,3.0,0.0,2.0,12.0,2.0,10.0,2.0,0.0,2.0,1.0,1.0,3.0,15.0,13.0,3.0,2.0,0.0,2.0,2.0,4.0,2.0,1.0,5.0,3.0,2.0,3.0
audio_recv_googJitterReceived_1002998210,139.0,139.0,139.0,139.0,139.0,124.0,124.0,124.0,124.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,114.0,114.0,114.0,98.0,98.0,98.0,98.0,98.0,109.0,109.0,109.0,109.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,99.0,99.0,99.0,99.0,99.0,99.0,111.0,111.0,111.0
audio_recv_googPreferredJitterBufferMs_1002998210,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0
video_recv_bitsReceivedPerSecond_1276216469,0.0,172183.39529120197,161397.8494623656,155664.0,158848.0,168208.0,172344.0,148624.0,185072.0,154184.0,158016.0,171856.0,164800.0,157128.0,157704.0,171728.0,168616.0,156672.0,181378.62137862138,155795.7957957958,160840.0,169486.5134865135,166486.48648648648,156736.0,157368.0,169320.0,169984.0,158448.0,186528.0,150121.8781218781,159487.4874874875,166696.0,165392.0,157408.0,156640.0,171032.0,158913.0869130869,174190.1901901902,177734.26573426573,155051.05105105106,158569.43056943058,168896.89689689688,167136.86313686313,205458.54145854147,141378.75751503007,165506.4935064935,165992.0,163448.0,187392.0,150606.6066066066,158368.0,164499.5004995005,169760.0,160176.17617617617,134952.0,170600.0,164424.0,168144.0,173732.53493013972
video_recv_packetsReceivedPerSecond_1276216469,0.0,60.09913258983891,59.13978494623656,60.0,60.0,60.0,60.0,59.0,63.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,59.0,60.0,61.938061938061935,60.06006006006006,61.0,58.94105894105894,60.06006006006006,60.0,60.0,60.0,60.0,60.0,63.0,59.94005994005994,60.06006006006006,59.0,60.0,60.0,60.0,60.0,56.943056943056945,64.06406406406407,60.93906093906094,60.06006006006006,59.94005994005994,60.06006006006006,59.94005994005994,65.93406593406593,60.120240480961925,59.94005994005994,60.0,60.0,64.0,60.06006006006006,60.0,58.94105894105894,60.0,61.06106106106106,53.0,60.0,59.0,61.0,59.880239520958085
video_recv_googCurrentDelayMs_1276216469,59.0,59.0,59.0,59.0,59.0,58.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,59.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,58.0,57.0,57.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
video_recv_googDecodeMs_1276216469,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
