video_recv_googCurrentDelayMs,0.0,0.0,0.0,22.0,22.0,24.0,24.0,25.0,81.0,81.0,86.0,83.0,93.0,99.0,96.0,94.0,93.0,96.0,95.0,92.0,90.0,88.0,99.0,98.0,96.0,94.0,96.0,98.0,97.0,95.0,93.0,91.0,87.0,85.0,86.0,84.0,85.0,84.0,82.0,81.0,79.0,77.0,73.0,72.0,71.0,71.0,70.0,69.0,68.0,68.0,66.0,66.0,66.0,66.0,65.0,64.0,64.0,63.0,63.0,62.0,62.0,62.0,61.0,61.0,60.0,60.0,59.0,59.0,60.0,59.0,58.0
video_recv_googDecodeMs,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
video_recv_googFrameHeightReceived,0.0,0.0,0.0,720.0,720.0,720.0,720.0,540.0,540.0,540.0,540.0,540.0,360.0,360.0,360.0,360.0,360.0,270.0,270.0,270.0,270.0,270.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_recv_googFrameRateOutput,0.0,0.0,0.0,11.0,13.0,17.0,14.0,16.0,20.0,29.0,26.0,27.0,42.0,49.0,48.0,51.0,39.0,38.0,47.0,60.0,62.0,62.0,60.0,57.0,59.0,62.0,43.0,49.0,73.0,62.0,62.0,61.0,60.0,56.0,58.0,62.0,51.0,54.0,62.0,61.0,60.0,60.0,57.0,61.0,61.0,61.0,60.0,60.0,60.0,35.0,73.0,65.0,62.0,62.0,62.0,61.0,60.0,60.0,60.0,39.0,71.0,64.0,62.0,62.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0
video_recv_googFrameRateReceived,0.0,0.0,0.0,8.0,14.0,16.0,15.0,14.0,25.0,26.0,30.0,28.0,39.0,49.0,47.0,49.0,38.0,38.0,51.0,60.0,60.0,60.0,58.0,60.0,60.0,60.0,41.0,50.0,78.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,48.0,57.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,40.0,80.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,39.0,81.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0
video_recv_googFrameWidthReceived,0.0,0.0,0.0,1280.0,1280.0,1280.0,1280.0,960.0,960.0,960.0,960.0,960.0,640.0,640.0,640.0,640.0,640.0,480.0,480.0,480.0,480.0,480.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_recv_googInterframeDelayMax,-1.0,-1.0,-1.0,125.0,145.0,93.0,129.0,137.0,68.0,59.0,49.0,47.0,32.0,32.0,33.0,37.0,134.0,103.0,38.0,98.0,19.0,22.0,74.0,123.0,102.0,18.0,163.0,152.0,73.0,18.0,18.0,22.0,26.0,96.0,127.0,18.0,138.0,47.0,18.0,21.0,22.0,21.0,81.0,18.0,18.0,18.0,22.0,21.0,22.0,195.0,17.0,18.0,17.0,18.0,18.0,19.0,30.0,21.0,30.0,189.0,60.0,18.0,18.0,18.0,18.0,18.0,22.0,22.0,36.0,38.0,22.0
video_recv_googJitterBufferMs,0.0,0.0,0.0,38.0,46.0,27.0,24.0,75.0,70.0,72.0,72.0,69.0,87.0,85.0,82.0,80.0,80.0,83.0,82.0,80.0,78.0,76.0,87.0,86.0,84.0,82.0,85.0,87.0,86.0,84.0,82.0,80.0,76.0,74.0,75.0,73.0,74.0,73.0,71.0,70.0,68.0,66.0,62.0,61.0,60.0,60.0,59.0,58.0,57.0,57.0,55.0,55.0,55.0,55.0,54.0,53.0,53.0,52.0,52.0,51.0,51.0,51.0,50.0,50.0,49.0,49.0,48.0,48.0,49.0,48.0,47.0
video_recv_googPlisSent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_bitsSentPerSecond,0.0,0.0,0.0,364597.853014038,168222.47972190034,108345.57235421166,120320.0,129120.0,196528.0,113664.0,114944.0,108856.0,118256.0,161168.0,119632.0,131304.0,97536.0,114698.6986986987,146952.0,60643.356643356645,77072.0,40600.0,49504.0,71200.0,52352.0,17568.0,31232.0,31200.7992007992,35171.17117117117,39040.0,40869.39182452642,46988.96690070211,56584.0,50930.93093093093,69114.88511488511,75635.63563563564,48071.92807192807,53912.0,60280.0,62432.0,66360.0,79240.0,81352.0,75440.0,90128.0,95632.0,102904.0,103744.0,121864.0,140960.0,93864.0,102568.0,93536.0,95024.97502497502,107227.22722722722,108947.05294705294,115707.70770770771,119456.0,133600.0,159280.0,149455.63310069792,184456.45645645645,197082.9170829171,183232.76723276722,221811.623246493,146256.0,123660.33966033965,125745.23570712136,127487.68472906404,146014.09869083585,141483.41708542712
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,0.0,0.0,46.24277456647399,19.69872537659328,12.958963282937365,16.0,16.0,28.0,18.0,16.0,17.0,19.0,25.0,20.0,23.0,19.0,26.026026026026027,34.0,16.983016983016984,26.0,10.0,13.0,19.0,18.0,9.0,16.0,15.984015984015985,18.01801801801802,20.0,20.937188434695912,24.072216649949848,19.0,27.027027027027028,45.95404595404595,45.04504504504504,31.96803196803197,49.0,58.0,50.0,60.0,56.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.94005994005994,60.06006006006006,59.94005994005994,60.06006006006006,60.0,60.0,60.0,59.82053838484546,61.06106106106106,60.93906093906094,59.94005994005994,59.11823647294589,60.0,59.94005994005994,60.18054162487462,60.09852216748769,60.42296072507553,60.301507537688444
video_send_googEncodeUsagePercent,0.0,0.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,46.0,41.0,37.0,34.0,31.0,28.0,26.0,24.0,22.0,20.0,18.0,17.0,16.0,15.0,14.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video_send_googFrameHeightSent,0.0,0.0,0.0,720.0,720.0,720.0,720.0,720.0,540.0,540.0,540.0,540.0,540.0,360.0,360.0,360.0,360.0,360.0,270.0,270.0,270.0,270.0,270.0,180.0,180.0,180.0,180.0,180.0,180.0,0.0,0.0,0.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_send_googFrameRateSent,0.0,0.0,0.0,24.0,7.0,4.0,6.0,7.0,12.0,9.0,12.0,10.0,11.0,19.0,21.0,24.0,19.0,26.0,32.0,17.0,26.0,10.0,13.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0,46.0,44.0,32.0,50.0,58.0,50.0,59.0,56.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,60.0,61.0,60.0,59.0,61.0,61.0
video_send_googFrameWidthSent,0.0,0.0,0.0,1280.0,1280.0,1280.0,1280.0,1280.0,960.0,960.0,960.0,960.0,960.0,640.0,640.0,640.0,640.0,640.0,480.0,480.0,480.0,480.0,480.0,320.0,320.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_send_googRtt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.0,1665.0,1337.0,1130.0,990.0,782.0,599.0,464.0,327.0,229.0,208.0,153.0,107.0,99.0,69.0,133.0,93.0,65.0,46.0,32.0,84.0,151.0,168.0,117.0,0.0,1.0,1.0,1.0,1.0,1.0,84.0,111.0,78.0,54.0,38.0,26.0,18.0,12.0,9.0,6.0,4.0,3.0,2.0,82.0,0.0,20.0,14.0,10.0,7.0,5.0,3.0,2.0,0.0,2.0,62.0,43.0,30.0,21.0,15.0,129.0,0.0,112.0,79.0,55.0
audio_send_packetsLost,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_googJitterReceived,-1,-1,-1,-1,-1,-1,20.0,20.0,20.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
