bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,84022.0,84022.0,84022.0,87762.0,91818.0,95890.0,99818.0,82989.0,85245.0,89233.0,93229.0,68550.0,68550.0,68826.0,73018.0,77504.0,83610.0,90967.0,99085.0,108012.0,54550.0,54550.0,54550.0,56448.0,61964.0,67921.0,74355.0,81303.0,88807.0,96912.0,104261.0,113602.0,123690.0,134585.0,146352.0,81245.0,81245.0,87086.0,57117.0,60982.0,65036.0,71239.0,77938.0,85173.0,92987.0,53412.0,55080.0,59337.0,64624.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1546010284,1546010285,1546010286,1546010287,1546010288,1546010289,1546010290,1546010291,1546010292,1546010293,1546010294,1546010295,1546010296,1546010297,1546010298,1546010299,1546010300,1546010301,1546010302,1546010303,1546010304,1546010305,1546010306,1546010307,1546010308,1546010309,1546010310,1546010311,1546010312,1546010313,1546010314,1546010315,1546010316,1546010317,1546010318,1546010319,1546010320,1546010321,1546010322,1546010323,1546010324,1546010325,1546010326,1546010327,1546010328,1546010329,1546010330,1546010331,1546010332
audio_bitsReceivedPerSecond,52673.339399454046,35393.93939393939,62409.59040959041,289334.6573982125,309620.96774193546,276360.0,183816.0,151232.0,140056.0,152400.0,170565.43456543455,143111.11111111112,100336.0,148976.0,95704.2957042957,102136.0,107376.0,127552.0,84032.0,122544.0,132144.0,119328.0,103120.0,132056.0,101304.0,105096.0,116664.0,132392.0,130992.0,149016.0,159488.0,150120.0,167800.0,181040.0,180432.0,183384.0,120296.0,277712.0,163664.0,192576.57657657657,182321.6783216783,191760.0,230336.0,237128.0,215384.0,210544.0,209760.0,156632.0,192648.0
audio_bitsSentPerSecond,176706.09645131938,136682.379349046,105022.97702297702,112730.88381330685,111903.2258064516,121200.0,147792.0,139664.0,133824.0,121584.0,124939.06093906095,138162.16216216216,93248.0,88744.0,105630.36963036963,104296.0,121120.0,115776.0,137712.0,139024.0,131008.0,94360.0,58496.0,87168.0,84192.0,92400.0,115624.0,99768.0,130096.0,127344.0,126728.0,158264.0,153800.0,144408.0,142472.0,162368.0,147440.0,117360.0,115920.0,84388.38838838838,89790.20979020979,102224.0,91048.0,101376.0,109744.0,118624.0,99984.0,91152.0,91744.0
audio_packetsSentPerSecond,118.28935395814376,97.64309764309765,79.92007992007991,111.2214498510427,128.0241935483871,127.0,126.0,127.0,111.0,101.0,125.87412587412588,106.10610610610611,84.0,92.0,119.88011988011988,122.0,111.0,119.0,112.0,115.0,124.0,88.0,68.0,84.0,99.0,111.0,100.0,110.0,97.0,106.0,126.0,122.0,119.0,109.0,131.0,128.0,118.0,124.0,99.0,77.07707707707708,86.91308691308691,80.0,76.0,99.0,123.0,121.0,98.0,93.0,83.0
audio_googLocalAddress,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302,35.204.92.114:60302
audio_googRemoteAddress,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000,54.93.122.52:10000
audio_googRtt,200.0,234.0,234.0,179.0,179.0,179.0,138.0,138.0,107.0,107.0,107.0,84.0,84.0,66.0,66.0,66.0,53.0,53.0,43.0,43.0,43.0,97.0,97.0,76.0,76.0,76.0,60.0,60.0,48.0,48.0,48.0,39.0,39.0,33.0,33.0,33.0,98.0,98.0,77.0,77.0,77.0,61.0,61.0,49.0,49.0,49.0,40.0,40.0,33.0
audio_send_bitsSentPerSecond,16793.448589626933,17526.374859708194,16703.296703296703,16524.329692154915,16685.483870967742,16696.0,16720.0,16728.0,14288.0,16728.0,16647.352647352647,16736.736736736737,15096.0,16440.0,16607.39260739261,16624.0,16608.0,16568.0,16584.0,16560.0,16552.0,16624.0,16584.0,16688.0,16616.0,16528.0,16464.0,16480.0,16488.0,16488.0,16456.0,16488.0,16560.0,16624.0,16664.0,16712.0,16192.0,16552.0,15376.0,16784.784784784784,16455.544455544456,16488.0,16400.0,16352.0,16328.0,16488.0,14728.0,15664.0,16440.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,50.955414012738856,49.382716049382715,49.95004995004995,49.65243296921549,50.403225806451616,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.050050050050054,50.0,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,51.051051051051054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
audio_send_googJitterReceived,101.0,101.0,101.0,101.0,101.0,98.0,98.0,98.0,98.0,98.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,94.0,94.0,94.0,94.0,94.0,94.0,99.0,99.0,99.0,99.0,99.0,99.0
audio_send_googRtt,9507.0,9507.0,9507.0,9507.0,9507.0,2114.0,2114.0,2114.0,2114.0,2114.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,275.0,275.0,275.0,275.0,275.0,275.0,31.0,31.0,31.0,31.0,31.0,31.0
video_send_bitsSentPerSecond,152647.86169244768,109863.07519640854,84419.58041958042,82438.92750744786,84669.35483870968,91832.0,121992.0,110336.0,108336.0,94640.0,95016.98301698302,110254.25425425425,70656.0,63192.0,80751.24875124876,77104.0,96632.0,88224.0,110648.0,111704.0,102256.0,68096.0,35984.0,61080.0,60736.0,64888.0,91520.0,72368.0,103656.0,99760.0,97448.0,130360.0,127520.0,116640.0,115528.0,133632.0,122520.0,89120.0,91568.0,58482.48248248248,63416.58341658342,77008.0,67808.0,75288.0,84896.0,91664.0,78144.0,66200.0,68112.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,60.05459508644222,37.03703703703704,25.974025974025974,45.680238331678254,60.483870967741936,60.0,60.0,59.0,46.0,38.0,55.94405594405595,40.04004004004004,19.0,30.0,55.94405594405595,59.0,46.0,56.0,46.0,50.0,56.0,25.0,7.0,20.0,37.0,46.0,38.0,45.0,32.0,40.0,57.0,56.0,51.0,44.0,60.0,60.0,52.0,59.0,36.0,16.016016016016017,24.975024975024976,20.0,14.0,38.0,60.0,60.0,39.0,32.0,21.0
video_send_googEncodeUsagePercent,16.0,15.0,14.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
video_send_googFrameHeightSent,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_send_googFrameRateSent,59.0,39.0,27.0,46.0,60.0,60.0,60.0,60.0,45.0,37.0,57.0,40.0,19.0,30.0,55.0,59.0,46.0,57.0,46.0,50.0,57.0,25.0,6.0,19.0,36.0,46.0,38.0,45.0,32.0,40.0,57.0,56.0,51.0,42.0,60.0,60.0,52.0,59.0,36.0,16.0,24.0,19.0,12.0,37.0,60.0,60.0,39.0,32.0,21.0
