bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,3935459.0,3935459.0,3935459.0,3935459.0,3935459.0,3935459.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541194780,1541194781,1541194782,1541194783,1541194784,1541194785
audio_bitsReceivedPerSecond,0.0,1210731.2013828869,1047289.3157262906,1128392.0,1062408.0,1087936.0
audio_bitsSentPerSecond,0.0,1822174.5894554884,1620945.9783913565,1566352.0,1637808.0,1596080.0
audio_packetsSentPerSecond,0.0,363.0077787381158,343.3373349339736,336.0,340.0,336.0
audio_googLocalAddress,35.204.125.129:46767,35.204.125.129:46767,35.204.125.129:46767,35.204.125.129:46767,35.204.125.129:46767,35.204.125.129:46767
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,24.0,21.0,21.0,21.0,19.0,19.0
audio_send_bitsSentPerSecond,0.0,19263.61279170268,18496.998799519806,16304.0,17520.0,16288.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.129645635263614,50.42016806722689,50.0,50.0,50.0
audio_send_googJitterReceived,104.0,104.0,104.0,104.0,104.0,104.0
audio_send_googRtt,22.0,22.0,22.0,22.0,22.0,22.0
video_send_bitsSentPerSecond,0.0,1778503.0250648228,1582338.5354141656,1526736.0,1600528.0,1555056.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,283.4917891097666,265.3061224489796,258.0,263.0,255.0
video_send_googEncodeUsagePercent,64.0,64.0,60.0,57.0,55.0,52.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,59.0,60.0,60.0,60.0,60.0,60.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0
video_send_googRtt,30.0,29.0,24.0,21.0,19.0,17.0
audio_recv_bitsReceivedPerSecond,0.0,42834.91789109767,41344.53781512605,42000.0,42000.0,42000.0
audio_recv_packetsReceivedPerSecond,0.0,50.99394987035436,49.21968787515006,50.0,50.0,50.0
audio_recv_googCurrentDelayMs,378.0,380.0,390.0,390.0,390.0,390.0
audio_recv_googJitterBufferMs,360.0,380.0,370.0,370.0,370.0,370.0
audio_recv_googJitterReceived,5.0,5.0,2.0,2.0,2.0,2.0
audio_recv_googPreferredJitterBufferMs,460.0,460.0,460.0,460.0,460.0,460.0
video_recv_bitsReceivedPerSecond,0.0,1142658.5998271392,984720.2881152461,1061000.0,999080.0,1021008.0
video_recv_packetsReceivedPerSecond,0.0,146.93171996542782,128.45138055222088,137.0,130.0,134.0
video_recv_googCurrentDelayMs,76.0,77.0,75.0,74.0,74.0,71.0
video_recv_googDecodeMs,3.0,2.0,1.0,3.0,3.0,3.0
video_recv_googFrameHeightReceived,540.0,540.0,540.0,540.0,540.0,540.0
video_recv_googFrameRateOutput,60.0,61.0,61.0,60.0,60.0,61.0
video_recv_googFrameRateReceived,59.0,60.0,60.0,60.0,60.0,60.0
video_recv_googFrameWidthReceived,960.0,960.0,960.0,960.0,960.0,960.0
video_recv_googInterframeDelayMax,19.0,25.0,19.0,19.0,19.0,19.0
video_recv_googJitterBufferMs,53.0,53.0,52.0,52.0,52.0,51.0
video_recv_googPlisSent,0.0,0.0,0.0,0.0,0.0,0.0
video_send_resolutionChangesSent,0,0,0,0,0,0
video_recv_resolutionChangesReceived,0,0,0,0,0,0
1_way_delay_audio_send,11.0,11.0,11.0,11.0,11.0,11.0
1_way_delay_video_send,15.0,14.5,12.0,10.5,9.5,8.5
ear_ear_delay_audio_send,12.0,15.0,14.0,13.0,12.0,15.0
audio_recv_kbitsReceivedPerSecond,0,41,40,41,41,41
video_recv_kbitsReceivedPerSecond,0,1115,961,1036,975,997
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0
e_model_audio_send,93.912,93.84,93.864,93.888,93.912
kpi_audio_synchronization,4.422641039394304,4.421329526272,4.4217676780241915,4.422204849258496,4.422641039394304
eye_eye_delay_video_send,83.0,82.5,80.0,78.5,77.5,75.5
kpi_video_synchronization,5,5,5,5,5,5
av_delay_send,-71.0,-67.5,-66.0,-65.5,-65.5,-60.5
kpi_av_synchronization,5,5,5,5,5,5
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0
kpi_fps_stability,5,5,5,5,5,5
kpi_q_audio,1,5,5,5,5,5
kpi_q_video,3.619285714285714,3.48,3.545,3.4892857142857143,3.507857142857143
qoe_simple_normal,4.0390632900914305,4.015703280696889,4.026585297558245,4.017348157854118
qoe_simple_smooth,4.308944242472383,4.262369947363556,4.284085297558244,4.265562443568403
