bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,88944.0,97060.0,105825.0,115291.0,125514.0,136555.0,148479.0,125467.0,136504.0,94793.0,103376.0,112646.0,122658.0,133471.0,144314.0,156859.0,170408.0,185041.0,200844.0
bweforvideo-googBucketDelay,13.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
timestamp,1544723945,1544723946,1544723947,1544723948,1544723949,1544723950,1544723951,1544723952,1544723953,1544723954,1544723955,1544723956,1544723957,1544723958,1544723959,1544723960,1544723961,1544723962,1544723963
audio_bitsReceivedPerSecond,0.0,287903.0303030303,226120.0,240840.0,203136.0,224968.0,244472.0,268176.0,216152.0,238360.0,235448.0,278168.0,255376.0,287672.3276723277,267296.0,197034.96503496505,269176.0,227387.3873873874,205584.0
audio_bitsSentPerSecond,0.0,140525.25252525252,114936.0,132184.0,159976.0,151944.0,179336.0,173488.0,158288.0,170496.0,147368.0,134448.0,128744.0,149698.3016983017,176416.0,166193.8061938062,204456.0,212084.08408408408,204408.0
audio_packetsSentPerSecond,0.0,111.11111111111111,123.0,126.0,125.0,129.0,130.0,129.0,128.0,125.0,113.0,116.0,128.0,123.87612387612387,130.0,126.87312687312688,129.0,134.13413413413414,131.0
audio_googLocalAddress,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475,35.204.47.190:46475
audio_googRemoteAddress,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000,18.196.63.112:10000
audio_googRtt,91.0,91.0,81.0,81.0,81.0,64.0,64.0,51.0,51.0,51.0,42.0,42.0,35.0,35.0,35.0,30.0,30.0,26.0,26.0
audio_recv_bitsReceivedPerSecond,0.0,42424.242424242424,42000.0,42000.0,42000.0,42000.0,35552.0,48448.0,42000.0,25584.0,25992.0,41480.0,42000.0,41958.041958041955,42000.0,41958.041958041955,41160.0,42882.882882882885,42000.0
audio_recv_packetsReceivedPerSecond,0.0,50.505050505050505,50.0,50.0,50.0,50.0,42.0,58.0,50.0,29.0,31.0,50.0,50.0,49.95004995004995,50.0,49.95004995004995,49.0,51.051051051051054,50.0
audio_recv_googCurrentDelayMs,419.0,416.0,409.0,413.0,407.0,413.0,336.0,370.0,396.0,299.0,240.0,253.0,329.0,318.0,328.0,320.0,321.0,350.0,356.0
audio_recv_googJitterBufferMs,411.0,413.0,413.0,413.0,413.0,413.0,253.0,413.0,413.0,45.0,70.0,183.0,292.0,306.0,316.0,330.0,362.0,382.0,382.0
audio_recv_googJitterReceived,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0
audio_recv_googPreferredJitterBufferMs,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,360.0,360.0
video_recv_bitsReceivedPerSecond,0.0,230197.9797979798,170576.0,183376.0,148936.0,166944.0,196216.0,196456.0,162544.0,197744.0,197416.0,222328.0,200776.0,228475.52447552446,211656.0,141050.94905094904,212832.0,166238.23823823823,149912.0
video_recv_packetsReceivedPerSecond,0.0,60.60606060606061,36.0,60.0,39.0,54.0,51.0,69.0,59.0,61.0,60.0,60.0,59.0,61.938061938061935,60.0,33.96603396603397,61.0,62.06206206206206,49.0
video_recv_googCurrentDelayMs,110.0,106.0,114.0,110.0,106.0,114.0,110.0,108.0,106.0,102.0,99.0,95.0,93.0,89.0,87.0,85.0,99.0,97.0,94.0
video_recv_googDecodeMs,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
video_recv_googFrameHeightReceived,180.0,180.0,180.0,180.0,360.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,360.0,180.0,180.0,180.0
video_recv_googFrameRateOutput,59.0,59.0,37.0,60.0,37.0,41.0,52.0,61.0,60.0,62.0,59.0,58.0,59.0,58.0,58.0,39.0,54.0,57.0,52.0
video_recv_googFrameRateReceived,60.0,60.0,25.0,60.0,37.0,48.0,51.0,63.0,59.0,61.0,59.0,60.0,59.0,61.0,59.0,31.0,57.0,62.0,49.0
video_recv_googFrameWidthReceived,320.0,320.0,320.0,320.0,640.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,640.0,320.0,320.0,320.0
video_recv_googInterframeDelayMax,25.0,19.0,209.0,37.0,158.0,350.0,85.0,19.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,54.0,322.0,19.0,37.0
video_recv_googJitterBufferMs,99.0,95.0,103.0,99.0,95.0,103.0,99.0,97.0,95.0,91.0,88.0,84.0,82.0,78.0,76.0,74.0,88.0,86.0,83.0
video_recv_googPlisSent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_bitsSentPerSecond,0.0,16888.88888888889,16720.0,16720.0,16904.0,16536.0,15984.0,15984.0,15672.0,15240.0,16720.0,16696.0,16896.0,16495.504495504494,16888.0,16679.32067932068,16664.0,16664.664664664666,16624.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.505050505050505,50.0,50.0,51.0,49.0,51.0,50.0,50.0,49.0,50.0,50.0,51.0,48.95104895104895,51.0,49.95004995004995,50.0,50.050050050050054,50.0
audio_send_googJitterReceived,115.0,115.0,100.0,100.0,100.0,100.0,100.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,98.0,98.0,98.0,98.0,98.0
audio_send_googRtt,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
video_send_bitsSentPerSecond,0.0,111967.67676767676,89480.0,102936.0,134464.0,122016.0,151304.0,142288.0,132728.0,142488.0,123000.0,105672.0,102712.0,121310.68931068931,149080.0,136887.1128871129,177192.0,178794.79479479478,177088.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,0.0,45.45454545454545,59.0,60.0,60.0,60.0,61.0,60.0,60.0,59.0,51.0,50.0,60.0,59.94005994005994,60.0,59.94005994005994,62.0,60.06006006006006,60.0
video_send_googEncodeUsagePercent,14.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video_send_googFrameHeightSent,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
video_send_googFrameRateSent,24.0,45.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,51.0,50.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0
video_send_googFrameWidthSent,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
video_send_googRtt,42.0,34.0,28.0,25.0,21.0,20.0,18.0,17.0,23.0,20.0,45.0,37.0,30.0,25.0,22.0,21.0,19.0,18.0,18.0
video_recv_resolutionChangesReceived,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4
video_send_resolutionChangesSent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_way_delay_audio_send,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
1_way_delay_video_send,21.0,17.0,14.0,12.5,10.5,10.0,9.0,8.5,11.5,10.0,22.5,18.5,15.0,12.5,11.0,10.5,9.5,9.0,9.0
ear_ear_delay_audio_send,22.5,39.5,23.5,23.5,23.5,26.5,26.5,19.5,23.5,38.5,23.5,23.5,25.5,30.5,25.5,20.5,25.5,33.5,28.5
