audio_recv_kbitsReceivedPerSecond,0,41,41,41,41,41,34,47,41,24,25,40,41,40,41,40,40,41,41
video_recv_kbitsReceivedPerSecond,0,224,166,179,145,163,191,191,158,193,192,217,196,223,206,137,207,162,146
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,93.66,93.25200000000001,93.636,93.636,93.636,93.56400000000001,93.56400000000001,93.732,93.636,93.276,93.636,93.636,93.58800000000001,93.468,93.58800000000001,93.708,93.58800000000001,93.396
kpi_audio_synchronization,4.418012192728001,4.410290121146945,4.417565730015808,4.417565730015808,4.417565730015808,4.416220494188992,4.416220494188992,4.419345725045825,4.417565730015808,4.410752114219968,4.417565730015808,4.417565730015808,4.4166698801656965,4.414413223485377,4.4166698801656965,4.418902190823617,4.4166698801656965,4.413047573578048
eye_eye_delay_video_send,56.0,49.0,44.0,40.5,37.5,36.0,34.0,32.5,36.5,34.0,45.5,40.5,36.0,32.5,30.0,28.5,26.5,25.0,24.0
kpi_video_synchronization,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
av_delay_send,-33.5,-9.5,-20.5,-17.0,-14.0,-9.5,-7.5,-13.0,-13.0,4.5,-22.0,-17.0,-10.5,-2.0,-4.5,-8.0,-1.0,8.5,4.5
kpi_av_synchronization,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_resolution_stability,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275
max_resolution_percentage,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683
kpi_resolution_stability_norm,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275,2.5038843512644275
max_resolution_percentage_norm,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683
kpi_fps_stability,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
kpi_q_audio,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5
kpi_q_video,1.9,1.5714285714285714,1.6285714285714286,1.457142857142857,1.5714285714285714,1.7428571428571429,1.7428571428571429,1.5142857142857142,1.7428571428571429,1.7428571428571429,1.8499999999999999,1.7428571428571429,1.9,1.8,1.4,1.8,1.5714285714285714,1.457142857142857
qoe_simple_normal,3.7520013547475557,3.6963814420322003,3.706713652541439,3.67814222397001,3.697189843017629,3.7256118009416337,3.7256118009416337,3.6878638107193766,3.725761271589058,3.725004203167298,3.743618414446201,3.725761271589058,3.7518522089072994,3.734934802609487,3.668518875573966,3.73543357675818,3.6970903041453944
qoe_simple_smooth,3.7353346880808895,3.6249528706036287,3.6448088906366767,3.5876660334938197,3.6257612715890577,3.682754658084491,3.682754658084491,3.606911429766996,3.682904128731915,3.682147060310155,3.7186184144462007,3.682904128731915,3.735185542240633,3.7016014692761536,3.5685188755739663,3.7021002434248467,3.6256617327168232
