bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,300000.0,884854.0,960696.0,1029747.0,1104687.0,1194062.0,1288202.0,1392258.0,1504639.0,1622660.0,1753473.0,1894335.0,2043542.0,1517264.0,1549184.0,1588412.0,1626272.0,1665348.0,1706984.0,1745020.0,1784771.0,1492811.0,1518230.0,1032117.0,799497.0,863581.0,933088.0,1007879.0,1088668.0,1174527.0,1269489.0,1372048.0,1476903.0,1036228.0,1114990.0,1205189.0,1302604.0,1405916.0,1515613.0,1637862.0,1769891.0,1910870.0,2064740.0,1520915.0,1544772.0,1571322.0,1608929.0,1002988.0,1079205.0,1165890.0,1259537.0,1354649.0,1464021.0,1581987.0,1707294.0,1844878.0,1571182.0,1190219.0,1255664.0,1352429.0,1461623.0,1579553.0,1702981.0,1836001.0,1510144.0,1535055.0,1561433.0,1339369.0,1363594.0,1397211.0,1428603.0,1459319.0,1489652.0,1524640.0,1560691.0,1601824.0,1644126.0,1684598.0,1721343.0,1854366.0,2003715.0,1523821.0,1517909.0,1536114.0,1565421.0,1592563.0,1622547.0,1662784.0,1704444.0,1743203.0,1779981.0,1818441.0,1857192.0,1895878.0,1402362.0,1428686.0,1428119.0,1164857.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0
timestamp,1541187637,1541187638,1541187639,1541187640,1541187641,1541187642,1541187643,1541187644,1541187645,1541187646,1541187647,1541187648,1541187649,1541187650,1541187651,1541187652,1541187653,1541187654,1541187655,1541187656,1541187657,1541187658,1541187659,1541187660,1541187661,1541187662,1541187663,1541187664,1541187665,1541187666,1541187667,1541187668,1541187669,1541187670,1541187671,1541187672,1541187673,1541187674,1541187675,1541187676,1541187677,1541187678,1541187679,1541187680,1541187681,1541187682,1541187683,1541187684,1541187685,1541187686,1541187687,1541187688,1541187689,1541187690,1541187691,1541187692,1541187693,1541187694,1541187695,1541187696,1541187697,1541187698,1541187699,1541187700,1541187701,1541187702,1541187703,1541187704,1541187705,1541187706,1541187707,1541187708,1541187709,1541187710,1541187711,1541187712,1541187713,1541187714,1541187715,1541187716,1541187717,1541187718,1541187719,1541187720,1541187721,1541187722,1541187723,1541187724,1541187725,1541187726,1541187727,1541187728,1541187729,1541187730,1541187731,1541187732,1541187733,1541187734,1541187735,1541187736,1541187737
audio_bitsReceivedPerSecond,-1,-1,-1,0.0,524875.1248751249,685633.8983050848,714607.9295154185,754324.5614035088,818080.0,887983.983983984,958216.0,924907.0929070929,871040.0,908684.6846846847,990033.966033966,1055279.2792792793,1035472.0,1238872.0,1233064.0,1156611.3886113886,1098640.0,1001849.8498498498,908328.0,834501.4985014985,880504.5045045045,880520.0,877528.0,1044747.2527472527,1092364.3643643644,1176072.0,1043080.0,996352.0,953328.0,971700.2997002997,995075.075075075,1019688.0,1001440.0,1122960.0,1113184.0,1179208.0,1101282.7172827173,1100028.028028028,1008735.2647352647,1064888.888888889,1134449.5504495504,1222414.4144144144,1208320.0,1421200.0,1429768.0,1630448.0,1688776.0,1608808.0,1547048.0,1596576.0,1469338.6613386613,1342696.0,1097529.5295295296,1204587.4125874126,1231487.4874874875,1374488.0,1464887.112887113,1667960.0,1697192.0,1714685.3146853147,1710212.5124131083,1783943.4914228052,1577145.1292246522,1599911.5577889448,1553576.0,1653560.0,1641520.0,1780024.0,1380342.6294820716,1505114.2284569137,1535102.2044088177,1573080.0,1547555.5555555555,1620336.0,1621624.0,1652939.060939061,1710966.9669669669,1527584.0,1530189.81018981,1633992.0,1767143.143143143,1826848.0,1886072.0,1816888.0,1660395.6043956045,1562346.3463463464,1568664.0,1408536.0,1265136.0,1481792.0,1665048.0,1762496.0,1785808.0,1828088.0,1841240.0,1807288.0,1682792.0
audio_bitsSentPerSecond,-1,-1,-1,0.0,581618.3816183816,824122.033898305,999718.0616740088,944192.9824561403,1199008.0,1275883.883883884,1426432.0,1453698.3016983017,1498016.0,1732052.052052052,1873342.6573426574,1797717.7177177176,1886120.0,1686984.0,1777504.0,1812627.3726273726,1791816.0,1761345.3453453453,1739216.0,1894489.5104895106,1869277.2772772773,1576840.0,1330600.0,979332.6673326673,932092.0920920921,926944.0,1015184.0,1064168.0,1138904.0,1246489.5104895106,1329857.8578578578,1397992.0,1452704.0,1236656.0,1240184.0,1314608.0,1403356.6433566434,1484836.8368368368,1581338.6613386613,1727071.071071071,1891476.5234765236,1899475.4754754754,1982000.0,1759808.0,1798592.0,1543920.0,1386912.0,1197360.0,1280392.0,1370928.0,1382625.3746253746,1415448.0,1456840.840840841,1612211.7882117883,1850818.8188188188,1796704.0,1707764.2357642357,1395800.0,1345992.0,1469858.1418581419,1570073.4856007944,1570567.1039354189,1692834.9900596421,1809101.5075376884,1784120.0,1684976.0,1697360.0,1454120.0,1422597.609561753,1489354.7094188377,1501274.5490981964,1495608.0,1579027.027027027,1607640.0,1690760.0,1618661.3386613387,1785321.3213213214,1796072.0,1763244.7552447552,1971080.0,2001465.4654654656,1584448.0,1638264.0,1631600.0,1660547.4525474526,1607431.4314314313,1753976.0,1779200.0,1750568.0,1869424.0,1881968.0,1866832.0,1909240.0,1784896.0,1777792.0,1525896.0,1490616.0
audio_packetsSentPerSecond,-1,-1,-1,0.0,127.87212787212788,190.67796610169492,198.23788546255506,200.6578947368421,226.0,239.23923923923923,255.0,252.74725274725276,264.0,290.2902902902903,309.6903096903097,296.2962962962963,303.0,281.0,287.0,293.7062937062937,293.0,289.2892892892893,290.0,310.6893106893107,307.3073073073073,260.0,236.0,198.8011988011988,196.19619619619618,198.0,200.0,206.0,218.0,240.75924075924075,247.24724724724726,254.0,261.0,228.0,234.0,242.0,253.74625374625376,260.2602602602603,262.7372627372627,290.2902902902903,307.6923076923077,303.3033033033033,310.0,283.0,289.0,261.0,242.0,228.0,241.0,248.0,252.74725274725276,251.0,256.2562562562563,272.72727272727275,294.2942942942943,295.0,284.7152847152847,253.0,248.0,256.7432567432567,260.17874875868915,264.3794147325933,287.2763419483101,290.45226130653265,292.0,280.0,288.0,256.0,251.99203187250995,253.50701402805612,256.5130260521042,259.0,265.26526526526527,272.0,276.0,266.73326673326676,295.2952952952953,293.0,290.7092907092907,312.0,316.3163163163163,267.0,274.0,280.0,277.72227772227774,266.26626626626626,284.0,295.0,289.0,307.0,305.0,303.0,307.0,291.0,286.0,265.0,256.0
audio_googLocalAddress,-1,-1,-1,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764,10.164.0.8:34764
audio_googRemoteAddress,-1,-1,-1,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946,10.164.0.9:41946
audio_googRtt,-1,-1,-1,3000.0,21.0,16.0,12.0,12.0,9.0,9.0,9.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,14.0,14.0,14.0,10.0,10.0,9.0,9.0,9.0,20.0,20.0,15.0,15.0,15.0,11.0,11.0,8.0,8.0,8.0,14.0,14.0,10.0,10.0,10.0,9.0,9.0,7.0,7.0,7.0,12.0,12.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,14.0,14.0,14.0,11.0,11.0,14.0,14.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,9.0,9.0,7.0,7.0,7.0,6.0,6.0,6.0,17.0,17.0,28.0,28.0,22.0,22.0,22.0,18.0,18.0,15.0,15.0,15.0,17.0,17.0,17.0,22.0,22.0
