bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,5554630.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0,6936701.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541196014,1541196015,1541196016,1541196017,1541196018,1541196019,1541196020,1541196021,1541196022,1541196023,1541196024,1541196025,1541196026,1541196027,1541196028,1541196029,1541196030,1541196031,1541196032,1541196033,1541196034,1541196035,1541196036,1541196037,1541196038,1541196039,1541196014,1541196015,1541196016,1541196017,1541196018,1541196019,1541196020,1541196021,1541196022,1541196023,1541196024,1541196025,1541196026,1541196027,1541196028,1541196029,1541196030,1541196031,1541196032,1541196033,1541196034,1541196035,1541196036,1541196037,1541196038,1541196039
audio_bitsReceivedPerSecond,0.0,1142560.1617795753,1056112.0,1053432.0,1063088.0,1110432.0,972064.0,1036664.0,959704.0,937760.0,1014152.0,937838.1618381619,921752.0,987288.0,960208.0,1015600.0,924336.0,1004960.0,950856.0,936976.0,1044176.0,981528.0,948168.0,992744.0,1006760.0,1021904.0,0.0,1199426.8476621418,1084925.8698941,1045592.0,1059848.0,1062432.0,1117128.0,944856.0,1074240.0,987048.0,956656.0,1052155.844155844,969888.0,964536.0,999288.0,998688.0,1043412.5874125874,917437.4374374375,1064071.8562874252,986228.4569138277,997056.0,2227804.195804196,2371720.0,2764200.0,2868731.2687312686,2747651.6516516516
audio_bitsSentPerSecond,0.0,1901953.488372093,1650976.0,1541424.0,1653280.0,1587528.0,1640920.0,1545928.0,1634760.0,1433408.0,1474400.0,1594925.0749250748,1458320.0,1442752.0,1592336.0,1462032.0,1596320.0,1475688.0,1568392.0,1512376.0,1769728.0,2966560.0,3184368.0,3446552.0,3605192.0,3315984.0,0.0,1778250.3770739066,1632689.8638426627,1583056.0,1649504.0,1664752.0,1504656.0,1628728.0,1461528.0,1446264.0,1560648.0,1476507.4925074924,1444680.0,1477944.0,1521064.0,1560896.0,1427852.147852148,1581173.173173173,1426922.1556886227,1459166.3326653307,1571584.0,1511552.4475524474,1458808.0,1491008.0,1546629.3706293707,1545065.0650650652
audio_packetsSentPerSecond,0.0,362.9929221435794,344.0,331.0,338.0,336.0,337.0,331.0,345.0,325.0,323.0,339.6603396603397,326.0,320.0,337.0,322.0,335.0,322.0,338.0,333.0,354.0,463.0,489.0,540.0,548.0,519.0,0.0,358.97435897435895,341.90620272314675,339.0,344.0,342.0,330.0,346.0,329.0,328.0,334.0,324.6753246753247,325.0,330.0,328.0,334.0,319.68031968031966,341.3413413413413,323.3532934131737,328.6573146292585,333.0,332.6673326673327,324.0,328.0,328.6713286713287,331.33133133133134
audio_googLocalAddress,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.125.129:52362,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131,35.204.137.161:58131
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,0.0,40849.342770475225,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,40359.64035964036,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,40400.0,30304.0,28376.0,40400.0,40400.0,40400.0,0.0,26980.392156862745,30535.55219364599,35928.0,30200.0,22120.0,26440.0,20864.0,24608.0,24944.0,20216.0,20123.876123876125,19656.0,22224.0,21584.0,22064.0,28403.596403596403,17065.065065065064,16606.786427145707,28472.945891783565,28280.0,35796.203796203794,37416.0,37248.0,37226.77322677323,31071.07107107107
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.55611729019211,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.52790346907994,49.92435703479576,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,48.95104895104895,51.0,50.0,50.0,50.0,49.95004995004995,50.050050050050054,49.9001996007984,50.100200400801604,50.0,49.95004995004995,50.0,50.0,49.95004995004995,50.050050050050054
