bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,3345084.0,3345084.0,3345084.0,3345084.0,3345084.0,3345084.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1541194780,1541194781,1541194782,1541194783,1541194784,1541194785
audio_bitsReceivedPerSecond,1036508.0988917307,1161104.8088779284,1076168.0,1012316.3163163164,1058213.786213786,1023088.9110889111
audio_bitsSentPerSecond,1568620.63086104,1839664.6115906287,1616456.0,1693941.9419419419,1620859.1408591408,1656463.5364635366
audio_packetsSentPerSecond,332.48081841432224,360.0493218249075,337.0,346.34634634634637,338.6613386613387,344.65534465534466
audio_googLocalAddress,35.204.137.161:56757,35.204.137.161:56757,35.204.137.161:56757,35.204.137.161:56757,35.204.137.161:56757,35.204.137.161:56757
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,18.0,18.0,18.0,17.0,17.0,16.0
audio_send_bitsSentPerSecond,40641.091219096335,40848.335388409374,40400.0,40440.44044044044,40359.64035964036,40359.64035964036
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,50.29838022165388,50.55487053020962,50.0,50.050050050050054,49.95004995004995,49.95004995004995
audio_send_googJitterReceived,3.0,3.0,3.0,3.0,3.0,3.0
audio_send_googRtt,38.0,38.0,38.0,38.0,38.0,38.0
video_send_bitsSentPerSecond,1508023.8704177323,1772577.065351418,1556104.0,1629845.8458458458,1560199.8001998002,1592159.8401598402
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0
video_send_packetsSentPerSecond,254.04944586530263,278.66831072749693,260.0,268.2682682682683,260.7392607392607,265.73426573426576
video_send_googEncodeUsagePercent,64.0,64.0,59.0,56.0,53.0,51.0
video_send_googFrameHeightSent,540.0,540.0,540.0,540.0,540.0,540.0
video_send_googFrameRateSent,60.0,60.0,60.0,60.0,60.0,60.0
video_send_googFrameWidthSent,960.0,960.0,960.0,960.0,960.0,960.0
video_send_googRtt,28.0,28.0,27.0,26.0,25.0,22.0
audio_recv_bitsReceivedPerSecond,8143.222506393862,14352.65104808878,10392.0,7935.935935935936,9574.425574425575,7920.07992007992
audio_recv_packetsReceivedPerSecond,8.525149190110827,16.029593094944513,11.0,8.008008008008009,9.99000999000999,7.992007992007992
audio_recv_googCurrentDelayMs,31.0,32.0,34.0,30.0,31.0,34.0
audio_recv_googJitterBufferMs,1.0,4.0,3.0,2.0,1.0,4.0
audio_recv_googJitterReceived,100.0,100.0,100.0,100.0,100.0,100.0
audio_recv_googPreferredJitterBufferMs,440.0,440.0,440.0,440.0,440.0,440.0
video_recv_bitsReceivedPerSecond,1007563.5123614663,1121065.3514180025,1045248.0,981029.0290290291,1028819.1808191808,991864.1358641358
video_recv_packetsReceivedPerSecond,135.54987212276214,146.7324290998767,137.0,129.12912912912913,132.86713286713288,126.87312687312688
video_recv_googCurrentDelayMs,91.0,91.0,91.0,90.0,89.0,86.0
video_recv_googDecodeMs,2.0,2.0,3.0,3.0,3.0,3.0
video_recv_googFrameHeightReceived,540.0,540.0,540.0,540.0,540.0,540.0
video_recv_googFrameRateOutput,60.0,61.0,60.0,61.0,60.0,60.0
video_recv_googFrameRateReceived,60.0,59.0,60.0,60.0,60.0,60.0
video_recv_googFrameWidthReceived,960.0,960.0,960.0,960.0,960.0,960.0
video_recv_googInterframeDelayMax,19.0,23.0,18.0,19.0,19.0,21.0
video_recv_googJitterBufferMs,68.0,68.0,68.0,68.0,68.0,67.0
video_recv_googPlisSent,0.0,0.0,0.0,0.0,0.0,0.0
video_send_resolutionChangesSent,0,0,0,0,0,0
video_recv_resolutionChangesReceived,0,0,0,0,0,0
1_way_delay_audio_send,19.0,19.0,19.0,19.0,19.0,19.0
1_way_delay_video_send,14.0,14.0,13.5,13.0,12.5,11.0
ear_ear_delay_audio_send,379.0,399.0,389.0,389.0,389.0,389.0
audio_recv_kbitsReceivedPerSecond,7,14,10,7,9,7
video_recv_kbitsReceivedPerSecond,983,1094,1020,958,1004,968
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,62.917,60.237,61.577000000000005,61.577000000000005,61.577000000000005
kpi_audio_synchronization,3.2497356125355092,3.1122686431556295,3.1813129767307693,3.1813129767307693,3.1813129767307693
eye_eye_delay_video_send,67.0,67.0,65.5,65.0,64.5,62.0
kpi_video_synchronization,5,5,5,5,5,5
av_delay_send,312.0,332.0,323.5,324.0,324.5,327.0
kpi_av_synchronization,1,1,1,1,1,1
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0
kpi_fps_stability,5,5,5,5,5,5
kpi_q_audio,1,2,2,1,1,1
kpi_q_video,3.4985714285714287,3.600714285714286,3.5357142857142856,3.48,3.5171428571428573,3.4892857142857143
qoe_simple_normal,3.4441769728214062,3.4459266746363397,3.4427649339224664,3.433479219636752,3.4396696958272286
qoe_simple_smooth,3.6939388775833106,3.712712388922054,3.698717314874847,3.680145886303419,3.6925268386843713
