bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,123324.0,109835.0,119622.0,130192.0,141607.0,153936.0,167251.0,181631.0,197161.0,213934.0,232049.0,251613.0,272742.0,295561.0,279397.0,279397.0,279397.0,279397.0,259726.0,259726.0,259726.0,219143.0,219143.0,219143.0,237674.0,214927.0,214927.0,214927.0,214927.0,161195.0,161195.0,161195.0,175091.0,190098.0,206306.0,223810.0,242715.0,263132.0,263132.0,248228.0,248228.0,248228.0,222532.0,241335.0,241335.0,241335.0,181001.0,181001.0,181001.0,183049.0,198693.0,215588.0,233835.0,208716.0,208716.0,226413.0,226413.0,226413.0,200322.0,200322.0,217348.0,182113.0,182113.0,182113.0,182113.0,160060.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,59.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
timestamp,1546024982,1546024983,1546024984,1546024985,1546024986,1546024987,1546024988,1546024989,1546024990,1546024991,1546024992,1546024993,1546024994,1546024995,1546024996,1546024997,1546024998,1546024999,1546025000,1546025001,1546025002,1546025003,1546025004,1546025005,1546025006,1546025007,1546025008,1546025009,1546025010,1546025011,1546025012,1546025013,1546025014,1546025015,1546025016,1546025017,1546025018,1546025019,1546025020,1546025021,1546025022,1546025023,1546025024,1546025025,1546025026,1546025027,1546025028,1546025029,1546025030,1546025031,1546025032,1546025033,1546025034,1546025035,1546025036,1546025037,1546025038,1546025039,1546025040,1546025041,1546025042,1546025043,1546025044,1546025045,1546025046,1546025047
audio_bitsReceivedPerSecond,238272.0,247536.0,251760.0,238913.0869130869,271759.75975975976,261754.24575424576,222382.38238238238,208384.0,219883.8838838839,189258.74125874127,232440.0,230952.0,273344.0,281001.001001001,295176.82317682315,283176.0,295664.0,282306.30630630633,258424.0,319840.1598401598,263688.0,274880.0,247320.0,248368.0,247623.62362362363,258525.47452547454,285557.55755755753,300267.73226773227,320720.0,309768.0,316192.0,300792.0,343224.0,266408.0,333621.6216216216,271280.0,268208.0,231152.84715284716,218000.0,218656.0,301096.0,278056.0,267368.0,254456.0,278712.0,241224.0,231904.0,230216.0,215040.0,186200.0,219448.0,248584.0,272424.0,280848.0,283328.0,306744.0,284168.0,292232.0,263568.0,299808.0,250770.77077077076,265606.3936063936,224032.03203203203,223400.5994005994,198216.0,297368.0
audio_bitsSentPerSecond,148192.0,147040.0,119112.0,151712.2877122877,177897.8978978979,170445.55444555444,210146.14614614614,205552.0,214094.0940940941,249870.12987012987,226872.0,220856.0,221688.0,208520.5205205205,138573.42657342658,176984.0,102776.0,218178.17817817818,225360.0,201566.43356643355,172496.0,213408.0,209152.0,213800.0,176504.5045045045,152927.07292707294,112336.33633633633,222241.75824175825,193976.0,199304.0,169608.0,170928.0,180584.0,215216.0,235731.73173173174,212040.0,201976.0,228211.78821178823,183720.0,203952.0,184008.0,139024.0,109992.0,217312.0,197472.0,194344.0,236232.0,181608.0,187776.0,221848.0,169208.0,205720.0,218992.0,192640.0,192584.0,103432.0,172432.0,194696.0,191488.0,203704.0,217137.13713713715,202661.33866133867,195987.987987988,212739.26073926073,197816.0,198152.0
audio_packetsSentPerSecond,103.0,107.0,128.0,132.86713286713288,133.13313313313313,132.86713286713288,138.13813813813815,136.0,133.13313313313313,133.86613386613388,135.0,159.0,171.0,184.18418418418418,169.83016983016984,177.0,167.0,172.17217217217217,150.0,151.84815184815184,146.0,143.0,140.0,150.0,149.14914914914914,144.85514485514486,143.14314314314313,147.85214785214785,153.0,142.0,119.0,129.0,136.0,145.0,151.15115115115114,142.0,146.0,153.84615384615384,175.0,157.0,154.0,171.0,150.0,139.0,142.0,151.0,145.0,137.0,139.0,138.0,134.0,137.0,136.0,146.0,137.0,138.0,141.0,142.0,147.0,143.0,139.13913913913913,141.85814185814186,132.13213213213214,137.86213786213787,134.0,142.0
audio_googLocalAddress,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947,35.204.32.26:33947
audio_googRemoteAddress,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000
audio_googRtt,3605.0,3499.0,3499.0,3297.0,3297.0,3017.0,3017.0,2870.0,2870.0,2870.0,2770.0,2770.0,2770.0,2844.0,2844.0,2844.0,2844.0,2844.0,2844.0,2844.0,2844.0,2844.0,2844.0,2904.0,3000.0,3000.0,3121.0,3121.0,3121.0,3121.0,3121.0,3121.0,3121.0,3121.0,3081.0,3023.0,2956.0,2956.0,2986.0,2986.0,2986.0,2986.0,2986.0,2986.0,3183.0,3183.0,3179.0,3179.0,3151.0,3151.0,3151.0,3135.0,3135.0,3131.0,3131.0,3131.0,3131.0,3131.0,3131.0,3223.0,3223.0,3211.0,3211.0,3186.0,3186.0,3186.0
