bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,1793684.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0,5009074.0
bweforvideo-googBucketDelay,0.0,0.0,51.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
timestamp,1541205899,1541205900,1541205901,1541205902,1541205903,1541205904,1541205905,1541205906,1541205907,1541205908,1541205909,1541205910,1541205911,1541205912,1541205913,1541205914,1541205915,1541205916,1541205917,1541205918,1541205919,1541205920,1541205921,1541205922,1541205923,1541205924,1541205925,1541205926,1541205927,1541205928,1541205929,1541205930,1541205931,1541205932,1541205933,1541205934,1541205935,1541205936,1541205937,1541205938,1541205939,1541205940,1541205941,1541205942,1541205943,1541205944,1541205945,1541205946,1541205947,1541205948,1541205949,1541205950,1541205951,1541205952,1541205953,1541205954,1541205955,1541205956,1541205957,1541205958,1541205959,1541205960,1541205961,1541205962,1541205963,1541205964,1541205965,1541205966,1541205967,1541205968,1541205969,1541205970,1541205971,1541205972,1541205973,1541205974,1541205975,1541205976,1541205977,1541205978,1541205979,1541205980,1541205981,1541205982,1541205983,1541205984,1541205985,1541205986,1541205987,1541205988,1541205989,1541205990,1541205991,1541205992,1541205993,1541205994,1541205995,1541205996,1541205997,1541205998,1541205999,1541206000,1541206001,1541206002,1541206003,1541206004,1541206005,1541206006,1541206007,1541206008
audio_bitsReceivedPerSecond,-1,-1,0.0,1747450.0,2321663.7168141594,2314666.6666666665,2742616.0,2658528.4147557328,2644292.8786359075,2671463.4634634634,2539856.0,2618109.89010989,2640616.0,2619712.0,2594792.0,2626858.8588588587,2646705.2947052945,2586016.0,2625776.0,2622142.142142142,2465830.16983017,2575768.0,2662664.0,2636368.0,2630912.0,2627552.0,2625496.0,2608528.0,1923408.0,2171128.0,2125816.0,2105192.0,2123507.5075075077,2134945.054945055,2128520.0,2030072.0,2160792.0,2110232.0,2099147.147147147,2169662.337662338,2084456.0,2064477.1371769384,2132603.621730382,2127336.0,2118280.0,2071576.0,2125237.2372372374,2119496.5034965035,2064608.6086086086,2653074.925074925,2598688.0,2670352.0,2670214.214214214,2558264.0,2673549.1559086395,2594731.1178247733,2625150.849150849,2635600.0,2631568.0,2682880.0,2560440.0,2600304.0,2624808.0,2565240.0,2639992.0,2623536.0,2629824.0,2621944.0,2628196.196196196,2624967.032967033,2584480.0,2572072.0,2678392.0,2604120.0,2652508.5085085086,2532331.6683316682,2669712.0,2613648.0,2606160.0,2716778.103616813,2582141.2487205733,2549984.0,2654842.3153692614,2630861.723446894,2639935.935935936,2564003.996003996,2644008.0,2615472.0,1884236.2362362363,2132955.044955045,2166336.0,2095008.0,2125792.0,2088032.0,2089945.945945946,2011736.0,2139060.939060939,2120706.3492063493,2095887.0967741935,2107400.0,2138810.810810811,2066232.0,2113658.15324165,2082205.493387589,2086878.878878879,2057638.3616383616,2125392.0,2102600.0,2106128.0,2538498.4984984985
audio_bitsSentPerSecond,-1,-1,0.0,1718850.0,2192707.96460177,2390190.19019019,2590664.0,2540761.714855434,2804798.3951855567,2599039.039039039,2602096.0,2656583.4165834165,2630520.0,2492744.0,2585648.0,2643579.5795795796,2633958.041958042,2737072.0,2627024.0,2632432.4324324327,2553454.5454545454,2723504.0,2661304.0,2666504.0,2609784.0,2576824.0,1912176.0,2140832.0,2210464.0,2121544.0,2053440.0,2137136.0,2089777.7777777778,2105038.961038961,2065208.0,2124000.0,2116976.0,2135328.0,2120272.2722722725,2140819.180819181,2075432.0,2130831.013916501,2111026.15694165,2088840.0,2070048.0,2139664.0,2088968.968968969,2117730.26973027,2079855.8558558559,2131964.035964036,2065696.0,2107664.0,2109453.4534534533,2104392.0,2102148.9572989075,2129466.2638469287,2110809.1908091907,2117048.0,2120928.0,2138216.0,2080288.0,2117056.0,2113608.0,2091664.0,2093984.0,2140072.0,2120416.0,2094440.0,2154818.818818819,2116683.3166833166,2068008.0,2110664.0,2127136.0,2094616.0,2074314.3143143144,2175632.3676323676,2136584.0,2068712.0,2150592.0,2100598.240469208,2077240.5322415559,2106392.0,2104383.233532934,2081563.126252505,2083931.931931932,2161654.3456543456,2047240.0,2115640.0,2166078.078078078,2105878.121878122,2062744.0,2108728.0,2127984.0,2096352.0,2111487.4874874875,2148952.0,2070225.7742257742,2129190.476190476,2157354.8387096776,2105896.0,2052340.3403403403,2081896.0,2126106.090373281,2086901.3224821973,2037493.4934934934,2140779.2207792206,2069816.0,2098264.0,2140232.0,2090546.5465465465
audio_packetsSentPerSecond,-1,-1,0.0,284.82142857142856,335.17699115044246,356.35635635635634,375.0,374.8753738783649,404.2126379137412,381.3813813813814,381.0,383.61638361638364,383.0,362.0,374.0,383.3833833833834,386.61338661338664,395.0,376.0,381.3813813813814,375.6243756243756,388.0,381.0,388.0,376.0,377.0,305.0,331.0,333.0,328.0,321.0,327.0,322.32232232232235,325.6743256743257,320.0,330.0,326.0,328.0,328.3283283283283,326.6733266733267,320.0,332.0079522862823,323.943661971831,324.0,323.0,330.0,329.3293293293293,324.6753246753247,324.3243243243243,326.6733266733267,318.0,327.0,321.3213213213213,327.0,323.733862959285,327.29103726082576,324.6753246753247,328.0,325.0,326.0,323.0,329.0,325.0,319.0,322.0,333.0,329.0,325.0,332.3323323323323,323.6763236763237,319.0,324.0,326.0,321.0,319.31931931931933,333.6663336663337,323.0,320.0,331.0,323.5581622678397,322.4155578300921,324.0,322.3552894211577,326.65330661322645,322.32232232232235,331.6683316683317,322.0,326.0,334.33433433433436,322.67732267732265,317.0,326.0,325.0,324.0,322.32232232232235,332.0,320.67932067932065,328.37301587301585,331.6532258064516,326.0,320.3203203203203,326.0,325.14734774066795,319.4303153611394,321.3213213213213,331.6683316683317,324.0,326.0,333.0,325.3253253253253
audio_googLocalAddress,-1,-1,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275,10.164.0.8:35275
audio_googRemoteAddress,-1,-1,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501,10.164.0.9:33501
audio_googRtt,-1,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
