bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,5886272.0,5886272.0,5886272.0,5886272.0,5886272.0,5886272.0,5886272.0,5646675.0,5646675.0,5646675.0,5646675.0,5646675.0,5646675.0,5646675.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0
timestamp,1541204903,1541204904,1541204905,1541204906,1541204907,1541204908,1541204909,1541204903,1541204904,1541204905,1541204906,1541204907,1541204908,1541204909
audio_bitsReceivedPerSecond,0.0,1120912.2807017544,977658.7677725118,1022569.4305694306,1021357.3573573574,1087920.0,981880.0,474637.72954924876,498183.67346938775,446080.0,409656.0,433016.0,430496.0,453920.0
audio_bitsSentPerSecond,0.0,1770687.7192982456,1617402.8436018957,1515356.6433566434,1604492.4924924925,1588992.0,1667056.0,1706811.3522537563,1760510.2040816327,1543456.0,1586704.0,1584664.0,1685952.0,1436656.0
audio_packetsSentPerSecond,0.0,353.50877192982455,341.23222748815164,326.6733266733267,337.3373373373373,338.0,344.0,346.4106844741235,357.14285714285717,331.0,341.0,340.0,353.0,320.0
audio_googLocalAddress,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087,35.204.125.129:50087,35.204.137.161:37963,35.204.137.161:37963,35.204.137.161:37963,35.204.137.161:37963,35.204.137.161:37963,35.204.137.161:37963,35.204.137.161:37963
audio_googRemoteAddress,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000,18.196.161.130:10000
audio_googRtt,17.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
audio_send_bitsSentPerSecond,0.0,24933.333333333332,25080.568720379146,24895.104895104894,24400.400400400402,24632.0,24216.0,14143.572621035059,17948.979591836734,16720.0,16720.0,16720.0,16720.0,16720.0
audio_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_send_packetsSentPerSecond,0.0,50.0,49.76303317535545,49.95004995004995,50.050050050050054,50.0,50.0,49.248747913188645,49.744897959183675,50.0,50.0,50.0,50.0,50.0
