bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,152299.0,163431.0,177505.0,191237.0,207536.0,225139.0,244150.0,142134.0,128432.0,139707.0,151884.0,163968.0,178085.0,193332.0,209799.0,227583.0,245068.0,265673.0,287927.0,272985.0,295824.0,253554.0,109733.0,109733.0,119512.0,130073.0,141479.0,153797.0,167101.0,181469.0,196987.0,213746.0,135374.0,114681.0,124855.0,135843.0,147710.0,160527.0,174369.0,189319.0,205465.0,222902.0,109166.0,110345.0,120173.0,130787.0,142250.0,154630.0,168000.0,182440.0,198035.0,214878.0,233068.0,252713.0,273930.0,293874.0,242612.0,124577.0,122383.0,133174.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
timestamp,1546026529,1546026530,1546026531,1546026532,1546026533,1546026534,1546026535,1546026536,1546026537,1546026538,1546026539,1546026540,1546026541,1546026542,1546026543,1546026544,1546026545,1546026546,1546026547,1546026548,1546026549,1546026550,1546026551,1546026552,1546026553,1546026554,1546026555,1546026556,1546026557,1546026558,1546026559,1546026560,1546026561,1546026562,1546026563,1546026564,1546026565,1546026566,1546026567,1546026568,1546026569,1546026570,1546026571,1546026572,1546026573,1546026574,1546026575,1546026576,1546026577,1546026578,1546026579,1546026580,1546026581,1546026582,1546026583,1546026584,1546026585,1546026586,1546026587,1546026588
audio_bitsReceivedPerSecond,333954.17956656346,280707.7747989276,321160.0,299584.0,297672.0,343616.0,345800.0,394552.0,360248.0,394792.0,328528.0,360040.0,323216.0,309192.0,323568.0,366256.0,364688.0,408056.0,373248.0,402768.0,401592.0,438672.0,439016.0,433184.0,442936.0,484688.0,472856.0,457000.0,455088.0,481960.0,427208.0,416760.0,495456.0,398560.0,391560.0,459800.0,424255.74425574427,496896.8968968969,450176.0,537440.0,390752.0,443160.0,404752.0,312256.0,313624.0,354984.0,393848.0,416360.0,438448.0,479536.0,468632.0,441288.0,493096.0,452120.0,383248.0,365544.0,483136.0,432456.0,439416.0,497800.0
audio_bitsSentPerSecond,190811.14551083592,185865.95174262734,194648.0,225320.0,223712.0,228024.0,239424.0,231968.0,215360.0,178280.0,203256.0,187424.0,198976.0,233448.0,229280.0,230280.0,238472.0,271864.0,312688.0,374432.0,275328.0,366504.0,232528.0,191280.0,154408.0,141496.0,151600.0,196272.0,218952.0,216816.0,248952.0,246272.0,237080.0,217856.0,166120.0,155168.0,162629.37062937062,184104.1041041041,206576.0,203200.0,250208.0,237744.0,221112.0,206264.0,156288.0,144232.0,156256.0,180504.0,203648.0,198008.0,245312.0,236984.0,228856.0,261088.0,295912.0,326056.0,326072.0,219640.0,212912.0,159888.0
audio_packetsSentPerSecond,133.74613003095976,131.36729222520108,129.0,136.0,132.0,137.0,137.0,138.0,127.0,129.0,138.0,132.0,131.0,133.0,135.0,136.0,138.0,160.0,170.0,169.0,174.0,173.0,150.0,117.0,117.0,130.0,130.0,134.0,127.0,136.0,137.0,136.0,134.0,118.0,122.0,132.0,125.87412587412588,132.13213213213214,133.0,135.0,141.0,137.0,134.0,119.0,124.0,128.0,129.0,133.0,129.0,135.0,140.0,136.0,136.0,137.0,173.0,197.0,151.0,147.0,126.0,132.0
audio_googLocalAddress,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524,35.204.32.26:47524
audio_googRemoteAddress,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000,35.159.17.120:10000
audio_googRtt,21.0,21.0,21.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
