bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,248670.0,252450.0,256362.0,260430.0,264414.0,268278.0,272274.0,252790.0,274013.0,252070.0,252070.0,252070.0,233361.0,253030.0,274272.0,297214.0,274362.0,274362.0,297311.0,245629.0,245629.0,266279.0,252757.0,252757.0,273978.0,296896.0,321648.0,280185.0,280185.0,280185.0,245679.0,266333.0,266333.0,138888.0,150999.0,164079.0,178205.0,193461.0,209938.0,227733.0,246952.0,267708.0,290125.0,314335.0,340482.0,368721.0,379966.0,381674.0,382274.0,321797.0,321797.0,321797.0,249518.0,270479.0,270479.0,158483.0,158483.0,158483.0,172162.0,186935.0,202890.0,220121.0,238731.0,258829.0,213234.0,194084.0,194084.0,196524.0,147423.0,121196.0,121196.0,123928.0,127876.0,132334.0,137068.0,143175.0,150536.0,158826.0,169207.0,182653.0,198265.0,215126.0,185884.0,114089.0,114089.0,123016.0,133238.0,144897.0,157489.0,171088.0,185775.0,200734.0,146378.0,98163.0,98163.0,105763.0,115224.0,125442.0,114838.0,125025.0,136027.0,147909.0,159966.0,173763.0,188664.0,204757.0,222138.0,174403.0,123102.0,126417.0,132549.0,141015.0,115824.0,124622.0,135592.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,21.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
timestamp,1547997863,1547997864,1547997865,1547997866,1547997867,1547997868,1547997869,1547997870,1547997871,1547997872,1547997873,1547997874,1547997875,1547997876,1547997877,1547997878,1547997879,1547997880,1547997881,1547997882,1547997883,1547997884,1547997885,1547997886,1547997887,1547997888,1547997889,1547997890,1547997891,1547997892,1547997893,1547997894,1547997895,1547997896,1547997897,1547997898,1547997899,1547997900,1547997901,1547997902,1547997903,1547997904,1547997905,1547997906,1547997907,1547997908,1547997909,1547997910,1547997911,1547997912,1547997913,1547997914,1547997915,1547997916,1547997917,1547997918,1547997919,1547997920,1547997921,1547997922,1547997923,1547997924,1547997925,1547997926,1547997927,1547997928,1547997929,1547997930,1547997931,1547997932,1547997933,1547997934,1547997935,1547997936,1547997937,1547997938,1547997939,1547997940,1547997941,1547997942,1547997943,1547997944,1547997945,1547997946,1547997947,1547997948,1547997949,1547997950,1547997951,1547997952,1547997953,1547997954,1547997955,1547997956,1547997957,1547997958,1547997959,1547997960,1547997961,1547997962,1547997963,1547997964,1547997965,1547997966,1547997967,1547997968,1547997969,1547997970,1547997971,1547997972,1547997973,1547997974,1547997975,1547997976,1547997977
audio_bitsReceivedPerSecond,183038.2513661202,179198.29424307036,196976.0,235664.0,196691.3086913087,254024.0,218896.0,201584.0,188648.0,234032.0,247744.0,187148.85114885116,198318.3183183183,232655.34465534464,228360.0,249512.0,264832.0,245008.0,233045.90818363274,254549.0981963928,248456.0,212236.23623623623,214169.83016983018,234269.73026973027,228043.95604395604,259688.62275449102,261512.53761283853,245069.06906906908,233052.84147557328,251555.55555555556,287512.0,236596.5965965966,239776.0,238378.0607247796,233873.21063394684,280256.25625625625,267348.6513486513,260648.0,267592.0,273512.0,290752.0,223776.0,232087.9120879121,258066.06606606607,269400.0,324416.0,254056.0,312903.0969030969,263775.7757757758,247096.0,224096.0,198520.0,224848.0,231672.0,229080.0,269093.0930930931,259212.78721278723,272200.0,238576.0,266264.0,257502.4975024975,178186.18618618618,203928.0,209480.0,217160.0,241632.0,232216.0,218440.0,244688.0,224256.0,260576.0,207168.0,235120.0,192648.0,306888.0,240304.0,230096.0,228540.54054054053,239568.43156843158,269760.0,258376.0,232840.0,257088.0,314336.0,288144.0,331600.0,350104.0,365152.0,311959.95995995996,307025.94810379244,399087.0870870871,257400.0,281625.6256256256,286081.9180819181,299664.0,353160.0,353704.0,340008.0,301968.0,342064.0,369665.66566566564,291748.2517482517,306682.6826826827,329846.1538461539,311320.0,373312.0,355800.0,326736.0,352904.0,345854.14585414587,397229.2292292292,313360.0,432824.8248248248,306205.7942057942,398800.0
audio_bitsSentPerSecond,305040.4371584699,302575.69296375266,305624.0,335728.0,284915.08491508494,300672.0,279096.0,232240.0,257712.0,305864.0,259792.0,296143.85614385613,287527.52752752753,247168.83116883118,198648.0,215512.0,297024.0,274216.0,312926.1477045908,283078.1563126253,290784.0,290698.6986986987,286145.85414585413,310161.8381618382,276155.8441558442,305021.95608782436,294347.0411233701,223679.67967967968,245296.11166500498,204324.32432432432,219392.0,296080.0800800801,280952.0,228693.43780607247,212507.15746421268,166270.27027027027,167464.53546453547,221768.0,237064.0,255032.0,269416.0,290912.0,315484.51548451546,441849.8498498498,362008.0,361480.0,337088.0,264279.72027972026,220612.6126126126,224560.0,228016.0,242496.0,240008.0,240136.0,240984.0,221613.61361361362,237930.06993006993,236480.0,186992.0,192064.0,232327.67232767234,230398.3983983984,256864.0,260216.0,295960.0,252736.0,238424.0,247648.0,252216.0,177888.0,176584.0,160808.0,176608.0,164608.0,186704.0,173976.0,187288.0,205005.00500500502,200759.24075924075,201840.0,234792.0,227832.0,260088.0,205608.0,188360.0,153376.0,161616.0,187592.0,191535.53553553554,192415.16966067866,223079.0790790791,227632.0,257897.8978978979,223360.63936063935,119008.0,140000.0,144264.0,171752.0,181568.0,143552.0,158734.73473473472,170845.15484515484,209657.65765765766,201078.9210789211,238008.0,230160.0,245480.0,264424.0,248824.0,157186.81318681317,177433.43343343344,177584.0,199735.73573573574,155588.41158841157,185920.0
audio_packetsSentPerSecond,155.1912568306011,167.3773987206823,166.0,169.0,169.83016983016984,185.0,178.0,164.0,180.0,179.0,143.0,158.84115884115883,143.14314314314313,169.83016983016984,176.0,194.0,192.0,158.0,173.65269461077844,182.36472945891782,159.0,173.17317317317318,159.84015984015983,166.83316683316684,176.82317682317682,205.5888223552894,214.64393179538615,175.17517517517518,148.5543369890329,168.16816816816817,174.0,182.18218218218217,155.0,134.18217433888344,108.38445807770961,133.13313313313313,136.86313686313687,146.0,141.0,152.0,157.0,167.0,170.82917082917083,198.19819819819818,185.0,194.0,197.0,195.8041958041958,202.20220220220222,204.0,150.0,158.0,162.0,151.0,152.0,160.16016016016016,141.85814185814186,136.0,138.0,133.0,134.86513486513488,136.13613613613614,138.0,150.0,160.0,142.0,136.0,135.0,136.0,130.0,130.0,127.0,127.0,128.0,134.0,128.0,133.0,131.13113113113113,133.86613386613388,132.0,136.0,134.0,139.0,128.0,125.0,125.0,133.0,128.0,134.13413413413414,130.73852295409182,132.13213213213214,134.0,136.13613613613614,124.87512487512487,98.0,113.0,130.0,126.0,134.0,124.0,129.12912912912913,126.87312687312688,135.13513513513513,128.87112887112886,137.0,130.0,137.0,138.0,134.0,128.87112887112886,126.12612612612612,125.0,122.12212212212212,128.87112887112886,133.0
audio_googLocalAddress,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466,35.204.92.114:40466
audio_googRemoteAddress,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000,18.197.254.38:10000
audio_googRtt,2043.0,2050.0,2050.0,2046.0,2046.0,2046.0,2085.0,2085.0,2085.0,2085.0,2085.0,2126.0,2126.0,2131.0,2131.0,2131.0,2308.0,2308.0,2308.0,2308.0,2261.0,2261.0,2261.0,2246.0,2246.0,2224.0,2224.0,2224.0,2276.0,2276.0,2276.0,2396.0,2396.0,2344.0,2344.0,2293.0,2293.0,2087.0,2087.0,1815.0,1815.0,1559.0,1559.0,1559.0,1478.0,1478.0,1478.0,1478.0,1647.0,1647.0,1647.0,1952.0,1952.0,2139.0,2139.0,2139.0,2273.0,2273.0,2251.0,2251.0,2096.0,1819.0,1819.0,1819.0,1499.0,1499.0,1229.0,1229.0,1229.0,1066.0,1066.0,805.0,805.0,610.0,610.0,610.0,463.0,463.0,353.0,353.0,353.0,271.0,271.0,286.0,286.0,286.0,220.0,220.0,171.0,171.0,171.0,134.0,134.0,196.0,196.0,196.0,153.0,153.0,121.0,121.0,121.0,97.0,97.0,79.0,79.0,79.0,65.0,65.0,166.0,166.0,166.0,130.0,130.0,103.0,103.0
