bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,1998676.0,2029747.0,2058659.0,2090578.0,2124312.0,2160806.0,2190924.0,2202527.0,2213622.0,2213622.0,2222482.0,2242266.0,2248129.0,2253215.0,2264934.0,2276174.0,2294967.0,2294967.0,2301575.0,2301575.0,2301575.0,2312623.0,2312623.0,2312623.0,2323008.0,2323008.0,2087472.0,2186491.0,2256924.0,2350172.0,2398223.0,2488327.0,2533541.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0,2546833.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0
timestamp,1541191570,1541191571,1541191572,1541191573,1541191574,1541191575,1541191576,1541191577,1541191578,1541191579,1541191580,1541191581,1541191582,1541191583,1541191584,1541191585,1541191586,1541191587,1541191588,1541191589,1541191590,1541191591,1541191592,1541191593,1541191594,1541191595,1541191570,1541191571,1541191572,1541191573,1541191574,1541191575,1541191576,1541191577,1541191578,1541191579,1541191580,1541191581,1541191582,1541191583,1541191584,1541191585,1541191586,1541191587,1541191588,1541191589,1541191590,1541191591,1541191592,1541191593,1541191594,1541191595
audio_bitsReceivedPerSecond,0.0,981944.0,1003552.0,1039240.0,1047400.5994005994,1039215.2152152152,1079392.0,931080.0,924104.0,980440.0,962456.0,936784.0,921296.0,974312.0,975816.0,964456.0,1007384.0,926360.0,930560.0,959944.0559440559,971547.5475475475,943064.0,932928.0,971184.0,944544.0,998528.0,1012816.8273444347,1099338.8822829963,1054688.0,1012112.0,1067176.0,1023056.0,1005808.0,1040008.0,921976.0,931344.0,963008.0,976224.0,949120.0,923004.995004995,994962.9629629629,962672.0,958872.0,1027384.0,912288.0,921584.0,980235.7642357643,955795.7957957957,959112.0,912519.4805194805,998926.926926927,964336.0
audio_bitsSentPerSecond,0.0,1791832.0,1617208.0,1560736.0,1611668.3316683318,1606926.926926927,1583880.0,1575192.0,1482080.0,1443488.0,1487264.0,1510360.0,1476016.0,1432976.0,1508392.0,1510688.0,1524464.0,1588920.0,1419336.0,1441190.8091908093,1485069.069069069,1511256.0,1479712.0,1420760.0,1534528.0,1486232.0,1716473.2690622262,1531139.120095125,1567712.0,1683008.0,1574912.0,1609392.0,1671888.0,1405584.0,1431888.0,1565160.0,1484112.0,1415760.0,1433608.0,1550297.7022977022,1498746.7467467468,1484136.0,1596720.0,1409800.0,1440352.0,1515928.0,1496351.6483516484,1459347.3473473473,1439616.0,1554909.0909090908,1516628.6286286286,1494328.0
audio_packetsSentPerSecond,0.0,357.0,337.0,335.0,342.65734265734267,336.33633633633633,338.0,342.0,326.0,327.0,323.0,334.0,330.0,324.0,329.0,329.0,330.0,341.0,320.0,328.6713286713287,328.3283283283283,333.0,329.0,318.0,335.0,325.0,349.69325153374234,332.9369797859691,336.0,349.0,335.0,336.0,348.0,323.0,323.0,342.0,328.0,323.0,321.0,329.6703296703297,329.3293293293293,329.0,341.0,320.0,325.0,333.0,335.6643356643357,332.3323323323323,324.0,332.6673326673327,329.3293293293293,321.0
audio_googLocalAddress,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.125.129:57032,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970,35.204.137.161:56970
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,48.0,39.0,39.0,39.0,33.0,33.0,28.0,28.0,28.0,24.0,24.0,21.0,21.0,21.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,41.0,41.0,34.0,34.0,34.0,29.0,29.0,26.0,26.0,26.0,32.0,32.0,28.0,28.0,28.0,26.0,26.0,23.0,23.0,23.0,22.0,22.0,20.0,20.0,20.0,19.0
